entity_id	valid	rejected	polled	electors	UNP	SLFP	JVP	LSSP	ACTC	NSSP
LK-2303205	127.0	1.0	129.0	150.0	75.0	49.0	2.0	1.0	0.0	0.0
LK-7127205	127.0	1.0	128.0	149.0	62.0	53.0	11.0	1.0	0.0	0.0
LK-8106100	127.0	1.0	128.0	145.0	93.0	31.0	2.0	1.0	0.0	0.0
LK-2118275	127.0	2.0	129.0	143.0	69.0	55.0	2.0	1.0	0.0	0.0
LK-5315055	127.0	4.0	131.0	234.0	69.0	26.0	6.0	1.0	25.0	0.0
LK-2124135	127.0	1.0	128.0	15.0	62.0	60.0	4.0	0.0	0.0	0.0
LK-4306090	127.0	5.0	132.0	214.0	57.0	46.0	9.0	1.0	13.0	0.0
LK-7136095	127.0	1.0	129.0	151.0	59.0	57.0	9.0	1.0	0.0	0.0
LK-4112085	127.0	7.0	134.0	324.0	24.0	60.0	2.0	2.0	38.0	1.0
LK-1233115	126.0	1.0	127.0	154.0	61.0	60.0	5.0	1.0	0.0	0.0
LK-6187135	126.0	2.0	128.0	150.0	70.0	52.0	3.0	0.0	0.0	0.0
LK-8224065	126.0	2.0	127.0	165.0	57.0	53.0	14.0	1.0	0.0	0.0
LK-7210105	126.0	2.0	128.0	157.0	73.0	44.0	8.0	0.0	1.0	0.0
LK-5312025	126.0	2.0	128.0	161.0	58.0	48.0	13.0	1.0	6.0	0.0
LK-5330010	126.0	2.0	128.0	161.0	58.0	48.0	13.0	1.0	6.0	0.0
LK-5124055	126.0	3.0	129.0	172.0	27.0	13.0	2.0	2.0	82.0	1.0
LK-5136005	126.0	3.0	129.0	171.0	27.0	13.0	2.0	2.0	82.0	1.0
LK-8115005	126.0	2.0	128.0	146.0	65.0	58.0	1.0	1.0	0.0	0.0
LK-8139105	126.0	1.0	128.0	160.0	68.0	53.0	3.0	1.0	0.0	0.0
LK-3306130	125.0	1.0	126.0	160.0	59.0	48.0	18.0	0.0	0.0	0.0
LK-2206210	125.0	1.0	126.0	145.0	66.0	52.0	6.0	1.0	0.0	0.0
LK-1333095	125.0	2.0	128.0	154.0	63.0	52.0	5.0	5.0	0.0	0.0
LK-3333315	125.0	1.0	126.0	147.0	58.0	43.0	22.0	0.0	0.0	0.0
LK-6221080	125.0	1.0	126.0	154.0	76.0	44.0	4.0	1.0	0.0	0.0
LK-2151170	125.0	1.0	127.0	151.0	78.0	43.0	3.0	1.0	0.0	0.0
LK-5127055	125.0	3.0	128.0	171.0	26.0	13.0	2.0	2.0	81.0	1.0
LK-5130060	125.0	3.0	128.0	170.0	26.0	13.0	2.0	2.0	81.0	1.0
LK-2309120	125.0	1.0	127.0	143.0	70.0	50.0	4.0	1.0	0.0	0.0
LK-2309175	125.0	1.0	126.0	142.0	70.0	50.0	4.0	1.0	0.0	0.0
LK-2309335	125.0	1.0	126.0	142.0	70.0	50.0	4.0	1.0	0.0	0.0
LK-8209070	125.0	2.0	127.0	148.0	70.0	49.0	5.0	1.0	0.0	0.0
LK-7154090	125.0	1.0	126.0	144.0	68.0	54.0	3.0	0.0	0.0	0.0
LK-2124055	125.0	1.0	126.0	15.0	61.0	59.0	4.0	0.0	0.0	0.0
LK-4309210	125.0	5.0	129.0	210.0	56.0	45.0	8.0	1.0	13.0	0.0
LK-4503055	125.0	7.0	132.0	274.0	25.0	29.0	1.0	1.0	68.0	1.0
LK-4124085	125.0	5.0	130.0	281.0	26.0	51.0	2.0	2.0	43.0	1.0
LK-6124015	124.0	1.0	125.0	144.0	68.0	51.0	5.0	0.0	0.0	0.0
LK-6230030	124.0	1.0	125.0	152.0	75.0	44.0	4.0	1.0	0.0	0.0
LK-6236025	124.0	1.0	125.0	152.0	75.0	44.0	4.0	1.0	0.0	0.0
LK-3127280	124.0	1.0	125.0	151.0	57.0	60.0	5.0	1.0	0.0	0.0
LK-6187275	124.0	2.0	126.0	147.0	69.0	51.0	3.0	0.0	0.0	0.0
LK-2215040	124.0	1.0	125.0	151.0	78.0	40.0	5.0	1.0	0.0	0.0
LK-7212185	124.0	1.0	126.0	154.0	72.0	43.0	8.0	0.0	1.0	0.0
LK-7106025	124.0	1.0	125.0	148.0	59.0	54.0	10.0	1.0	0.0	0.0
LK-5333030	124.0	2.0	126.0	158.0	57.0	47.0	13.0	1.0	6.0	0.0
LK-5130045	124.0	3.0	127.0	169.0	26.0	13.0	2.0	2.0	81.0	1.0
LK-2309555	124.0	1.0	125.0	141.0	70.0	49.0	4.0	1.0	0.0	0.0
LK-2118125	124.0	2.0	125.0	139.0	67.0	54.0	2.0	1.0	0.0	0.0
LK-4212130	124.0	2.0	126.0	184.0	77.0	36.0	1.0	1.0	9.0	0.0
LK-4306070	124.0	5.0	129.0	210.0	56.0	45.0	8.0	1.0	13.0	0.0
LK-8119055	124.0	2.0	126.0	145.0	75.0	46.0	2.0	1.0	1.0	0.0
LK-6236060	123.0	1.0	124.0	151.0	75.0	43.0	4.0	1.0	0.0	0.0
LK-5233030	123.0	2.0	125.0	165.0	58.0	43.0	6.0	1.0	14.0	0.0
LK-2233035	123.0	1.0	124.0	145.0	76.0	39.0	6.0	1.0	0.0	0.0
LK-2233045	123.0	1.0	124.0	145.0	76.0	39.0	6.0	1.0	0.0	0.0
LK-6187070	123.0	2.0	125.0	147.0	69.0	51.0	3.0	0.0	0.0	0.0
LK-2306105	123.0	1.0	124.0	143.0	74.0	44.0	4.0	1.0	0.0	0.0
LK-5136040	123.0	3.0	126.0	168.0	26.0	13.0	2.0	2.0	80.0	1.0
LK-7154020	123.0	1.0	124.0	141.0	66.0	53.0	3.0	0.0	0.0	0.0
LK-2118180	123.0	2.0	125.0	138.0	67.0	53.0	2.0	1.0	0.0	0.0
LK-2121045	123.0	2.0	125.0	138.0	67.0	53.0	2.0	1.0	0.0	0.0
LK-4412125	123.0	7.0	131.0	261.0	28.0	41.0	2.0	1.0	50.0	1.0
LK-1227230	122.0	1.0	123.0	145.0	49.0	68.0	4.0	1.0	0.0	0.0
LK-3321145	122.0	1.0	123.0	155.0	51.0	53.0	16.0	1.0	0.0	0.0
LK-6166005	122.0	2.0	124.0	146.0	68.0	51.0	3.0	0.0	0.0	0.0
LK-6187320	122.0	2.0	123.0	145.0	68.0	50.0	3.0	0.0	0.0	0.0
LK-5118200	122.0	3.0	125.0	166.0	26.0	13.0	2.0	2.0	79.0	1.0
LK-5127095	122.0	3.0	125.0	166.0	26.0	13.0	2.0	2.0	79.0	1.0
LK-5136150	122.0	3.0	124.0	165.0	26.0	13.0	1.0	2.0	79.0	1.0
LK-5230080	122.0	2.0	124.0	160.0	78.0	35.0	4.0	1.0	4.0	0.0
LK-5230105	122.0	2.0	123.0	159.0	78.0	35.0	4.0	1.0	4.0	0.0
LK-5218115	122.0	2.0	123.0	154.0	81.0	29.0	5.0	1.0	5.0	0.0
LK-2118035	122.0	2.0	123.0	137.0	66.0	53.0	2.0	1.0	0.0	0.0
LK-4203200	122.0	2.0	124.0	182.0	76.0	36.0	1.0	1.0	8.0	0.0
LK-4206160	122.0	2.0	124.0	181.0	75.0	36.0	1.0	1.0	8.0	0.0
LK-2124470	122.0	1.0	123.0	14.0	60.0	57.0	4.0	0.0	0.0	0.0
LK-4306050	122.0	4.0	126.0	205.0	55.0	44.0	8.0	1.0	13.0	0.0
LK-7151070	122.0	1.0	123.0	144.0	57.0	55.0	9.0	1.0	0.0	0.0
LK-7160110	122.0	1.0	123.0	144.0	57.0	55.0	9.0	1.0	0.0	0.0
LK-4509030	122.0	7.0	128.0	267.0	24.0	28.0	1.0	1.0	66.0	1.0
LK-4412135	122.0	7.0	129.0	258.0	28.0	41.0	2.0	1.0	50.0	1.0
LK-4127035	122.0	5.0	127.0	275.0	25.0	50.0	1.0	2.0	42.0	1.0
LK-3306165	121.0	1.0	123.0	155.0	57.0	46.0	17.0	0.0	0.0	0.0
LK-6236020	121.0	1.0	122.0	149.0	74.0	43.0	4.0	1.0	0.0	0.0
LK-5251035	121.0	2.0	123.0	162.0	57.0	42.0	6.0	1.0	14.0	0.0
LK-3121025	121.0	1.0	122.0	141.0	67.0	49.0	4.0	1.0	0.0	0.0
LK-5127050	121.0	3.0	123.0	164.0	25.0	12.0	1.0	2.0	78.0	1.0
LK-5130005	121.0	3.0	124.0	164.0	26.0	12.0	1.0	2.0	79.0	1.0
LK-2224070	121.0	1.0	122.0	138.0	68.0	48.0	5.0	1.0	0.0	0.0
LK-2224135	121.0	1.0	122.0	138.0	68.0	48.0	5.0	1.0	0.0	0.0
LK-2118310	121.0	2.0	123.0	137.0	66.0	53.0	2.0	1.0	0.0	0.0
LK-4206075	121.0	2.0	123.0	181.0	75.0	35.0	1.0	1.0	8.0	0.0
LK-4215025	121.0	2.0	123.0	181.0	75.0	35.0	1.0	1.0	8.0	0.0
LK-4306085	121.0	4.0	125.0	203.0	55.0	44.0	8.0	1.0	13.0	0.0
LK-4309060	121.0	4.0	126.0	205.0	55.0	44.0	8.0	1.0	13.0	0.0
LK-4412070	121.0	7.0	129.0	258.0	27.0	41.0	2.0	1.0	50.0	1.0
LK-4124020	121.0	5.0	126.0	273.0	25.0	50.0	1.0	2.0	42.0	1.0
LK-2315065	120.0	2.0	122.0	146.0	83.0	31.0	3.0	1.0	1.0	0.0
LK-2133220	120.0	1.0	121.0	141.0	74.0	40.0	6.0	0.0	0.0	0.0
LK-5212115	120.0	1.0	121.0	147.0	66.0	47.0	7.0	1.0	0.0	0.0
LK-5233040	120.0	2.0	122.0	161.0	57.0	42.0	6.0	1.0	14.0	0.0
LK-3127175	120.0	1.0	122.0	146.0	55.0	59.0	5.0	1.0	0.0	0.0
LK-3321135	120.0	1.0	121.0	153.0	51.0	52.0	16.0	1.0	0.0	0.0
LK-2215245	120.0	1.0	122.0	147.0	76.0	39.0	5.0	1.0	0.0	0.0
LK-6163375	120.0	1.0	121.0	141.0	60.0	49.0	10.0	0.0	0.0	0.0
LK-2306335	120.0	1.0	121.0	139.0	72.0	43.0	3.0	1.0	0.0	0.0
LK-5127030	120.0	3.0	123.0	163.0	25.0	12.0	1.0	2.0	78.0	1.0
LK-2309245	120.0	1.0	121.0	136.0	67.0	47.0	4.0	1.0	0.0	0.0
LK-4203230	120.0	2.0	122.0	178.0	74.0	35.0	1.0	1.0	8.0	0.0
LK-4306065	120.0	4.0	125.0	203.0	54.0	44.0	8.0	1.0	13.0	0.0
LK-7160090	120.0	1.0	121.0	142.0	56.0	54.0	9.0	1.0	0.0	0.0
LK-4127025	120.0	5.0	124.0	270.0	25.0	49.0	1.0	2.0	42.0	1.0
LK-3333325	119.0	1.0	120.0	141.0	56.0	41.0	21.0	0.0	0.0	0.0
LK-9151040	119.0	1.0	121.0	152.0	62.0	46.0	10.0	1.0	0.0	0.0
LK-8218170	119.0	2.0	121.0	141.0	57.0	54.0	6.0	1.0	0.0	0.0
LK-9203235	119.0	1.0	120.0	144.0	66.0	46.0	6.0	1.0	0.0	0.0
LK-2309400	119.0	1.0	120.0	135.0	67.0	47.0	4.0	1.0	0.0	0.0
LK-2309495	119.0	1.0	120.0	135.0	67.0	47.0	4.0	1.0	0.0	0.0
LK-5216045	119.0	2.0	121.0	151.0	80.0	28.0	5.0	1.0	5.0	0.0
LK-2124020	119.0	1.0	120.0	14.0	58.0	56.0	4.0	0.0	0.0	0.0
LK-4303060	119.0	4.0	124.0	201.0	54.0	43.0	8.0	1.0	12.0	0.0
LK-4130300	119.0	7.0	126.0	263.0	21.0	36.0	1.0	2.0	57.0	1.0
LK-4112060	119.0	6.0	126.0	305.0	22.0	56.0	2.0	2.0	36.0	1.0
LK-4103075	119.0	7.0	125.0	312.0	30.0	25.0	1.0	1.0	61.0	1.0
LK-6187125	118.0	2.0	120.0	141.0	66.0	49.0	3.0	0.0	0.0	0.0
LK-6187175	118.0	2.0	120.0	141.0	66.0	49.0	3.0	0.0	0.0	0.0
LK-7210135	118.0	1.0	119.0	147.0	69.0	41.0	7.0	0.0	1.0	0.0
LK-5136175	118.0	3.0	121.0	161.0	25.0	12.0	1.0	2.0	77.0	1.0
LK-2309015	118.0	1.0	120.0	135.0	66.0	47.0	4.0	1.0	0.0	0.0
LK-7154230	118.0	1.0	119.0	136.0	64.0	51.0	3.0	0.0	0.0	0.0
LK-7157025	118.0	1.0	119.0	136.0	64.0	51.0	3.0	0.0	0.0	0.0
LK-4212110	118.0	2.0	121.0	176.0	73.0	35.0	1.0	1.0	8.0	0.0
LK-4306100	118.0	4.0	122.0	199.0	53.0	43.0	8.0	1.0	12.0	0.0
LK-4312085	118.0	4.0	122.0	198.0	53.0	43.0	8.0	1.0	12.0	0.0
LK-7160145	118.0	1.0	119.0	139.0	55.0	53.0	9.0	1.0	0.0	0.0
LK-4506075	118.0	7.0	124.0	259.0	24.0	27.0	1.0	1.0	64.0	1.0
LK-4512060	118.0	7.0	125.0	260.0	24.0	27.0	1.0	1.0	64.0	1.0
LK-4406005	118.0	7.0	125.0	250.0	27.0	40.0	1.0	1.0	48.0	1.0
LK-2139605	117.0	1.0	117.0	138.0	75.0	39.0	3.0	0.0	0.0	0.0
LK-2215265	117.0	1.0	118.0	143.0	73.0	38.0	5.0	0.0	0.0	0.0
LK-7212255	117.0	1.0	119.0	146.0	68.0	41.0	7.0	0.0	1.0	0.0
LK-5136220	117.0	3.0	120.0	159.0	25.0	12.0	1.0	2.0	76.0	1.0
LK-2209025	117.0	1.0	118.0	133.0	66.0	46.0	4.0	1.0	0.0	0.0
LK-2209135	117.0	1.0	118.0	133.0	66.0	46.0	4.0	1.0	0.0	0.0
LK-8206065	117.0	2.0	118.0	138.0	65.0	46.0	5.0	1.0	0.0	0.0
LK-5221125	117.0	2.0	119.0	153.0	75.0	34.0	4.0	1.0	4.0	0.0
LK-4209055	117.0	2.0	119.0	174.0	72.0	34.0	1.0	1.0	8.0	0.0
LK-4212085	117.0	2.0	119.0	174.0	72.0	34.0	1.0	1.0	8.0	0.0
LK-4212120	117.0	2.0	119.0	174.0	72.0	34.0	1.0	1.0	8.0	0.0
LK-7151075	117.0	1.0	118.0	138.0	54.0	53.0	9.0	1.0	0.0	0.0
LK-4503075	117.0	7.0	124.0	258.0	23.0	27.0	1.0	1.0	64.0	1.0
LK-4403030	117.0	7.0	124.0	248.0	26.0	39.0	1.0	1.0	48.0	1.0
LK-4415140	117.0	7.0	124.0	249.0	27.0	39.0	1.0	1.0	48.0	1.0
LK-2148080	116.0	1.0	117.0	137.0	72.0	42.0	1.0	1.0	0.0	0.0
LK-6187055	116.0	2.0	118.0	138.0	65.0	48.0	3.0	0.0	0.0	0.0
LK-2215185	116.0	1.0	117.0	142.0	73.0	38.0	5.0	0.0	0.0	0.0
LK-5124045	116.0	3.0	119.0	159.0	25.0	12.0	1.0	2.0	76.0	1.0
LK-5133115	116.0	3.0	119.0	158.0	24.0	12.0	1.0	2.0	75.0	1.0
LK-2224005	116.0	1.0	117.0	132.0	65.0	46.0	4.0	1.0	0.0	0.0
LK-5221140	116.0	2.0	118.0	152.0	74.0	33.0	3.0	1.0	4.0	0.0
LK-5230005	116.0	2.0	118.0	152.0	74.0	33.0	3.0	1.0	4.0	0.0
LK-5236010	116.0	2.0	118.0	147.0	78.0	27.0	5.0	1.0	5.0	0.0
LK-4206125	116.0	2.0	118.0	173.0	72.0	34.0	1.0	1.0	8.0	0.0
LK-2124465	116.0	1.0	117.0	13.0	57.0	55.0	4.0	0.0	0.0	0.0
LK-4303085	116.0	4.0	120.0	195.0	52.0	42.0	8.0	1.0	12.0	0.0
LK-7151180	116.0	1.0	117.0	137.0	54.0	52.0	9.0	1.0	0.0	0.0
LK-4503085	116.0	6.0	123.0	255.0	23.0	27.0	1.0	1.0	63.0	1.0
LK-4509165	116.0	7.0	123.0	256.0	23.0	27.0	1.0	1.0	63.0	1.0
LK-4412130	116.0	7.0	122.0	245.0	26.0	39.0	1.0	1.0	47.0	1.0
LK-4415115	116.0	7.0	123.0	246.0	26.0	39.0	1.0	1.0	48.0	1.0
LK-2315095	115.0	2.0	116.0	140.0	80.0	30.0	3.0	1.0	1.0	0.0
LK-2315155	115.0	2.0	117.0	140.0	80.0	30.0	3.0	1.0	1.0	0.0
LK-5212110	115.0	1.0	117.0	141.0	63.0	45.0	7.0	1.0	0.0	0.0
LK-6233045	115.0	1.0	117.0	142.0	70.0	41.0	4.0	1.0	0.0	0.0
LK-6236065	115.0	1.0	116.0	141.0	70.0	41.0	4.0	1.0	0.0	0.0
LK-9118050	115.0	1.0	116.0	131.0	58.0	52.0	4.0	0.0	0.0	0.0
LK-2215235	115.0	1.0	116.0	141.0	72.0	37.0	5.0	0.0	0.0	0.0
LK-8218195	115.0	2.0	116.0	136.0	55.0	52.0	6.0	1.0	0.0	0.0
LK-6215070	115.0	1.0	116.0	154.0	81.0	28.0	2.0	1.0	2.0	0.0
LK-5118005	115.0	3.0	118.0	157.0	24.0	12.0	1.0	2.0	75.0	1.0
LK-5118100	115.0	3.0	117.0	156.0	24.0	12.0	1.0	2.0	75.0	1.0
LK-5127085	115.0	3.0	118.0	157.0	24.0	12.0	1.0	2.0	75.0	1.0
LK-5133100	115.0	3.0	118.0	157.0	24.0	12.0	1.0	2.0	75.0	1.0
LK-5133200	115.0	3.0	118.0	156.0	24.0	12.0	1.0	2.0	75.0	1.0
LK-5136045	115.0	3.0	118.0	157.0	24.0	12.0	1.0	2.0	75.0	1.0
LK-7127185	115.0	1.0	117.0	135.0	56.0	48.0	10.0	1.0	0.0	0.0
LK-5234025	115.0	2.0	116.0	145.0	77.0	27.0	5.0	1.0	5.0	0.0
LK-4203080	115.0	2.0	117.0	172.0	71.0	34.0	1.0	1.0	8.0	0.0
LK-8118195	115.0	2.0	117.0	135.0	69.0	42.0	2.0	1.0	1.0	0.0
LK-8119035	115.0	2.0	117.0	135.0	69.0	42.0	2.0	1.0	1.0	0.0
LK-4509150	115.0	6.0	122.0	253.0	23.0	27.0	1.0	1.0	63.0	1.0
LK-4415005	115.0	7.0	122.0	244.0	26.0	39.0	1.0	1.0	47.0	1.0
LK-4139085	115.0	7.0	122.0	303.0	29.0	24.0	1.0	1.0	59.0	1.0
LK-3333095	114.0	1.0	115.0	135.0	53.0	40.0	21.0	0.0	0.0	0.0
LK-3333300	114.0	1.0	115.0	134.0	53.0	39.0	21.0	0.0	0.0	0.0
LK-6221090	114.0	1.0	115.0	140.0	69.0	40.0	3.0	1.0	0.0	0.0
LK-5245105	114.0	2.0	116.0	153.0	54.0	40.0	6.0	1.0	13.0	0.0
LK-3124035	114.0	1.0	115.0	139.0	52.0	56.0	5.0	1.0	0.0	0.0
LK-3324025	114.0	1.0	115.0	146.0	48.0	50.0	15.0	1.0	0.0	0.0
LK-2233065	114.0	1.0	115.0	135.0	71.0	37.0	6.0	1.0	0.0	0.0
LK-5303015	114.0	1.0	116.0	146.0	53.0	43.0	12.0	1.0	6.0	0.0
LK-2306600	114.0	1.0	115.0	132.0	68.0	41.0	3.0	1.0	0.0	0.0
LK-6203045	114.0	1.0	115.0	152.0	80.0	28.0	2.0	1.0	2.0	0.0
LK-5133140	114.0	3.0	116.0	155.0	24.0	12.0	1.0	2.0	74.0	1.0
LK-5136165	114.0	3.0	116.0	155.0	24.0	12.0	1.0	2.0	74.0	1.0
LK-2303260	114.0	1.0	115.0	134.0	68.0	44.0	2.0	1.0	0.0	0.0
LK-7157060	114.0	1.0	114.0	131.0	61.0	49.0	3.0	0.0	0.0	0.0
LK-7151110	114.0	1.0	115.0	135.0	53.0	51.0	8.0	1.0	0.0	0.0
LK-8118190	114.0	2.0	116.0	133.0	68.0	42.0	2.0	1.0	1.0	0.0
LK-4503065	114.0	6.0	120.0	251.0	23.0	26.0	1.0	1.0	62.0	1.0
LK-4406055	114.0	7.0	121.0	243.0	26.0	39.0	1.0	1.0	47.0	1.0
LK-4415185	114.0	7.0	120.0	241.0	26.0	38.0	1.0	1.0	47.0	1.0
LK-2154085	113.0	1.0	114.0	135.0	70.0	39.0	3.0	1.0	0.0	0.0
LK-2306555	113.0	1.0	114.0	131.0	68.0	41.0	3.0	1.0	0.0	0.0
LK-5127060	113.0	3.0	116.0	154.0	24.0	12.0	1.0	2.0	74.0	1.0
LK-2224120	113.0	1.0	114.0	129.0	64.0	45.0	4.0	1.0	0.0	0.0
LK-5221075	113.0	2.0	114.0	148.0	72.0	32.0	3.0	1.0	4.0	0.0
LK-5216055	113.0	1.0	114.0	143.0	76.0	27.0	5.0	1.0	5.0	0.0
LK-7166040	113.0	1.0	114.0	130.0	61.0	49.0	3.0	0.0	0.0	0.0
LK-7151170	113.0	1.0	114.0	134.0	53.0	51.0	8.0	1.0	0.0	0.0
LK-7160120	113.0	1.0	114.0	134.0	53.0	51.0	8.0	1.0	0.0	0.0
LK-3306125	112.0	1.0	113.0	144.0	53.0	43.0	16.0	0.0	0.0	0.0
LK-3333080	112.0	1.0	113.0	132.0	52.0	39.0	20.0	0.0	0.0	0.0
LK-6154160	112.0	1.0	113.0	143.0	66.0	41.0	4.0	0.0	0.0	0.0
LK-6163430	112.0	1.0	113.0	132.0	56.0	46.0	10.0	0.0	0.0	0.0
LK-5330005	112.0	1.0	114.0	143.0	52.0	43.0	12.0	1.0	6.0	0.0
LK-2306465	112.0	1.0	113.0	130.0	67.0	41.0	3.0	1.0	0.0	0.0
LK-5127065	112.0	3.0	115.0	153.0	24.0	12.0	1.0	2.0	73.0	1.0
LK-2303160	112.0	1.0	113.0	132.0	66.0	43.0	2.0	1.0	0.0	0.0
LK-2303210	112.0	1.0	113.0	132.0	66.0	43.0	2.0	1.0	0.0	0.0
LK-5218110	112.0	1.0	113.0	141.0	75.0	26.0	5.0	1.0	5.0	0.0
LK-2118110	112.0	1.0	113.0	126.0	61.0	49.0	2.0	1.0	0.0	0.0
LK-4206135	112.0	2.0	114.0	166.0	69.0	33.0	1.0	1.0	8.0	0.0
LK-2124005	112.0	1.0	113.0	13.0	55.0	53.0	3.0	0.0	0.0	0.0
LK-4303095	112.0	4.0	116.0	189.0	51.0	41.0	8.0	1.0	12.0	0.0
LK-7136055	112.0	1.0	114.0	133.0	52.0	51.0	8.0	1.0	0.0	0.0
LK-4130060	112.0	7.0	119.0	247.0	20.0	34.0	1.0	2.0	54.0	1.0
LK-4406030	112.0	7.0	119.0	238.0	25.0	38.0	1.0	1.0	46.0	1.0
LK-4415110	112.0	7.0	119.0	239.0	25.0	38.0	1.0	1.0	46.0	1.0
LK-4415195	112.0	7.0	118.0	237.0	25.0	38.0	1.0	1.0	46.0	1.0
LK-5251005	111.0	2.0	113.0	149.0	52.0	39.0	6.0	1.0	13.0	0.0
LK-3124165	111.0	1.0	112.0	135.0	51.0	54.0	5.0	1.0	0.0	0.0
LK-3321100	111.0	1.0	112.0	142.0	47.0	48.0	15.0	1.0	0.0	0.0
LK-6149085	111.0	2.0	113.0	132.0	62.0	46.0	3.0	0.0	0.0	0.0
LK-6187195	111.0	2.0	113.0	132.0	62.0	46.0	3.0	0.0	0.0	0.0
LK-2215250	111.0	1.0	112.0	136.0	70.0	36.0	4.0	0.0	0.0	0.0
LK-8218020	111.0	2.0	113.0	132.0	53.0	51.0	5.0	1.0	0.0	0.0
LK-8218160	111.0	2.0	112.0	131.0	53.0	51.0	5.0	1.0	0.0	0.0
LK-5136125	111.0	3.0	113.0	150.0	23.0	11.0	1.0	2.0	72.0	1.0
LK-2309530	111.0	1.0	112.0	126.0	62.0	44.0	3.0	1.0	0.0	0.0
LK-2134180	111.0	1.0	111.0	129.0	64.0	42.0	4.0	0.0	0.0	0.0
LK-5227035	111.0	2.0	113.0	146.0	71.0	32.0	3.0	1.0	4.0	0.0
LK-5218005	111.0	1.0	113.0	140.0	74.0	26.0	5.0	1.0	5.0	0.0
LK-2118220	111.0	1.0	113.0	125.0	60.0	48.0	2.0	1.0	0.0	0.0
LK-7160095	111.0	1.0	112.0	131.0	51.0	50.0	8.0	1.0	0.0	0.0
LK-8142135	111.0	1.0	112.0	141.0	60.0	47.0	2.0	1.0	0.0	0.0
LK-8142150	111.0	1.0	112.0	140.0	60.0	47.0	2.0	1.0	0.0	0.0
LK-4415150	111.0	7.0	117.0	235.0	25.0	37.0	1.0	1.0	45.0	1.0
LK-3318090	110.0	1.0	111.0	130.0	51.0	38.0	20.0	0.0	0.0	0.0
LK-3318165	110.0	1.0	111.0	130.0	51.0	38.0	20.0	0.0	0.0	0.0
LK-6221030	110.0	1.0	111.0	135.0	67.0	39.0	3.0	1.0	0.0	0.0
LK-6236130	110.0	1.0	111.0	135.0	67.0	39.0	3.0	1.0	0.0	0.0
LK-6118040	110.0	1.0	111.0	127.0	62.0	44.0	3.0	1.0	0.0	0.0
LK-6187200	110.0	2.0	112.0	131.0	61.0	46.0	2.0	0.0	0.0	0.0
LK-2215035	110.0	1.0	111.0	134.0	69.0	36.0	4.0	0.0	0.0	0.0
LK-5324025	110.0	1.0	112.0	141.0	51.0	42.0	11.0	1.0	5.0	0.0
LK-5136090	110.0	3.0	113.0	150.0	23.0	11.0	1.0	2.0	72.0	1.0
LK-2309040	110.0	1.0	111.0	125.0	62.0	44.0	3.0	1.0	0.0	0.0
LK-7124055	110.0	1.0	111.0	129.0	54.0	46.0	10.0	1.0	0.0	0.0
LK-5216085	110.0	1.0	111.0	139.0	73.0	26.0	5.0	1.0	5.0	0.0
LK-7157005	110.0	1.0	111.0	126.0	59.0	47.0	3.0	0.0	0.0	0.0
LK-4212100	110.0	2.0	112.0	163.0	68.0	32.0	1.0	1.0	8.0	0.0
LK-4306020	110.0	4.0	114.0	186.0	50.0	40.0	8.0	1.0	11.0	0.0
LK-8142085	110.0	1.0	112.0	140.0	60.0	47.0	2.0	1.0	0.0	0.0
LK-3333160	109.0	1.0	109.0	128.0	51.0	38.0	20.0	0.0	0.0	0.0
LK-9115090	109.0	1.0	110.0	125.0	55.0	50.0	3.0	0.0	0.0	0.0
LK-3321010	109.0	1.0	110.0	139.0	46.0	47.0	14.0	1.0	0.0	0.0
LK-5127020	109.0	3.0	111.0	148.0	23.0	11.0	1.0	2.0	71.0	1.0
LK-5133145	109.0	3.0	112.0	149.0	23.0	11.0	1.0	2.0	71.0	1.0
LK-2309100	109.0	1.0	111.0	125.0	62.0	43.0	3.0	1.0	0.0	0.0
LK-8206060	109.0	2.0	111.0	130.0	61.0	43.0	4.0	1.0	0.0	0.0
LK-8106170	109.0	1.0	110.0	125.0	80.0	26.0	2.0	1.0	0.0	0.0
LK-5221145	109.0	2.0	111.0	143.0	70.0	31.0	3.0	1.0	4.0	0.0
LK-5218120	109.0	1.0	110.0	137.0	73.0	26.0	5.0	1.0	5.0	0.0
LK-4203220	109.0	2.0	110.0	162.0	67.0	32.0	1.0	1.0	7.0	0.0
LK-4212095	109.0	2.0	111.0	162.0	67.0	32.0	1.0	1.0	7.0	0.0
LK-4215065	109.0	2.0	111.0	163.0	67.0	32.0	1.0	1.0	8.0	0.0
LK-4215080	109.0	2.0	110.0	162.0	67.0	32.0	1.0	1.0	7.0	0.0
LK-5315150	109.0	3.0	112.0	200.0	59.0	22.0	5.0	1.0	22.0	0.0
LK-4130265	109.0	6.0	115.0	240.0	20.0	33.0	1.0	2.0	52.0	1.0
LK-4506030	109.0	6.0	116.0	241.0	22.0	25.0	1.0	1.0	59.0	1.0
LK-4506080	109.0	6.0	115.0	239.0	22.0	25.0	1.0	1.0	59.0	1.0
LK-4139125	109.0	6.0	116.0	287.0	27.0	23.0	1.0	1.0	56.0	1.0
LK-5212020	108.0	1.0	109.0	132.0	59.0	42.0	6.0	1.0	0.0	0.0
LK-6130125	108.0	1.0	110.0	132.0	67.0	37.0	4.0	1.0	0.0	0.0
LK-7210145	108.0	1.0	109.0	134.0	63.0	37.0	7.0	0.0	1.0	0.0
