entity_id	valid	rejected	polled	electors	UNP	TULF	IND	SLFP	SLMC	ELJP	MEP	USA	INDI	ACTC	DPLF	IND 1	IND 2	USF	IND1	IND2	USP
LK-4203245	106.0	9.0	115.0	333.0	18.0	39.0	18.0	1.0	31.0												
LK-2139075	106.0	7.0	113.0	340.0	63.0			23.0	19.0	0.0		1.0									
LK-2139410	106.0	7.0	113.0	341.0	63.0			23.0	19.0	0.0		1.0									
LK-3221150	106.0	7.0	113.0	413.0	54.0			45.0		1.0	4.0	2.0									
LK-7121045	106.0	6.0	112.0	240.0	60.0		3.0	41.0		0.0	0.0	1.0									
LK-4303040	106.0	10.0	116.0	284.0	29.0	46.0	13.0	7.0	11.0												
LK-7157060	106.0	9.0	115.0	161.0	56.0		3.0	46.0		0.0	0.0	1.0									
LK-7166040	106.0	9.0	115.0	161.0	56.0		3.0	46.0		0.0	0.0	1.0									
LK-2303260	106.0	9.0	115.0	140.0	68.0			33.0	2.0			1.0			3.0						
LK-8218170	106.0	15.0	121.0	173.0	44.0		1.0	56.0	1.0		0.0	3.0									
LK-2106105	106.0	8.0	114.0	284.0	65.0			32.0	8.0	0.0		0.0									
LK-6233050	106.0	6.0	112.0	148.0	65.0			37.0	1.0	1.0		1.0							0.0	0.0	
LK-5245110	106.0	5.0	112.0	126.0	18.0	36.0		20.0	33.0									0.0			
LK-3230	106.0	0.0	114.0	14546.0	48.0			33.0		28.0	0.0	0.0									
LK-4409090	105.0	18.0	123.0	548.0	6.0	40.0	39.0	1.0	20.0												
LK-4415050	105.0	18.0	123.0	549.0	6.0	40.0	39.0	1.0	20.0												
LK-3245135	105.0	2.0	107.0	809.0	87.0			18.0		0.0	0.0	0.0									
LK-3245180	105.0	2.0	107.0	805.0	87.0			18.0		0.0	0.0	0.0									
LK-3248120	105.0	2.0	107.0	809.0	87.0			18.0		0.0	0.0	0.0									
LK-3248155	105.0	2.0	107.0	806.0	87.0			18.0		0.0	0.0	0.0									
LK-3224075	105.0	10.0	115.0	769.0	63.0			34.0		2.0	1.0	6.0									
LK-3224145	105.0	10.0	114.0	765.0	63.0			33.0		2.0	1.0	6.0									
LK-4124025	105.0	10.0	114.0	426.0	6.0	26.0			3.0				62.0	4.0	4.0						
LK-2124410	105.0	8.0	112.0	270.0	60.0			41.0	2.0	0.0		1.0									
LK-3330160	105.0	2.0	107.0	592.0	60.0			43.0	0.0			0.0			2.0						
LK-3330210	105.0	2.0	107.0	589.0	60.0			42.0	0.0			0.0			2.0						
LK-3321290	105.0	3.0	108.0	480.0	63.0			41.0	0.0			1.0			1.0						
LK-3324050	105.0	3.0	108.0	480.0	63.0			41.0	0.0			1.0			1.0						
LK-2127185	105.0	9.0	113.0	336.0	67.0			30.0	5.0	1.0		2.0									
LK-2136020	105.0	5.0	110.0	258.0	56.0			44.0	3.0	0.0		2.0									
LK-4512030	105.0	18.0	123.0	268.0	8.0	44.0			3.0				43.0	3.0	4.0						
LK-9203010	105.0	7.0	111.0	209.0	66.0			33.0		3.0	0.0	2.0									
LK-5312025	105.0	7.0	112.0	173.0	42.0	7.0		43.0	7.0		0.0		5.0								
LK-5330010	105.0	7.0	112.0	174.0	42.0	7.0		43.0	7.0		0.0		5.0								
LK-1339015	105.0	9.0	114.0	254.0	59.0			41.0	1.0	1.0	0.0	2.0									
LK-2215245	105.0	8.0	113.0	160.0	72.0			29.0		1.0		3.0									
LK-2148080	105.0	7.0	112.0	148.0	63.0			37.0	4.0	0.0		1.0									
LK-4121155	104.0	12.0	116.0	1686.0	1.0	38.0			3.0				52.0	4.0	6.0						
LK-3248130	104.0	2.0	106.0	796.0	86.0			18.0		0.0	0.0	0.0									
LK-3218080	104.0	10.0	114.0	760.0	63.0			33.0		2.0	1.0	6.0									
LK-3224140	104.0	10.0	113.0	757.0	62.0			33.0		2.0	1.0	5.0									
LK-7133095	104.0	13.0	117.0	339.0	51.0		12.0	39.0		1.0	0.0	1.0									
LK-3321255	104.0	3.0	107.0	477.0	62.0			40.0	0.0			1.0			1.0						
LK-3324040	104.0	3.0	106.0	474.0	62.0			40.0	0.0			1.0			1.0						
LK-3325040	104.0	3.0	107.0	476.0	62.0			40.0	0.0			1.0			1.0						
LK-2127010	104.0	9.0	112.0	332.0	67.0			29.0	5.0	1.0		2.0									
LK-4209045	104.0	9.0	113.0	327.0	17.0	38.0	17.0	1.0	31.0												
LK-3221035	104.0	7.0	111.0	407.0	53.0			44.0		1.0	4.0	2.0									
LK-7121105	104.0	6.0	110.0	237.0	59.0		3.0	41.0		0.0	0.0	1.0									
LK-2136165	104.0	5.0	109.0	255.0	56.0			44.0	3.0	0.0		2.0									
LK-4503020	104.0	18.0	121.0	264.0	8.0	44.0			3.0				42.0	3.0	4.0						
LK-3306085	104.0	11.0	115.0	400.0	57.0			39.0	0.0			6.0			1.0						
LK-4112115	104.0	11.0	115.0	237.0	2.0	36.0			2.0				58.0	2.0	5.0						
LK-2209025	104.0	9.0	113.0	154.0	75.0			27.0		1.0		1.0									
LK-2209135	104.0	9.0	113.0	154.0	75.0			27.0		1.0		1.0									
LK-2224005	104.0	9.0	113.0	153.0	75.0			27.0		1.0		1.0									
LK-2303160	104.0	9.0	113.0	137.0	66.0			33.0	2.0			1.0			3.0						
LK-2303210	104.0	9.0	113.0	138.0	67.0			33.0	2.0			1.0			3.0						
LK-2309410	104.0	8.0	113.0	137.0	65.0			35.0	0.0			0.0			3.0						
LK-2106290	104.0	8.0	112.0	278.0	64.0			32.0	7.0	0.0		0.0									
LK-7212110	104.0	7.0	111.0	182.0	67.0			34.0		3.0		1.0									
LK-6149085	104.0	5.0	109.0	139.0	54.0			44.0		5.0	1.0	1.0									
LK-6187195	104.0	5.0	109.0	139.0	54.0			44.0		5.0	1.0	1.0									
LK-5103040	104.0	11.0	115.0	145.0	5.0	32.0		1.0	37.0							28.0	1.0				
LK-2206210	104.0	9.0	114.0	172.0	56.0			45.0		2.0		1.0									
LK-6221035	104.0	6.0	110.0	146.0	64.0			37.0	1.0	1.0		1.0							0.0	0.0	
LK-4121050	103.0	12.0	115.0	1672.0	1.0	38.0			3.0				51.0	4.0	6.0						
LK-3218205	103.0	9.0	112.0	749.0	62.0			33.0		2.0	1.0	5.0									
LK-4124015	103.0	9.0	113.0	420.0	6.0	25.0			3.0				61.0	4.0	4.0						
LK-2124095	103.0	7.0	111.0	266.0	59.0			40.0	2.0	0.0		1.0									
LK-3327010	103.0	2.0	105.0	580.0	59.0			42.0	0.0			0.0			2.0						
LK-7206050	103.0	8.0	111.0	410.0	73.0			29.0		1.0		1.0									
LK-3325065	103.0	3.0	106.0	470.0	61.0			40.0	0.0			1.0			1.0						
LK-3325095	103.0	3.0	106.0	470.0	62.0			40.0	0.0			1.0			1.0						
LK-7121200	103.0	6.0	109.0	234.0	59.0		3.0	40.0		0.0	0.0	1.0									
LK-7106015	103.0	7.0	109.0	204.0	66.0		2.0	31.0		1.0	1.0	1.0									
LK-3306005	103.0	11.0	113.0	394.0	56.0			39.0	0.0			6.0			1.0						
LK-3309095	103.0	11.0	114.0	397.0	56.0			39.0	0.0			6.0			1.0						
LK-2118110	103.0	10.0	114.0	146.0	64.0			37.0	0.0	0.0		1.0									
LK-2118220	103.0	10.0	113.0	145.0	64.0			37.0	0.0	0.0		1.0									
LK-7157005	103.0	9.0	112.0	156.0	54.0		3.0	45.0		0.0	0.0	1.0									
LK-1330245	103.0	10.0	112.0	261.0	52.0			46.0	2.0	1.0	0.0	2.0									
LK-5333030	103.0	7.0	110.0	170.0	41.0	7.0		42.0	7.0		0.0		5.0								
LK-2309060	103.0	8.0	111.0	135.0	64.0			35.0	0.0			0.0			3.0						
LK-2309420	103.0	8.0	111.0	135.0	64.0			35.0	0.0			0.0			3.0						
LK-2233035	103.0	9.0	112.0	156.0	67.0			31.0		3.0		2.0									
LK-2233045	103.0	9.0	112.0	156.0	67.0			31.0		3.0		2.0									
LK-2106055	103.0	8.0	111.0	276.0	64.0			32.0	7.0	0.0		0.0									
LK-2133005	103.0	8.0	111.0	276.0	64.0			32.0	7.0	0.0		0.0									
LK-8106050	103.0	7.0	110.0	138.0	75.0			27.0		1.0	0.0	0.0									
LK-7210045	103.0	7.0	110.0	181.0	66.0			34.0		3.0		1.0									
LK-6133155	103.0	7.0	111.0	166.0	70.0			30.0		2.0	0.0	1.0									
LK-6187200	103.0	5.0	108.0	138.0	53.0			43.0		5.0	1.0	1.0									
LK-4121025	102.0	12.0	114.0	1658.0	1.0	38.0			3.0				51.0	4.0	5.0						
LK-3330025	102.0	2.0	104.0	574.0	58.0			41.0	0.0			0.0			2.0						
LK-3321270	102.0	3.0	105.0	465.0	61.0			39.0	0.0			1.0			1.0						
LK-2127320	102.0	8.0	111.0	328.0	66.0			29.0	5.0	1.0		2.0									
LK-4203175	102.0	9.0	111.0	319.0	17.0	37.0	17.0	1.0	30.0												
LK-2139170	102.0	7.0	109.0	329.0	61.0			23.0	18.0	0.0		1.0									
LK-3221075	102.0	7.0	109.0	398.0	52.0			43.0		1.0	4.0	1.0									
LK-7118085	102.0	7.0	109.0	277.0	61.0		1.0	37.0		1.0	0.0	2.0									
LK-4306005	102.0	9.0	112.0	273.0	28.0	44.0	13.0	7.0	11.0												
LK-4306040	102.0	9.0	111.0	271.0	27.0	44.0	13.0	7.0	10.0												
LK-4312045	102.0	9.0	112.0	273.0	28.0	44.0	13.0	7.0	11.0												
LK-2215265	102.0	8.0	110.0	155.0	70.0			28.0		1.0		3.0									
LK-8218195	102.0	14.0	117.0	167.0	43.0		1.0	55.0	1.0		0.0	3.0									
LK-5127090	102.0	13.0	114.0	143.0	5.0	61.0		1.0	0.0							33.0	0.0				
LK-5130030	102.0	13.0	115.0	144.0	5.0	62.0		1.0	0.0							33.0	0.0				
LK-5133025	102.0	13.0	115.0	144.0	5.0	62.0		1.0	0.0							33.0	0.0				
LK-3245025	101.0	2.0	103.0	778.0	84.0			17.0		0.0	0.0	0.0									
LK-3215030	101.0	9.0	110.0	736.0	61.0			32.0		2.0	1.0	5.0									
LK-7133110	101.0	12.0	113.0	329.0	49.0		12.0	37.0		1.0	0.0	1.0									
LK-2124185	101.0	7.0	109.0	262.0	58.0			40.0	2.0	0.0		1.0									
LK-3324015	101.0	3.0	104.0	464.0	61.0			39.0	0.0			1.0			1.0						
LK-2127030	101.0	8.0	110.0	325.0	65.0			29.0	5.0	1.0		2.0									
LK-4206140	101.0	9.0	109.0	316.0	17.0	37.0	17.0	1.0	30.0												
LK-2139195	101.0	7.0	108.0	324.0	60.0			22.0	18.0	0.0		1.0									
LK-2139275	101.0	7.0	108.0	325.0	60.0			22.0	18.0	0.0		1.0									
LK-2139365	101.0	7.0	108.0	325.0	60.0			22.0	18.0	0.0		1.0									
LK-7127040	101.0	6.0	107.0	229.0	57.0		3.0	39.0		0.0	0.0	1.0									
LK-4309065	101.0	9.0	110.0	270.0	27.0	44.0	12.0	7.0	10.0												
LK-2224120	101.0	9.0	110.0	149.0	73.0			26.0		1.0		1.0									
LK-8206060	101.0	14.0	115.0	154.0	59.0		0.0	37.0	1.0		0.0	3.0									
LK-3154260	101.0	6.0	107.0	211.0	52.0			45.0	0.0	1.0	2.0	1.0									
LK-7163135	101.0	12.0	113.0	215.0	49.0		1.0	48.0		1.0	0.0	1.0									
LK-2215185	101.0	8.0	109.0	154.0	70.0			28.0		1.0		3.0									
LK-2106255	101.0	7.0	109.0	271.0	62.0			31.0	7.0	0.0		0.0									
LK-9151040	101.0	6.0	107.0	184.0	58.0			40.0		1.0									0.0		2.0
LK-3248220	100.0	2.0	102.0	770.0	83.0			17.0		0.0	0.0	0.0									
LK-3215035	100.0	9.0	109.0	730.0	60.0			32.0		2.0	1.0	5.0									
LK-2124155	100.0	7.0	107.0	258.0	57.0			39.0	2.0	0.0		1.0									
LK-2124325	100.0	7.0	107.0	259.0	57.0			39.0	2.0	0.0		1.0									
LK-3327075	100.0	2.0	102.0	561.0	57.0			40.0	0.0			0.0			2.0						
LK-3325030	100.0	3.0	103.0	457.0	60.0			39.0	0.0			1.0			1.0						
LK-7118175	100.0	7.0	108.0	272.0	60.0		1.0	36.0		1.0	0.0	2.0									
LK-7121185	100.0	6.0	106.0	228.0	57.0		3.0	39.0		0.0	0.0	1.0									
LK-7124170	100.0	6.0	106.0	228.0	57.0		3.0	39.0		0.0	0.0	1.0									
LK-8142085	100.0	8.0	107.0	151.0	58.0			37.0		2.0	0.0	2.0									
LK-8142135	100.0	8.0	108.0	152.0	58.0			38.0		2.0	0.0	2.0									
LK-8142150	100.0	8.0	108.0	152.0	58.0			38.0		2.0	0.0	2.0									
LK-4303030	100.0	9.0	109.0	266.0	27.0	43.0	12.0	7.0	10.0												
LK-2118165	100.0	10.0	109.0	141.0	62.0			36.0	0.0	0.0		1.0									
LK-2215235	100.0	8.0	108.0	153.0	69.0			28.0		1.0		2.0									
LK-6154160	100.0	6.0	106.0	147.0	61.0			34.0		3.0	1.0	1.0									
LK-6233225	100.0	6.0	106.0	140.0	61.0			35.0	1.0	1.0		1.0							0.0	0.0	
LK-3248240	99.0	2.0	101.0	757.0	82.0			17.0		0.0	0.0	0.0									
LK-3330070	99.0	2.0	101.0	559.0	57.0			40.0	0.0			0.0			2.0						
LK-4206155	99.0	9.0	108.0	311.0	17.0	36.0	16.0	1.0	29.0												
LK-4215060	99.0	9.0	108.0	311.0	17.0	36.0	16.0	1.0	29.0												
LK-2139260	99.0	7.0	106.0	319.0	59.0			22.0	18.0	0.0		1.0									
LK-2139285	99.0	7.0	106.0	318.0	59.0			22.0	17.0	0.0		1.0									
LK-2139525	99.0	7.0	106.0	318.0	59.0			22.0	17.0	0.0		1.0									
LK-2139580	99.0	7.0	106.0	319.0	59.0			22.0	17.0	0.0		1.0									
LK-4306075	99.0	9.0	108.0	265.0	27.0	43.0	12.0	7.0	10.0												
LK-4306090	99.0	9.0	108.0	264.0	27.0	43.0	12.0	7.0	10.0												
LK-2118005	99.0	10.0	109.0	140.0	62.0			36.0	0.0	0.0		1.0									
LK-8218020	99.0	14.0	113.0	162.0	42.0		0.0	53.0	1.0		0.0	3.0									
LK-8218160	99.0	14.0	113.0	161.0	41.0		0.0	53.0	1.0		0.0	3.0									
LK-2309115	99.0	8.0	107.0	130.0	62.0			34.0	0.0			0.0			3.0						
LK-2309325	99.0	8.0	107.0	130.0	62.0			34.0	0.0			0.0			3.0						
LK-2106190	99.0	7.0	106.0	265.0	61.0			30.0	7.0	0.0		0.0									
LK-2154085	99.0	8.0	107.0	152.0	64.0			30.0	3.0	0.0		3.0									
LK-5227030	99.0	4.0	103.0	122.0	18.0	32.0		6.0	43.0									0.0			
LK-7210010	99.0	6.0	105.0	173.0	63.0			32.0		3.0		1.0									
LK-6149170	99.0	5.0	105.0	133.0	52.0			42.0		4.0	1.0	1.0									
LK-4121160	98.0	12.0	109.0	1591.0	1.0	36.0			3.0				49.0	4.0	5.0						
LK-3248145	98.0	2.0	100.0	752.0	81.0			17.0		0.0	0.0	0.0									
LK-3248150	98.0	2.0	100.0	753.0	81.0			17.0		0.0	0.0	0.0									
LK-3215080	98.0	9.0	107.0	718.0	59.0			31.0		2.0	1.0	5.0									
LK-7133005	98.0	12.0	110.0	321.0	48.0		12.0	37.0		1.0	0.0	1.0									
LK-3330245	98.0	2.0	100.0	551.0	56.0			40.0	0.0			0.0			2.0						
LK-3321140	98.0	3.0	101.0	449.0	59.0			38.0	0.0			1.0			1.0						
LK-3325035	98.0	3.0	101.0	449.0	59.0			38.0	0.0			1.0			1.0						
LK-4130300	98.0	19.0	117.0	303.0	2.0	37.0			3.0				46.0	6.0	3.0						
LK-2118205	98.0	10.0	108.0	139.0	61.0			35.0	0.0	0.0		1.0									
LK-7166025	98.0	8.0	106.0	149.0	51.0		3.0	43.0		0.0	0.0	1.0									
LK-6163375	98.0	8.0	106.0	148.0	57.0			36.0		3.0	0.0	2.0									
LK-2306285	98.0	7.0	105.0	124.0	68.0			28.0	0.0			1.0			0.0						
LK-2106060	98.0	7.0	106.0	263.0	61.0			30.0	7.0	0.0		0.0									
LK-2106250	98.0	7.0	106.0	263.0	61.0			30.0	7.0	0.0		0.0									
LK-2133350	98.0	7.0	106.0	263.0	61.0			30.0	7.0	0.0		0.0									
LK-2133400	98.0	7.0	106.0	263.0	61.0			30.0	7.0	0.0		0.0									
LK-5130100	98.0	12.0	111.0	138.0	5.0	59.0		1.0	0.0							32.0	0.0				
LK-6233055	98.0	6.0	103.0	137.0	60.0			34.0	1.0	1.0		1.0							0.0	0.0	
LK-4121115	97.0	12.0	108.0	1575.0	1.0	36.0			3.0				48.0	4.0	5.0						
LK-3203105	97.0	9.0	106.0	917.0	56.0			36.0		1.0	2.0	2.0									
LK-3206030	97.0	9.0	106.0	918.0	56.0			36.0		1.0	2.0	2.0									
LK-3245120	97.0	2.0	99.0	745.0	80.0			17.0		0.0	0.0	0.0									
LK-3218130	97.0	9.0	106.0	712.0	59.0			31.0		2.0	1.0	5.0									
LK-4127170	97.0	9.0	106.0	396.0	6.0	24.0			3.0				58.0	3.0	4.0						
LK-7133010	97.0	12.0	108.0	315.0	47.0		12.0	36.0		1.0	0.0	1.0									
LK-7160160	97.0	12.0	109.0	317.0	47.0		12.0	36.0		1.0	0.0	1.0									
LK-2124405	97.0	7.0	104.0	251.0	55.0			38.0	2.0	0.0		1.0									
LK-3327100	97.0	2.0	99.0	548.0	56.0			39.0	0.0			0.0			2.0						
LK-3321185	97.0	3.0	100.0	443.0	58.0			37.0	0.0			1.0			1.0						
LK-3321245	97.0	3.0	100.0	445.0	58.0			38.0	0.0			1.0			1.0						
LK-2127055	97.0	8.0	105.0	310.0	62.0			27.0	4.0	1.0		2.0									
LK-2127095	97.0	8.0	105.0	311.0	63.0			27.0	4.0	1.0		2.0									
LK-2139280	97.0	7.0	104.0	312.0	57.0			21.0	17.0	0.0		1.0									
LK-2139520	97.0	7.0	103.0	311.0	57.0			21.0	17.0	0.0		1.0									
LK-2139620	97.0	7.0	104.0	313.0	58.0			21.0	17.0	0.0		1.0									
LK-7118075	97.0	7.0	104.0	262.0	58.0		1.0	35.0		1.0	0.0	2.0									
LK-7121100	97.0	6.0	103.0	221.0	55.0		2.0	38.0		0.0	0.0	1.0									
LK-7121160	97.0	6.0	102.0	220.0	55.0		2.0	38.0		0.0	0.0	1.0									
LK-4306070	97.0	9.0	106.0	258.0	26.0	42.0	12.0	7.0	10.0												
LK-4309210	97.0	9.0	106.0	259.0	26.0	42.0	12.0	7.0	10.0												
LK-8119015	97.0	9.0	105.0	128.0	57.0			35.0		2.0	0.0	2.0									
LK-3306150	97.0	10.0	107.0	372.0	53.0			37.0	0.0			6.0			1.0						
LK-8233025	97.0	14.0	111.0	232.0	56.0		0.0	38.0	0.0		1.0	1.0									
LK-7163145	97.0	11.0	108.0	206.0	47.0		1.0	46.0		1.0	0.0	1.0									
LK-2306565	97.0	7.0	104.0	124.0	68.0			28.0	0.0			1.0			0.0						
LK-2106010	97.0	7.0	104.0	260.0	60.0			30.0	7.0	0.0		0.0									
LK-6187165	97.0	5.0	102.0	130.0	50.0			41.0		4.0	1.0	1.0									
LK-5130070	97.0	12.0	109.0	136.0	5.0	58.0		1.0	0.0							32.0	0.0				
LK-4121150	96.0	11.0	108.0	1566.0	1.0	36.0			3.0				48.0	4.0	5.0						
LK-3206140	96.0	9.0	104.0	900.0	55.0			36.0		1.0	2.0	2.0									
LK-4203065	96.0	8.0	104.0	301.0	16.0	35.0	16.0	1.0	28.0												
LK-2139265	96.0	7.0	103.0	310.0	57.0			21.0	17.0	0.0		1.0									
LK-3239235	96.0	7.0	103.0	375.0	49.0			41.0		1.0	4.0	1.0									
LK-2136315	96.0	5.0	101.0	235.0	51.0			40.0	2.0	0.0		2.0									
LK-2118085	96.0	9.0	105.0	136.0	60.0			34.0	0.0	0.0		1.0									
LK-2118260	96.0	10.0	106.0	136.0	60.0			35.0	0.0	0.0		1.0									
LK-2303120	96.0	8.0	104.0	127.0	61.0			30.0	2.0			1.0			2.0						
LK-2215035	96.0	8.0	103.0	146.0	66.0			26.0		1.0		2.0									
LK-2215250	96.0	8.0	104.0	147.0	66.0			27.0		1.0		2.0									
LK-2309250	96.0	8.0	104.0	127.0	60.0			33.0	0.0			0.0			3.0						
LK-2106180	96.0	7.0	103.0	257.0	59.0			29.0	7.0	0.0		0.0									
LK-5227055	96.0	4.0	100.0	119.0	18.0	31.0		6.0	41.0									0.0			
LK-6151045	96.0	6.0	101.0	140.0	59.0			32.0		3.0	1.0	1.0									
LK-6187085	96.0	5.0	101.0	129.0	50.0			41.0		4.0	1.0	1.0									
LK-6124015	96.0	9.0	104.0	162.0	58.0			30.0		1.0	0.0	7.0									
LK-5218025	96.0	3.0	100.0	109.0	15.0	20.0		2.0	58.0									0.0			
LK-6221050	96.0	6.0	102.0	135.0	59.0			34.0	1.0	1.0		1.0							0.0	0.0	
LK-6236085	96.0	5.0	102.0	135.0	59.0			34.0	1.0	1.0		1.0							0.0	0.0	
LK-6236105	96.0	5.0	101.0	134.0	59.0			34.0	1.0	1.0		1.0							0.0	0.0	
LK-1318200	96.0	5.0	101.0	133.0	46.0			43.0	4.0	0.0	1.0	3.0									
LK-4409060	95.0	16.0	111.0	495.0	5.0	36.0	35.0	0.0	18.0												
LK-4418035	95.0	16.0	111.0	493.0	5.0	36.0	35.0	0.0	18.0												
LK-3245070	95.0	2.0	97.0	727.0	78.0			16.0		0.0	0.0	0.0									
LK-4127040	95.0	9.0	104.0	386.0	5.0	23.0			3.0				57.0	3.0	4.0						
LK-7136070	95.0	11.0	106.0	309.0	46.0		11.0	35.0		1.0	0.0	1.0									
LK-7160070	95.0	11.0	106.0	309.0	46.0		11.0	35.0		1.0	0.0	1.0									
LK-3327090	95.0	2.0	97.0	536.0	54.0			39.0	0.0			0.0			2.0						
LK-3330280	95.0	2.0	97.0	535.0	54.0			38.0	0.0			0.0			2.0						
LK-3321180	95.0	3.0	98.0	436.0	57.0			37.0	0.0			1.0			1.0						
LK-3324270	95.0	3.0	98.0	434.0	57.0			37.0	0.0			1.0			1.0						
LK-3325155	95.0	3.0	98.0	435.0	57.0			37.0	0.0			1.0			1.0						
LK-4206020	95.0	8.0	103.0	297.0	16.0	35.0	16.0	1.0	28.0												
LK-2139015	95.0	7.0	101.0	305.0	56.0			21.0	17.0	0.0		1.0									
LK-2139290	95.0	7.0	102.0	306.0	56.0			21.0	17.0	0.0		1.0									
LK-7124020	95.0	6.0	101.0	217.0	54.0		2.0	37.0		0.0	0.0	1.0									
LK-4306050	95.0	9.0	103.0	253.0	25.0	41.0	12.0	7.0	10.0												
LK-8115035	95.0	10.0	105.0	132.0	55.0			35.0		1.0	0.0	3.0									
LK-2118020	95.0	9.0	105.0	135.0	59.0			34.0	0.0	0.0		1.0									
LK-2118265	95.0	9.0	104.0	135.0	59.0			34.0	0.0	0.0		1.0									
LK-2209090	95.0	8.0	104.0	141.0	69.0			25.0		1.0		1.0									
LK-5303015	95.0	7.0	101.0	157.0	38.0	7.0		39.0	6.0		0.0		5.0								
LK-1339275	95.0	8.0	103.0	230.0	54.0			38.0	1.0	1.0	0.0	2.0									
LK-2309020	95.0	8.0	103.0	125.0	59.0			32.0	0.0			0.0			3.0						
LK-2233065	95.0	9.0	104.0	145.0	62.0			29.0		3.0		2.0									
LK-5136035	95.0	12.0	107.0	134.0	5.0	57.0		1.0	0.0							31.0	0.0				
LK-6236045	95.0	5.0	101.0	134.0	59.0			34.0	1.0	1.0		1.0							0.0	0.0	
LK-1224150	95.0	4.0	99.0	130.0	48.0			44.0		1.0		2.0									
LK-4121020	94.0	11.0	105.0	1531.0	1.0	35.0			2.0				47.0	4.0	5.0						
LK-3206150	94.0	9.0	103.0	888.0	54.0			35.0		1.0	2.0	2.0									
LK-4409010	94.0	16.0	110.0	489.0	5.0	36.0	35.0	0.0	17.0												
LK-3245185	94.0	2.0	96.0	724.0	78.0			16.0		0.0	0.0	0.0									
LK-3248095	94.0	2.0	96.0	724.0	78.0			16.0		0.0	0.0	0.0									
LK-3218090	94.0	9.0	103.0	686.0	56.0			30.0		2.0	1.0	5.0									
LK-3218155	94.0	9.0	103.0	690.0	57.0			30.0		2.0	1.0	5.0									
LK-3327055	94.0	2.0	96.0	531.0	54.0			38.0	0.0			0.0			2.0						
LK-3330185	94.0	2.0	96.0	529.0	54.0			38.0	0.0			0.0			2.0						
LK-3330340	94.0	2.0	95.0	527.0	53.0			38.0	0.0			0.0			2.0						
LK-3321150	94.0	3.0	97.0	431.0	56.0			36.0	0.0			1.0			1.0						
LK-3325210	94.0	3.0	96.0	428.0	56.0			36.0	0.0			1.0			1.0						
LK-3325235	94.0	3.0	97.0	430.0	56.0			36.0	0.0			1.0			1.0						
LK-2139135	94.0	7.0	101.0	304.0	56.0			21.0	17.0	0.0		1.0									
LK-2139510	94.0	6.0	101.0	303.0	56.0			21.0	17.0	0.0		1.0									
LK-7121145	94.0	6.0	99.0	213.0	53.0		2.0	37.0		0.0	0.0	1.0									
LK-4306065	94.0	8.0	102.0	250.0	25.0	41.0	12.0	7.0	10.0												
LK-4306085	94.0	9.0	102.0	250.0	25.0	41.0	12.0	7.0	10.0												
LK-4309060	94.0	9.0	103.0	252.0	25.0	41.0	12.0	7.0	10.0												
LK-2136190	94.0	5.0	99.0	230.0	50.0			39.0	2.0	0.0		2.0									
LK-4503050	94.0	16.0	110.0	240.0	7.0	40.0			3.0				39.0	3.0	3.0						
LK-3306080	94.0	10.0	104.0	361.0	51.0			36.0	0.0			6.0			1.0						
LK-2118040	94.0	9.0	103.0	133.0	59.0			34.0	0.0	0.0		1.0									
LK-2224180	94.0	8.0	102.0	139.0	68.0			24.0		1.0		1.0									
LK-8224065	94.0	13.0	107.0	225.0	54.0		0.0	37.0	0.0		1.0	1.0									
LK-1339220	94.0	8.0	102.0	227.0	53.0			37.0	1.0	1.0	0.0	2.0									
LK-5315050	94.0	4.0	98.0	152.0	8.0	20.0		8.0	14.0		0.0		44.0								
LK-6236175	94.0	5.0	100.0	132.0	58.0			33.0	1.0	1.0		1.0							0.0	0.0	
LK-3206015	93.0	9.0	101.0	872.0	53.0			35.0		1.0	2.0	2.0									
LK-3215140	93.0	9.0	101.0	677.0	56.0			30.0		2.0	1.0	5.0									
LK-3218215	93.0	9.0	101.0	677.0	56.0			30.0		2.0	1.0	5.0									
LK-3224120	93.0	9.0	102.0	680.0	56.0			30.0		2.0	1.0	5.0									
LK-7133015	93.0	11.0	104.0	304.0	45.0		11.0	35.0		1.0	0.0	1.0									
LK-7133100	93.0	11.0	104.0	303.0	45.0		11.0	34.0		1.0	0.0	1.0									
LK-3330320	93.0	2.0	94.0	521.0	53.0			37.0	0.0			0.0			2.0						
LK-3330355	93.0	2.0	95.0	526.0	53.0			38.0	0.0			0.0			2.0						
LK-3321005	93.0	3.0	96.0	427.0	56.0			36.0	0.0			1.0			1.0						
LK-3321225	93.0	3.0	95.0	424.0	55.0			36.0	0.0			1.0			1.0						
LK-3324180	93.0	3.0	95.0	424.0	56.0			36.0	0.0			1.0			1.0						
LK-4203075	93.0	8.0	101.0	291.0	16.0	34.0	15.0	1.0	27.0												
LK-2139215	93.0	6.0	100.0	299.0	55.0			21.0	16.0	0.0		1.0									
LK-2139530	93.0	6.0	99.0	298.0	55.0			20.0	16.0	0.0		1.0									
LK-7124185	93.0	6.0	98.0	211.0	53.0		2.0	36.0		0.0	0.0	1.0									
LK-4303060	93.0	8.0	101.0	248.0	25.0	40.0	11.0	6.0	10.0												
LK-2209145	93.0	8.0	101.0	137.0	67.0			24.0		1.0		1.0									
LK-5330005	93.0	7.0	100.0	154.0	37.0	7.0		38.0	6.0		0.0		5.0								
