entity_id	valid	rejected	polled	electors	ITAK	UNP	UPFA	SLMC	JVP	EPDP	AITC	TULF	PP	EDF	MJP	DUA	AITM	UPF	JSP	SLMP	UPP	FSP	IG0	IG1	ONF	DP	IG3	NSU	IG2	BJP	SLNF	OWORS	SEP	USP	ELPP	SLLP	ACMC	NSSP	TLP	SLVP	DNM	CWC	MNA
LK-1209080	391.0	18.0	410.0	541.0		178.0	192.0		20.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		1.0				0.0		0.0						0.0					
LK-1227475	391.0	20.0	412.0	549.0		175.0	185.0		29.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		1.0				1.0		0.0						0.0					
LK-1215220	391.0	19.0	410.0	535.0		174.0	185.0		30.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		1.0				1.0		0.0						0.0					
LK-3136040	390.0	10.0	400.0	563.0		150.0	213.0		21.0						0.0				0.0		0.0	1.0	0.0		0.0	3.0		0.0		1.0								0.0	0.0		0.0		
LK-2136335	390.0	14.0	405.0	545.0		198.0	169.0		19.0						0.0			0.0	0.0		0.0	0.0	0.0			1.0		0.0		1.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-7218080	390.0	15.0	405.0	549.0		169.0	191.0		27.0						0.0		0.0					1.0	0.0							0.0													
LK-2230185	390.0	37.0	427.0	577.0		218.0	154.0		15.0								0.0		0.0	0.0	0.0	0.0	0.0			1.0		0.0		1.0		0.0			0.0	0.0							
LK-6115080	390.0	24.0	414.0	571.0		174.0	201.0		14.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		0.0	0.0								0.0				
LK-6157065	390.0	17.0	407.0	537.0		199.0	166.0		22.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		1.0	0.0								0.0				
LK-3145275	390.0	8.0	399.0	535.0		164.0	192.0		30.0						0.0				0.0		0.0	1.0	0.0		0.0	1.0		0.0		1.0								0.0	0.0		0.0		
LK-3148165	390.0	11.0	402.0	530.0		166.0	202.0		19.0						0.0				0.0		0.0	0.0	0.0		0.0	1.0		0.0		1.0								0.0	0.0		0.0		
LK-6127150	390.0	22.0	412.0	570.0		163.0	206.0		19.0										0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0								0.0				
LK-2133415	390.0	18.0	408.0	546.0		221.0	148.0		15.0						0.0			0.0	0.0		0.0	0.0	0.0			2.0		0.0		2.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-7130050	389.0	25.0	414.0	573.0		172.0	190.0		24.0									0.0	0.0		0.0	0.0	0.0	0.0		1.0		0.0		0.0	0.0												
LK-7160005	389.0	25.0	415.0	573.0		172.0	190.0		24.0									0.0	0.0		0.0	0.0	0.0	0.0		1.0		0.0		0.0	0.0												
LK-8142185	389.0	29.0	419.0	565.0		232.0	117.0		12.0						0.0						0.0	0.0	0.0			1.0				0.0												26.0	
LK-2306100	389.0	36.0	425.0	577.0		214.0	161.0		10.0				1.0	1.0					0.0		0.0	0.0	0.0			0.0		0.0		0.0		0.0	0.0		0.0								
LK-2145345	389.0	24.0	413.0	562.0		228.0	146.0		9.0						0.0			0.0	0.0		0.0	0.0	0.0			1.0		0.0		1.0	0.0	0.0		0.0	0.0							3.0	0.0
LK-6148185	389.0	19.0	408.0	547.0		176.0	199.0		11.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		0.0	0.0								0.0				
LK-2136070	389.0	14.0	403.0	542.0		198.0	168.0		19.0						0.0			0.0	0.0		0.0	0.0	0.0			1.0		0.0		1.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-6175090	389.0	19.0	408.0	542.0		180.0	198.0		9.0										0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0								0.0				
LK-6151050	389.0	17.0	406.0	536.0		198.0	166.0		22.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		1.0	0.0								0.0				
LK-2151045	389.0	30.0	419.0	555.0		219.0	149.0		13.0						0.0			0.0	0.0		0.0	0.0	0.0			3.0		0.0		1.0	0.0	0.0		0.0	0.0							4.0	0.0
LK-2151055	389.0	30.0	419.0	554.0		218.0	149.0		13.0						0.0			0.0	0.0		0.0	0.0	0.0			3.0		0.0		1.0	0.0	0.0		0.0	0.0							4.0	0.0
LK-6181165	389.0	13.0	402.0	531.0		172.0	196.0		18.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		0.0	0.0								0.0				
LK-9109040	389.0	12.0	401.0	522.0		169.0	207.0		11.0										0.0		0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0				0.0		0.0					
LK-1339125	389.0	14.0	403.0	529.0		168.0	202.0		15.0						0.0				0.0		0.0	0.0	0.0		0.0	1.0				2.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-6127045	389.0	22.0	412.0	570.0		163.0	206.0		19.0										0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0								0.0				
LK-9118245	389.0	20.0	409.0	533.0		190.0	185.0		12.0										0.0		0.0	0.0	0.0		0.0	1.0		0.0		0.0	0.0	0.0				0.0		0.0					
LK-1303200	389.0	10.0	399.0	511.0		174.0	182.0		28.0						0.0				0.0		0.0	0.0	0.0		0.0	2.0				2.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-5248025	389.0	24.0	414.0	625.0	103.0	179.0	64.0		2.0	0.0	1.0							0.0	0.0		0.0	0.0	0.0	0.0		0.0		0.0		0.0							39.0						
LK-1227105	389.0	20.0	410.0	546.0		174.0	184.0		29.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		1.0				1.0		0.0						0.0					
LK-8233025	389.0	12.0	401.0	519.0		152.0	214.0		22.0										0.0		0.0	0.0	0.0			0.0		0.0			0.0	0.0											
LK-4130055	388.0	37.0	429.0	767.0	300.0	25.0	24.0		0.0	22.0	11.0	1.0		1.0			0.0		0.0	0.0		0.0	0.0					0.0					0.0	0.0									
LK-2103190	388.0	16.0	404.0	549.0		198.0	175.0		13.0						0.0			0.0	0.0		0.0	0.0	0.0			1.0		0.0		1.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-7136025	388.0	25.0	414.0	572.0		171.0	190.0		24.0									0.0	0.0		0.0	0.0	0.0	0.0		1.0		0.0		0.0	0.0												
LK-6163445	388.0	26.0	414.0	570.0		177.0	191.0		18.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		0.0	0.0								0.0				
LK-2306345	388.0	36.0	424.0	576.0		214.0	160.0		10.0				1.0	1.0					0.0		0.0	0.0	0.0			0.0		0.0		0.0		0.0	0.0		0.0								
LK-5333035	388.0	23.0	411.0	564.0	43.0	157.0	170.0		12.0	1.0	1.0	0.0					0.0	0.0	0.0		0.0	1.0	0.0			0.0		0.0			0.0												
LK-7121060	388.0	24.0	413.0	577.0		186.0	179.0		19.0									0.0	0.0		0.0	0.0	0.0	0.0		1.0		0.0		0.0	0.0												
LK-7127060	388.0	24.0	412.0	577.0		185.0	178.0		19.0									0.0	0.0		0.0	0.0	0.0	0.0		1.0		0.0		0.0	0.0												
LK-3227040	388.0	9.0	399.0	543.0		135.0	224.0		26.0										0.0		0.0	0.0	0.0		0.0	0.0		0.0			0.0				0.0	0.0			0.0				
LK-6139175	388.0	24.0	412.0	567.0		172.0	199.0		14.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		0.0	0.0								0.0				
LK-3103075	388.0	10.0	398.0	534.0		159.0	205.0		20.0						0.0				0.0		0.0	1.0	0.0		0.0	1.0		0.0		2.0								0.0	0.0		0.0		
LK-3103210	388.0	10.0	398.0	534.0		159.0	205.0		20.0						0.0				0.0		0.0	1.0	0.0		0.0	1.0		0.0		2.0								0.0	0.0		0.0		
LK-3212225	388.0	13.0	401.0	536.0		126.0	234.0		23.0										0.0		0.0	0.0	0.0		0.0	0.0		0.0			0.0				0.0	0.0			0.0				
LK-1333160	388.0	14.0	403.0	529.0		168.0	201.0		15.0						0.0				0.0		0.0	0.0	0.0		0.0	1.0				2.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-8218060	388.0	16.0	404.0	550.0		168.0	201.0		17.0										0.0		0.0	0.0	0.0			1.0		0.0			0.0	0.0											
LK-9121025	388.0	17.0	405.0	518.0		198.0	179.0		9.0										0.0		0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0				0.0		0.0					
LK-6124055	388.0	22.0	411.0	568.0		162.0	205.0		19.0										0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0								0.0				
LK-2212195	388.0	29.0	417.0	569.0		174.0	197.0		15.0								0.0		0.0	0.0	0.0	0.0	0.0			0.0		0.0		0.0		0.0			0.0	0.0							
LK-3333060	388.0	10.0	399.0	514.0		123.0	217.0		46.0										0.0		0.0	0.0	0.0		0.0	0.0		0.0		1.0		0.0			0.0								
LK-9151115	388.0	12.0	400.0	531.0		148.0	213.0		26.0										0.0		0.0	0.0	0.0		0.0	1.0		0.0		0.0	0.0	0.0				0.0		0.0					
LK-3306095	388.0	11.0	399.0	510.0		150.0	199.0		37.0										0.0		0.0	0.0	0.0		0.0	0.0		0.0		0.0		0.0			0.0								
LK-8118010	387.0	27.0	415.0	565.0		231.0	125.0		9.0						0.0						1.0	0.0	0.0			1.0				0.0												21.0	
LK-5230110	387.0	18.0	405.0	609.0	93.0	213.0	6.0		0.0	0.0	0.0							0.0	0.0		0.0	0.0	0.0	0.0		0.0		0.0		0.0							73.0						
LK-5324105	387.0	23.0	410.0	562.0	43.0	157.0	169.0		12.0	1.0	1.0	0.0					0.0	0.0	0.0		0.0	1.0	0.0			0.0		0.0			0.0												
LK-3134065	387.0	10.0	397.0	539.0		162.0	189.0		25.0						0.0				0.0		0.0	1.0	0.0		0.0	9.0		0.0		1.0								0.0	0.0		0.0		
LK-3245085	387.0	9.0	397.0	547.0		147.0	205.0		33.0										0.0		0.0	0.0	0.0		0.0	0.0		0.0			0.0				0.0	0.0			0.0				
LK-2215005	387.0	27.0	414.0	571.0		224.0	144.0		16.0								0.0		0.0	0.0	0.0	0.0	0.0			1.0		0.0		1.0		0.0			0.0	0.0							
LK-3227195	387.0	9.0	397.0	540.0		135.0	223.0		26.0										0.0		0.0	0.0	0.0		0.0	0.0		0.0			0.0				0.0	0.0			0.0				
LK-3233110	387.0	9.0	397.0	540.0		135.0	223.0		26.0										0.0		0.0	0.0	0.0		0.0	0.0		0.0			0.0				0.0	0.0			0.0				
LK-2139260	387.0	15.0	403.0	537.0		232.0	136.0		15.0						0.0			0.0	0.0		0.0	0.0	0.0			1.0		0.0		2.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-2139580	387.0	15.0	402.0	537.0		232.0	136.0		15.0						0.0			0.0	0.0		0.0	0.0	0.0			1.0		0.0		2.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-3221075	387.0	9.0	397.0	535.0		161.0	201.0		23.0										0.0		0.0	0.0	0.0		0.0	1.0		0.0			0.0				0.0	0.0			0.0				
LK-3145315	387.0	8.0	395.0	531.0		163.0	191.0		30.0						0.0				0.0		0.0	1.0	0.0		0.0	1.0		0.0		1.0								0.0	0.0		0.0		
LK-3148180	387.0	11.0	398.0	526.0		165.0	200.0		19.0						0.0				0.0		0.0	0.0	0.0		0.0	1.0		0.0		1.0								0.0	0.0		0.0		
LK-6178235	387.0	17.0	404.0	517.0		172.0	200.0		14.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		0.0	0.0								0.0				
LK-6103090	387.0	20.0	407.0	557.0		158.0	213.0		16.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		0.0	0.0								0.0				
LK-4415020	386.0	61.0	448.0	643.0	274.0	63.0	26.0	4.0	1.0	10.0	3.0	1.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																			
LK-2134025	386.0	16.0	402.0	545.0		196.0	173.0		13.0						0.0			0.0	0.0		0.0	0.0	0.0			1.0		0.0		1.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-5227060	386.0	17.0	404.0	607.0	92.0	213.0	6.0		0.0	0.0	0.0							0.0	0.0		0.0	0.0	0.0	0.0		0.0		0.0		0.0							73.0						
LK-9203135	386.0	15.0	401.0	542.0		186.0	178.0		19.0						0.0				0.0		0.0	0.0	0.0		0.0	1.0		0.0		1.0				0.0								0.0	
LK-7127170	386.0	24.0	410.0	574.0		185.0	178.0		19.0									0.0	0.0		0.0	0.0	0.0	0.0		1.0		0.0		0.0	0.0												
LK-2136360	386.0	14.0	400.0	538.0		196.0	167.0		19.0						0.0			0.0	0.0		0.0	0.0	0.0			1.0		0.0		1.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-2139285	386.0	15.0	401.0	535.0		231.0	135.0		15.0						0.0			0.0	0.0		0.0	0.0	0.0			1.0		0.0		2.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-2139525	386.0	15.0	402.0	536.0		232.0	135.0		15.0						0.0			0.0	0.0		0.0	0.0	0.0			1.0		0.0		2.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-6154025	386.0	17.0	402.0	531.0		197.0	164.0		22.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		1.0	0.0								0.0				
LK-3242030	386.0	7.0	393.0	513.0		182.0	167.0		35.0										0.0		0.0	0.0	0.0		0.0	0.0		0.0			0.0				0.0	0.0			0.0				
LK-4309110	386.0	38.0	426.0	643.0	187.0	84.0	84.0	4.0	4.0	4.0	4.0	3.0	8.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																			
LK-3212045	386.0	13.0	399.0	533.0		126.0	233.0		23.0										0.0		0.0	0.0	0.0		0.0	0.0		0.0			0.0				0.0	0.0			0.0				
LK-3212160	386.0	13.0	399.0	532.0		125.0	233.0		23.0										0.0		0.0	0.0	0.0		0.0	0.0		0.0			0.0				0.0	0.0			0.0				
LK-2157045	386.0	29.0	416.0	551.0		217.0	148.0		12.0						0.0			0.0	0.0		0.0	0.0	0.0			3.0		0.0		1.0	0.0	0.0		0.0	0.0							4.0	0.0
LK-6169030	386.0	15.0	402.0	532.0		196.0	175.0		12.0										0.0		0.0	0.0	0.0	0.0	0.0	2.0		0.0		0.0	0.0								0.0				
LK-3121055	386.0	11.0	396.0	507.0		171.0	197.0		15.0						0.0				0.0		0.0	1.0	0.0		0.0	0.0		0.0		0.0								0.0	0.0		0.0		
LK-6127410	386.0	22.0	408.0	565.0		161.0	204.0		19.0										0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0								0.0				
LK-1230065	386.0	17.0	403.0	521.0		160.0	203.0		21.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		1.0				0.0		0.0						0.0					
LK-1212660	386.0	18.0	404.0	550.0		176.0	181.0		28.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		1.0				0.0		0.0						0.0					
LK-2106260	386.0	18.0	404.0	540.0		219.0	147.0		15.0						0.0			0.0	0.0		0.0	0.0	0.0			2.0		0.0		2.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-2133230	386.0	18.0	404.0	540.0		219.0	147.0		15.0						0.0			0.0	0.0		0.0	0.0	0.0			2.0		0.0		2.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-2121105	385.0	21.0	407.0	529.0		177.0	198.0		8.0						0.0			0.0	0.0		0.0	0.0	0.0			1.0		0.0		0.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-7133090	385.0	25.0	410.0	567.0		170.0	188.0		24.0									0.0	0.0		0.0	0.0	0.0	0.0		1.0		0.0		0.0	0.0												
LK-5225075	385.0	17.0	403.0	606.0	92.0	213.0	6.0		0.0	0.0	0.0							0.0	0.0		0.0	0.0	0.0	0.0		0.0		0.0		0.0							73.0						
LK-5218205	385.0	21.0	407.0	597.0	56.0	172.0	48.0		1.0	0.0	1.0							0.0	0.0		0.0	0.0	0.0	0.0		1.0		0.0		0.0							104.0						
LK-7209055	385.0	13.0	399.0	531.0		194.0	172.0		18.0						0.0		0.0					0.0	0.0							0.0													
LK-7218105	385.0	15.0	400.0	542.0		167.0	189.0		27.0						0.0		0.0					1.0	0.0							0.0													
LK-1315045	385.0	15.0	400.0	523.0		167.0	201.0		13.0						0.0				0.0		0.0	0.0	0.0		0.0	1.0				1.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-6115015	385.0	24.0	409.0	564.0		172.0	198.0		14.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		0.0	0.0								0.0				
LK-4309005	385.0	38.0	424.0	641.0	186.0	84.0	84.0	4.0	4.0	4.0	4.0	3.0	8.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																			
LK-4312035	385.0	38.0	425.0	642.0	186.0	84.0	84.0	4.0	4.0	4.0	4.0	3.0	8.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																			
LK-3224020	385.0	10.0	406.0	540.0		148.0	205.0		31.0										0.0		0.0	0.0	0.0		0.0	0.0		0.0			0.0				0.0	0.0			0.0				
LK-7118085	385.0	18.0	404.0	551.0		163.0	182.0		37.0									0.0	0.0		0.0	0.0	0.0	0.0		1.0		0.0		0.0	0.0												
LK-3124145	385.0	11.0	396.0	523.0		164.0	199.0		19.0						0.0				0.0		0.0	0.0	0.0		0.0	1.0		0.0		1.0								0.0	0.0		0.0		
LK-3148190	385.0	11.0	396.0	523.0		164.0	199.0		19.0						0.0				0.0		0.0	0.0	0.0		0.0	1.0		0.0		1.0								0.0	0.0		0.0		
LK-6172320	385.0	15.0	401.0	531.0		196.0	174.0		12.0										0.0		0.0	0.0	0.0	0.0	0.0	2.0		0.0		0.0	0.0								0.0				
LK-3325010	385.0	12.0	397.0	516.0		135.0	218.0		30.0										0.0		0.0	0.0	0.0		0.0	1.0		0.0		0.0		0.0			0.0								
LK-8212170	385.0	16.0	402.0	546.0		167.0	200.0		17.0										0.0		0.0	0.0	0.0			1.0		0.0			0.0	0.0											
LK-3118075	385.0	11.0	396.0	506.0		171.0	197.0		15.0						0.0				0.0		0.0	1.0	0.0		0.0	0.0		0.0		0.0								0.0	0.0		0.0		
LK-6124060	385.0	22.0	407.0	563.0		161.0	204.0		19.0										0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0								0.0				
LK-6127300	385.0	22.0	407.0	563.0		161.0	204.0		19.0										0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0								0.0				
LK-1118025	385.0	18.0	403.0	521.0		173.0	190.0		19.0			0.0			0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0			
LK-3315215	385.0	10.0	396.0	510.0		122.0	215.0		46.0										0.0		0.0	0.0	0.0		0.0	0.0		0.0		1.0		0.0			0.0								
LK-5212160	385.0	23.0	408.0	543.0	0.0	167.0	203.0		14.0	0.0	0.0							0.0	0.0		0.0	0.0	0.0	0.0		0.0		0.0		0.0							0.0						
LK-2124025	384.0	25.0	409.0	545.0		200.0	165.0		11.0						0.0			0.0	0.0		0.0	0.0	0.0			0.0		0.0		0.0	0.0	0.0		0.0	0.0							5.0	0.0
LK-2103005	384.0	16.0	400.0	543.0		195.0	172.0		13.0						0.0			0.0	0.0		0.0	0.0	0.0			1.0		0.0		1.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-9203125	384.0	15.0	399.0	539.0		185.0	177.0		19.0						0.0				0.0		0.0	0.0	0.0		0.0	1.0		0.0		1.0				0.0								0.0	
LK-2306235	384.0	35.0	420.0	571.0		212.0	159.0		10.0				1.0	1.0					0.0		0.0	0.0	0.0			0.0		0.0		0.0		0.0	0.0		0.0								
LK-2306475	384.0	35.0	420.0	571.0		212.0	159.0		10.0				1.0	1.0					0.0		0.0	0.0	0.0			0.0		0.0		0.0		0.0	0.0		0.0								
LK-2145070	384.0	23.0	408.0	555.0		225.0	144.0		8.0						0.0			0.0	0.0		0.0	0.0	0.0			1.0		0.0		1.0	0.0	0.0		0.0	0.0							3.0	0.0
LK-5318040	384.0	23.0	406.0	558.0	42.0	155.0	168.0		12.0	1.0	1.0	0.0					0.0	0.0	0.0		0.0	1.0	0.0			0.0		0.0			0.0												
LK-7121075	384.0	24.0	409.0	571.0		184.0	177.0		19.0									0.0	0.0		0.0	0.0	0.0	0.0		1.0		0.0		0.0	0.0												
LK-7124015	384.0	24.0	408.0	571.0		184.0	177.0		19.0									0.0	0.0		0.0	0.0	0.0	0.0		1.0		0.0		0.0	0.0												
LK-6149075	384.0	17.0	401.0	541.0		180.0	185.0		17.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		0.0	0.0								0.0				
LK-6157020	384.0	17.0	401.0	530.0		196.0	164.0		22.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		1.0	0.0								0.0				
LK-6184250	384.0	13.0	397.0	525.0		170.0	194.0		18.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		0.0	0.0								0.0				
LK-3325130	384.0	12.0	396.0	515.0		135.0	217.0		30.0										0.0		0.0	0.0	0.0		0.0	1.0		0.0		0.0		0.0			0.0								
LK-6233195	384.0	24.0	408.0	593.0		193.0	174.0		15.0								0.0		0.0		0.0	0.0	0.0	0.0		1.0		0.0		0.0	0.0	0.0											
LK-1230300	384.0	17.0	400.0	518.0		159.0	202.0		20.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		1.0				0.0		0.0						0.0					
LK-1212615	384.0	18.0	402.0	547.0		175.0	180.0		27.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		1.0				0.0		0.0						0.0					
LK-2103320	383.0	16.0	399.0	542.0		195.0	172.0		13.0						0.0			0.0	0.0		0.0	0.0	0.0			1.0		0.0		1.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-8119090	383.0	27.0	410.0	559.0		228.0	123.0		8.0						0.0						0.0	0.0	0.0			1.0				0.0												21.0	
LK-2306160	383.0	35.0	418.0	568.0		211.0	158.0		10.0				1.0	1.0					0.0		0.0	0.0	0.0			0.0		0.0		0.0		0.0	0.0		0.0								
LK-2227045	383.0	33.0	416.0	547.0		162.0	208.0		10.0								0.0		0.0	0.0	0.0	0.0	0.0			0.0		0.0		0.0		0.0			0.0	0.0							
LK-7121190	383.0	24.0	407.0	569.0		183.0	176.0		19.0									0.0	0.0		0.0	0.0	0.0	0.0		1.0		0.0		0.0	0.0												
LK-6242140	383.0	20.0	403.0	606.0		185.0	180.0		16.0								0.0		0.0		0.0	0.0	0.0	0.0		1.0		0.0		0.0	0.0	0.0											
LK-2230150	383.0	37.0	420.0	567.0		214.0	151.0		15.0								0.0		0.0	0.0	0.0	0.0	0.0			1.0		0.0		1.0		0.0			0.0	0.0							
LK-6118100	383.0	23.0	406.0	560.0		170.0	197.0		14.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		0.0	0.0								0.0				
LK-2151235	383.0	29.0	412.0	546.0		215.0	147.0		12.0						0.0			0.0	0.0		0.0	0.0	0.0			3.0		0.0		1.0	0.0	0.0		0.0	0.0							4.0	0.0
LK-3124095	383.0	11.0	395.0	521.0		164.0	198.0		19.0						0.0				0.0		0.0	0.0	0.0		0.0	1.0		0.0		1.0								0.0	0.0		0.0		
LK-3148030	383.0	11.0	394.0	520.0		163.0	198.0		19.0						0.0				0.0		0.0	0.0	0.0		0.0	1.0		0.0		1.0								0.0	0.0		0.0		
LK-6103045	383.0	20.0	403.0	550.0		156.0	210.0		15.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		0.0	0.0								0.0				
LK-1339290	383.0	14.0	397.0	522.0		165.0	199.0		15.0						0.0				0.0		0.0	0.0	0.0		0.0	1.0				2.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-6124045	383.0	22.0	405.0	561.0		160.0	203.0		19.0										0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0								0.0				
LK-6127190	383.0	22.0	405.0	561.0		160.0	203.0		19.0										0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0								0.0				
LK-2206015	383.0	28.0	411.0	561.0		172.0	194.0		15.0								0.0		0.0	0.0	0.0	0.0	0.0			0.0		0.0		0.0		0.0			0.0	0.0							
LK-4112165	382.0	33.0	420.0	1071.0	250.0	35.0	28.0		0.0	42.0	17.0	2.0		1.0			0.0		0.0	1.0		0.0	0.0					0.0					0.0	0.0									
LK-5234005	382.0	21.0	404.0	593.0	56.0	171.0	48.0		1.0	0.0	1.0							0.0	0.0		0.0	0.0	0.0	0.0		1.0		0.0		0.0							103.0						
LK-6239225	382.0	19.0	402.0	605.0		184.0	180.0		16.0								0.0		0.0		0.0	0.0	0.0	0.0		1.0		0.0		0.0	0.0	0.0											
LK-3139005	382.0	7.0	389.0	518.0		220.0	128.0		31.0						0.0				0.0		0.0	1.0	0.0		0.0	1.0		0.0		1.0								0.0	0.0		0.0		
LK-6151005	382.0	17.0	399.0	526.0		195.0	163.0		22.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		1.0	0.0								0.0				
LK-6151150	382.0	17.0	399.0	526.0		195.0	163.0		22.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		1.0	0.0								0.0				
LK-6130180	382.0	22.0	404.0	556.0		178.0	182.0		15.0										0.0		0.0	0.0	0.0	0.0	0.0	5.0		0.0		1.0	0.0								0.0				
LK-6130200	382.0	22.0	404.0	557.0		178.0	183.0		15.0										0.0		0.0	0.0	0.0	0.0	0.0	5.0		0.0		1.0	0.0								0.0				
LK-6184170	382.0	12.0	395.0	523.0		170.0	193.0		18.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		0.0	0.0								0.0				
LK-1339180	382.0	14.0	396.0	520.0		165.0	198.0		15.0						0.0				0.0		0.0	0.0	0.0		0.0	1.0				2.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-3325020	382.0	12.0	394.0	512.0		134.0	216.0		30.0										0.0		0.0	0.0	0.0		0.0	1.0		0.0		0.0		0.0			0.0								
LK-6124340	382.0	22.0	404.0	559.0		159.0	202.0		19.0										0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0								0.0				
LK-1230540	382.0	17.0	399.0	516.0		158.0	201.0		20.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		1.0				0.0		0.0						0.0					
LK-3318115	382.0	10.0	393.0	506.0		121.0	214.0		46.0										0.0		0.0	0.0	0.0		0.0	0.0		0.0		1.0		0.0			0.0								
LK-5248120	382.0	24.0	406.0	613.0	101.0	176.0	63.0		2.0	0.0	1.0							0.0	0.0		0.0	0.0	0.0	0.0		0.0		0.0		0.0							38.0						
LK-1227295	382.0	20.0	402.0	536.0		171.0	181.0		28.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		1.0				1.0		0.0						0.0					
LK-9209120	381.0	15.0	396.0	541.0		195.0	167.0		13.0						0.0				0.0		0.0	1.0	0.0		0.0	0.0		0.0		3.0				0.0								0.0	
LK-7160130	381.0	25.0	405.0	560.0		168.0	186.0		24.0									0.0	0.0		0.0	0.0	0.0	0.0		1.0		0.0		0.0	0.0												
LK-5224035	381.0	17.0	399.0	599.0	91.0	210.0	6.0		0.0	0.0	0.0							0.0	0.0		0.0	0.0	0.0	0.0		0.0		0.0		0.0							72.0						
LK-5230075	381.0	17.0	398.0	599.0	91.0	210.0	6.0		0.0	0.0	0.0							0.0	0.0		0.0	0.0	0.0	0.0		0.0		0.0		0.0							72.0						
