entity_id	valid	rejected	polled	electors	UNP	UPFA	USP	JSP	ULPP	NLF	ULF	RPP	SLNF	DUA	SEP	SLPF	UNAF
LK-7106105	297.0	3.0	299.0	412.0	125.0	168.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2221015	297.0	4.0	302.0	388.0	141.0	150.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5218085	297.0	3.0	301.0	425.0	159.0	134.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-4309055	297.0	5.0	303.0	738.0	236.0	56.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5225025	297.0	3.0	301.0	477.0	225.0	69.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5227065	297.0	3.0	300.0	476.0	224.0	68.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2134165	297.0	3.0	299.0	394.0	156.0	135.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5239030	296.0	3.0	299.0	455.0	195.0	97.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2206010	296.0	4.0	300.0	394.0	137.0	155.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2212050	296.0	4.0	300.0	393.0	137.0	155.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2212160	296.0	4.0	300.0	393.0	137.0	155.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3318080	296.0	3.0	299.0	376.0	96.0	197.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3318135	296.0	3.0	299.0	376.0	96.0	196.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6124220	296.0	3.0	299.0	395.0	135.0	158.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6124285	296.0	3.0	299.0	396.0	136.0	158.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6127210	296.0	3.0	299.0	395.0	135.0	158.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3124010	296.0	3.0	299.0	366.0	118.0	173.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3103255	296.0	3.0	299.0	372.0	116.0	175.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6151015	296.0	3.0	299.0	387.0	148.0	145.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6187365	296.0	2.0	298.0	386.0	140.0	153.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7124105	296.0	3.0	299.0	411.0	133.0	159.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8142160	296.0	5.0	301.0	391.0	181.0	110.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8118205	296.0	6.0	303.0	392.0	180.0	112.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2118140	296.0	4.0	300.0	381.0	147.0	144.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7130080	296.0	3.0	299.0	404.0	125.0	166.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2134125	296.0	3.0	299.0	394.0	156.0	135.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2106010	295.0	4.0	299.0	388.0	168.0	122.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1227165	295.0	4.0	298.0	384.0	113.0	178.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1227410	295.0	4.0	299.0	385.0	113.0	179.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3333340	295.0	3.0	297.0	374.0	95.0	196.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6127065	295.0	3.0	298.0	394.0	135.0	157.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6106225	295.0	3.0	297.0	390.0	131.0	161.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6109080	295.0	3.0	298.0	390.0	131.0	161.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3321285	295.0	3.0	298.0	380.0	106.0	184.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2230165	295.0	5.0	300.0	398.0	160.0	130.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2139090	295.0	4.0	299.0	389.0	168.0	123.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6145055	295.0	2.0	297.0	377.0	143.0	148.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2306610	295.0	5.0	300.0	384.0	164.0	125.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2209130	295.0	4.0	299.0	384.0	140.0	149.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2103025	295.0	3.0	298.0	393.0	156.0	135.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1115260	294.0	3.0	297.0	376.0	135.0	156.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3124040	294.0	3.0	297.0	363.0	118.0	172.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3124200	294.0	3.0	297.0	362.0	117.0	171.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3127030	294.0	3.0	297.0	362.0	117.0	171.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3321195	294.0	3.0	297.0	379.0	106.0	184.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6115110	294.0	2.0	297.0	389.0	138.0	153.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6118085	294.0	2.0	296.0	388.0	138.0	153.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5110035	294.0	4.0	298.0	666.0	208.0	81.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8109085	294.0	5.0	299.0	389.0	142.0	145.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3318210	293.0	3.0	295.0	372.0	95.0	194.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3333320	293.0	3.0	296.0	372.0	95.0	194.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6236055	293.0	3.0	295.0	405.0	147.0	142.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3124090	293.0	3.0	296.0	362.0	117.0	171.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3127080	293.0	3.0	296.0	362.0	117.0	171.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3321050	293.0	3.0	296.0	377.0	106.0	183.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3142020	293.0	3.0	295.0	372.0	116.0	173.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6151065	293.0	3.0	296.0	383.0	147.0	143.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6154060	293.0	3.0	296.0	384.0	147.0	143.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3136475	293.0	3.0	295.0	383.0	111.0	178.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2139190	293.0	4.0	297.0	387.0	167.0	122.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2306145	293.0	5.0	298.0	381.0	163.0	125.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2306265	293.0	5.0	298.0	381.0	163.0	125.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6163540	293.0	4.0	297.0	399.0	133.0	156.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5221090	293.0	3.0	297.0	471.0	222.0	68.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2106180	292.0	4.0	296.0	385.0	167.0	121.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1212250	292.0	3.0	296.0	380.0	128.0	161.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3127100	292.0	3.0	295.0	361.0	117.0	171.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3127295	292.0	3.0	295.0	360.0	117.0	170.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6115025	292.0	2.0	294.0	386.0	137.0	152.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3142060	292.0	3.0	294.0	371.0	116.0	172.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2309005	292.0	5.0	297.0	378.0	162.0	125.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7124190	292.0	3.0	295.0	406.0	131.0	157.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5216060	292.0	3.0	296.0	418.0	157.0	132.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1224185	291.0	3.0	294.0	373.0	103.0	185.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5239010	291.0	3.0	294.0	447.0	191.0	95.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7163100	291.0	3.0	294.0	384.0	121.0	166.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6124005	291.0	3.0	294.0	388.0	133.0	155.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3118120	291.0	3.0	294.0	346.0	122.0	164.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6230010	291.0	3.0	294.0	403.0	146.0	141.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6106250	291.0	3.0	294.0	386.0	129.0	159.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3321055	291.0	3.0	293.0	374.0	105.0	181.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6206075	291.0	5.0	295.0	455.0	191.0	95.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6142260	291.0	2.0	293.0	372.0	142.0	146.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2136240	291.0	3.0	294.0	376.0	144.0	143.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2215115	291.0	5.0	296.0	402.0	167.0	118.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6163475	291.0	4.0	295.0	396.0	132.0	155.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9203255	291.0	3.0	295.0	385.0	130.0	158.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5110015	291.0	4.0	295.0	659.0	205.0	80.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2134135	291.0	3.0	294.0	388.0	154.0	133.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8115030	291.0	5.0	296.0	384.0	140.0	143.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5118240	291.0	3.0	294.0	907.0	276.0	10.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3312145	290.0	3.0	293.0	369.0	111.0	175.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5242115	290.0	3.0	293.0	446.0	190.0	95.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6230080	290.0	3.0	293.0	401.0	146.0	141.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9115020	290.0	3.0	293.0	361.0	140.0	145.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3209170	290.0	3.0	292.0	371.0	101.0	183.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3212095	290.0	3.0	293.0	371.0	101.0	183.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3230150	290.0	3.0	293.0	372.0	101.0	184.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6157165	290.0	3.0	293.0	379.0	145.0	142.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2233275	290.0	5.0	294.0	390.0	157.0	127.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2309220	290.0	5.0	295.0	375.0	161.0	124.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2139325	290.0	4.0	294.0	382.0	165.0	121.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7154110	290.0	3.0	293.0	389.0	138.0	148.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2209140	290.0	4.0	295.0	379.0	138.0	147.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2224015	290.0	4.0	295.0	379.0	138.0	147.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2227025	290.0	4.0	294.0	378.0	138.0	146.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6163510	290.0	4.0	294.0	395.0	132.0	154.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8118150	290.0	6.0	296.0	383.0	176.0	110.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2103160	290.0	3.0	293.0	386.0	153.0	132.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8109095	290.0	5.0	295.0	383.0	140.0	143.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1209045	289.0	3.0	292.0	360.0	134.0	151.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1209410	289.0	3.0	292.0	361.0	135.0	152.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6221005	289.0	3.0	292.0	400.0	145.0	140.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8212110	289.0	4.0	293.0	383.0	121.0	164.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8106130	289.0	5.0	293.0	377.0	156.0	128.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2215140	289.0	5.0	294.0	400.0	166.0	118.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2306620	289.0	5.0	294.0	376.0	160.0	123.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2221030	289.0	4.0	293.0	376.0	137.0	146.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8127040	289.0	4.0	293.0	364.0	145.0	140.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8142100	289.0	5.0	294.0	381.0	176.0	107.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5225030	289.0	3.0	292.0	464.0	218.0	67.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2134275	289.0	3.0	291.0	384.0	152.0	132.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1230380	288.0	2.0	290.0	363.0	113.0	171.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3127315	288.0	3.0	291.0	355.0	115.0	168.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3148170	288.0	3.0	291.0	355.0	115.0	168.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3321160	288.0	3.0	290.0	370.0	104.0	179.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3218005	288.0	2.0	291.0	364.0	108.0	176.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6248215	288.0	3.0	291.0	419.0	141.0	144.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2151150	288.0	5.0	292.0	387.0	145.0	138.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2233125	288.0	5.0	293.0	388.0	156.0	127.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6148140	288.0	2.0	290.0	368.0	140.0	145.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2209155	288.0	4.0	292.0	376.0	137.0	146.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6163330	288.0	4.0	292.0	392.0	131.0	153.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5318060	288.0	3.0	291.0	479.0	129.0	155.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2203215	287.0	4.0	290.0	381.0	132.0	150.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3318055	287.0	2.0	290.0	365.0	93.0	191.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6124160	287.0	3.0	290.0	383.0	131.0	153.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3324045	287.0	3.0	290.0	369.0	103.0	179.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3325160	287.0	3.0	290.0	369.0	103.0	179.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9218280	287.0	3.0	289.0	363.0	138.0	146.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6130115	287.0	4.0	290.0	392.0	143.0	140.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9206285	287.0	3.0	290.0	382.0	157.0	126.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3330175	287.0	2.0	290.0	369.0	98.0	185.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3136100	287.0	3.0	290.0	376.0	109.0	175.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8209160	287.0	3.0	290.0	382.0	123.0	160.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7124130	287.0	3.0	289.0	398.0	129.0	154.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2209225	287.0	4.0	291.0	374.0	136.0	145.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5324055	287.0	3.0	290.0	478.0	129.0	154.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2206005	286.0	4.0	289.0	380.0	132.0	149.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3318240	286.0	2.0	289.0	363.0	93.0	190.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3333205	286.0	2.0	288.0	363.0	92.0	190.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6221095	286.0	3.0	289.0	396.0	144.0	139.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3324200	286.0	3.0	289.0	368.0	103.0	178.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3221155	286.0	3.0	289.0	372.0	107.0	176.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3212130	286.0	3.0	288.0	366.0	100.0	181.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6121010	286.0	2.0	288.0	378.0	134.0	149.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3236060	286.0	2.0	289.0	373.0	97.0	185.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2139245	286.0	4.0	290.0	378.0	163.0	120.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6187230	286.0	2.0	289.0	374.0	136.0	148.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2303290	286.0	3.0	289.0	366.0	183.0	98.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5218045	286.0	3.0	289.0	409.0	153.0	129.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8127210	286.0	4.0	290.0	360.0	143.0	138.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8142110	286.0	5.0	291.0	378.0	174.0	107.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7160100	286.0	3.0	289.0	390.0	121.0	161.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5224020	286.0	3.0	289.0	459.0	216.0	66.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5251020	285.0	3.0	288.0	439.0	188.0	94.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2212060	285.0	4.0	288.0	378.0	131.0	149.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1230425	285.0	2.0	287.0	359.0	112.0	169.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6127285	285.0	3.0	288.0	380.0	130.0	152.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6106175	285.0	3.0	288.0	377.0	126.0	156.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6172305	285.0	3.0	287.0	371.0	140.0	142.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3321095	285.0	3.0	288.0	367.0	103.0	178.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6181020	285.0	3.0	287.0	359.0	125.0	156.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6248120	285.0	3.0	288.0	414.0	139.0	143.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6154015	285.0	3.0	288.0	373.0	143.0	139.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6154215	285.0	3.0	288.0	372.0	143.0	139.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3151145	285.0	2.0	288.0	362.0	109.0	172.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3136135	285.0	3.0	287.0	373.0	108.0	173.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2136020	285.0	3.0	288.0	368.0	142.0	140.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2309485	285.0	5.0	290.0	368.0	158.0	121.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2309565	285.0	5.0	290.0	369.0	159.0	122.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6187185	285.0	2.0	287.0	372.0	135.0	147.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6187285	285.0	2.0	288.0	372.0	135.0	147.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6148090	285.0	2.0	287.0	365.0	138.0	143.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2215155	285.0	5.0	290.0	395.0	164.0	116.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
