entity_id	valid	rejected	polled	electors	ITAK	EDF	ELMS	DNA	IG1D	IG2D	IG3D	IG4D	IG5D	IG6D	IG7D	IG8D	IG9D	UPFA	AITC	AITUF	UNP	UNAF	UDF	USP	JSP	TMVP	PERLF	MLF	LLF	SLNF	SMBP	IG1T	IG2T	IG3T	IG4T	IG5T	IG6T	IG7T	IG8T	IG9T	DPLF	IG1B	IG2B	IG3B	IG4B	IG5B	IG6B	IG7B	IG8B	IG9B	ONF	OWORS	TULF	EPDP	IG1V	DUA	IG9V	IG2V	IG6V	IG3V	IG4V	IG5V	IG7V	IG8V	IG9J	IG2J	IG4J	IG1J	IG3J	IG5J	IG6J	IG7J	IG8J	SEP	IG1P	IG7P	PNF	ELPP	IG2P	IG6P	IG8P	IG9P	IG3P	IG4P	IG5P	SLLP	NSU	UPF	IG1N	IG5N	IG3N	IG2N	IG4N	IG6N	IG9N	IG7N	IG8N	IG2M	IG3M	RJP	IG1M	IG4M	NPP	IG1H	OWO	IG4H	IG2H	IG3H	IG8M	IG5M	IG9M	IG6M	IG7M	IG1R	IG5R	IG2R	IG3R	IG4R	IG6R	IG7R	IG8R	IG9R	TLP	CDUA	IG3C	IG6C	IG8C	IG1C	IG7C	IG2C	IG9C	IG4C	IG5C	MNA	IG1K	IG3K	IG2K	IG4K	IG6K	IG9K	IG5K	IG7K	IG8K	IG6G	IG2G	IG7G	IG3G	IG4G	IG1G	IG5G	IG6A	IG1A	IG7A	IG5A	IG2A	IG3A	IG4A	IG9G	IG8G	OWOS	JS	J	OORS
LK-5330070	94.0	8.0	101.0	184.0	9.0			4.0										61.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																																											
LK-6221065	94.0	7.0	101.0	177.0			0.0	3.0										62.0			29.0	0.0	0.0		0.0				0.0	0.0	0.0																					0.0																							0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																												
LK-4412060	93.0	15.0	109.0	658.0	50.0	4.0		0.0										21.0			2.0				0.0	0.0			0.0	0.0	0.0										5.0										0.0		1.0	6.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-6163205	93.0	9.0	102.0	177.0			0.0	3.0										54.0			34.0		0.0		0.0				0.0	0.0	0.0																				0.0																										0.0	0.0								0.0														0.0																							0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-5130030	93.0	11.0	104.0	208.0	44.0	1.0	0.0	0.0										20.0			2.0	0.0			0.0	16.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	6.0																																																																																																														
LK-5315015	93.0	7.0	101.0	186.0	44.0			1.0										23.0	2.0	0.0	19.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																																											
LK-4109105	92.0	17.0	110.0	208.0	34.0	1.0		1.0										44.0	0.0		10.0			0.0	0.0	0.0	0.0		0.0																							0.0	1.0			1.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4506025	92.0	18.0	111.0	916.0	42.0	1.0		0.0										34.0	1.0		4.0			0.0	0.0	0.0	2.0		0.0																							0.0	5.0			3.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-2118115	92.0	13.0	106.0	177.0			0.0	2.0										66.0			24.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-7124090	92.0	6.0	98.0	189.0			0.0	5.0										60.0			26.0	0.0	0.0		0.0				0.0	0.0	0.0																																														0.0									0.0																			0.0																																														0.0	0.0	0.0	0.0	0.0	0.0	0.0						
LK-5127090	92.0	10.0	104.0	206.0	44.0	1.0	0.0	0.0										20.0			2.0	0.0			0.0	15.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	6.0																																																																																																														
LK-5133025	92.0	11.0	104.0	207.0	44.0	1.0	0.0	0.0										20.0			2.0	0.0			0.0	16.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	6.0																																																																																																														
LK-4104035	91.0	13.0	104.0	539.0	17.0	0.0		0.0										65.0	1.0		4.0			0.0	0.0	0.0	0.0		0.0																							0.0	0.0			0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4506050	91.0	18.0	110.0	906.0	42.0	1.0		0.0										34.0	1.0		4.0			0.0	0.0	0.0	2.0		0.0																							0.0	5.0			3.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4115150	91.0	13.0	104.0	547.0	40.0	0.0		0.0										36.0	3.0		5.0			0.0	0.0	0.0	1.0		0.0																							0.0	1.0			0.0									0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0																																																																																									
LK-4203215	91.0	7.0	98.0	276.0	49.0	0.0		0.0										24.0			10.0				0.0	0.0			0.0	0.0	0.0										3.0										0.0		1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-5212140	91.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	56.0			32.0	0.0	0.0		0.0	0.0				0.0																					0.0																																																																																																																
LK-4203240	90.0	7.0	97.0	272.0	48.0	0.0		0.0										24.0			10.0				0.0	0.0			0.0	0.0	0.0										3.0										0.0		1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-2118100	90.0	13.0	103.0	172.0			0.0	2.0										64.0			23.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-5309030	90.0	7.0	98.0	177.0	8.0			4.0										58.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																																											
LK-5312040	90.0	7.0	97.0	176.0	8.0			4.0										58.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																																											
LK-2224080	90.0	8.0	98.0	156.0			0.0	2.0										67.0			20.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0												0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.0	0.0																																																		
LK-4139095	89.0	13.0	102.0	528.0	17.0	0.0		0.0										64.0	1.0		4.0			0.0	0.0	0.0	0.0		0.0																							0.0	0.0			0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4503080	89.0	18.0	107.0	881.0	41.0	1.0		0.0										33.0	1.0		4.0			0.0	0.0	0.0	2.0		0.0																							0.0	5.0			2.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4509110	89.0	18.0	107.0	886.0	41.0	1.0		0.0										33.0	1.0		4.0			0.0	0.0	0.0	2.0		0.0																							0.0	5.0			2.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4509145	89.0	18.0	108.0	887.0	41.0	1.0		0.0										33.0	1.0		4.0			0.0	0.0	0.0	2.0		0.0																							0.0	5.0			2.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4203030	89.0	7.0	96.0	270.0	48.0	0.0		0.0										24.0			10.0				0.0	0.0			0.0	0.0	0.0										3.0										0.0		1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-5330065	89.0	7.0	97.0	176.0	8.0			4.0										58.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																																											
LK-5130100	89.0	10.0	100.0	200.0	42.0	1.0	0.0	0.0										19.0			2.0	0.0			0.0	15.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	6.0																																																																																																														
LK-6187210	89.0	6.0	96.0	163.0			0.0	5.0										57.0			28.0		0.0		0.0				0.0	0.0	0.0																				0.0																										0.0	0.0								0.0														0.0																							0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-5315005	89.0	7.0	96.0	178.0	42.0			1.0										22.0	2.0	0.0	18.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																																											
LK-7163110	89.0	6.0	95.0	170.0			0.0	4.0										63.0			22.0	0.0	0.0		0.0				0.0	0.0	0.0																																														0.0									0.0																			0.0																																														0.0	0.0	0.0	0.0	0.0	0.0	0.0						
LK-5212145	89.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	54.0			31.0	0.0	0.0		0.0	0.0				0.0																					0.0																																																																																																																
LK-4127165	88.0	11.0	99.0	432.0	34.0	0.0		0.0										30.0	10.0		6.0			0.0	0.0	0.0	0.0		0.0																							0.0	1.0			0.0									0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-2118055	88.0	13.0	101.0	169.0			0.0	2.0										63.0			23.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-2224125	88.0	8.0	95.0	153.0			0.0	2.0										66.0			20.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0												0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.0	0.0																																																		
LK-4312025	88.0	9.0	97.0	226.0	35.0	2.0		0.0										27.0			7.0				0.0	0.0			0.0	0.0	0.0										8.0										0.0		1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-7163140	88.0	6.0	94.0	167.0			0.0	4.0										62.0			21.0	0.0	0.0		0.0				0.0	0.0	0.0																																														0.0									0.0																			0.0																																														0.0	0.0	0.0	0.0	0.0	0.0	0.0						
LK-4509105	87.0	17.0	104.0	861.0	40.0	1.0		0.0										32.0	1.0		4.0			0.0	0.0	0.0	2.0		0.0																							0.0	5.0			2.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-2118190	87.0	12.0	99.0	166.0			0.0	2.0										62.0			23.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-2118255	87.0	13.0	100.0	168.0			0.0	2.0										63.0			23.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-2306285	87.0	15.0	102.0	187.0			0.0	3.0										53.0			29.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																																											0.0			0.0									0.0		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																		
LK-2306565	87.0	15.0	102.0	186.0			0.0	3.0										53.0			29.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																																											0.0			0.0									0.0		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																		
LK-5130070	87.0	10.0	99.0	196.0	42.0	1.0	0.0	0.0										19.0			2.0	0.0			0.0	15.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	6.0																																																																																																														
LK-2215240	87.0	9.0	96.0	162.0			0.0	4.0										51.0			32.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0												0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.0	0.0																																																		
LK-4109120	86.0	16.0	103.0	195.0	32.0	1.0		1.0										41.0	0.0		10.0			0.0	0.0	0.0	0.0		0.0																							0.0	1.0			1.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-7151150	86.0	7.0	93.0	168.0			0.0	5.0										61.0			19.0	0.0	0.0		0.0				0.0	0.0	1.0																																														0.0									0.0																			0.0																																														0.0	0.0	0.0	0.0	0.0	0.0	0.0						
LK-5136035	86.0	10.0	97.0	193.0	41.0	1.0	0.0	0.0										19.0			2.0	0.0			0.0	14.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	6.0																																																																																																														
LK-2209245	86.0	7.0	93.0	149.0			0.0	2.0										64.0			20.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0												0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.0	0.0																																																		
LK-3136150	86.0	4.0	91.0	155.0			0.0	6.0										60.0			20.0	0.0	0.0	0.0	0.0					0.0	0.0																																											0.0																															0.0																																							0.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-4312090	86.0	9.0	95.0	220.0	34.0	2.0		0.0										27.0			7.0				0.0	0.0			0.0	0.0	0.0										8.0										0.0		1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-4130300	85.0	13.0	98.0	384.0	45.0	0.0		0.0										16.0	3.0		7.0			1.0	0.0	0.0	3.0		0.0																							0.0	2.0			0.0									0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-2224110	85.0	7.0	93.0	148.0			0.0	2.0										64.0			19.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0												0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.0	0.0																																																		
LK-4139030	84.0	12.0	97.0	499.0	16.0	0.0		0.0										61.0	1.0		4.0			0.0	0.0	0.0	0.0		0.0																							0.0	0.0			0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4509020	84.0	17.0	102.0	838.0	39.0	1.0		0.0										31.0	1.0		4.0			0.0	0.0	0.0	2.0		0.0																							0.0	5.0			2.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4509180	84.0	17.0	101.0	831.0	38.0	1.0		0.0										31.0	1.0		4.0			0.0	0.0	0.0	2.0		0.0																							0.0	5.0			2.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4403045	84.0	14.0	98.0	593.0	45.0	3.0		0.0										19.0			1.0				0.0	0.0			0.0	0.0	0.0										5.0										0.0		1.0	5.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-5118235	84.0	10.0	95.0	188.0	40.0	1.0	0.0	0.0										18.0			2.0	0.0			0.0	14.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	6.0																																																																																																														
LK-5130085	84.0	10.0	95.0	190.0	40.0	1.0	0.0	0.0										18.0			2.0	0.0			0.0	14.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	6.0																																																																																																														
LK-2215150	84.0	8.0	92.0	155.0			0.0	4.0										49.0			30.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0												0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.0	0.0																																																		
LK-7139020	84.0	7.0	90.0	171.0			0.0	4.0										58.0			21.0	0.0	0.0		0.0				0.0	0.0	0.0																																														0.0									0.0																			0.0																																														0.0	0.0	0.0	0.0	0.0	0.0	0.0						
LK-4506015	83.0	16.0	100.0	823.0	38.0	1.0		0.0										31.0	1.0		3.0			0.0	0.0	0.0	2.0		0.0																							0.0	5.0			2.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4412035	83.0	14.0	97.0	584.0	45.0	3.0		0.0										19.0			1.0				0.0	0.0			0.0	0.0	0.0										4.0										0.0		1.0	5.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-4124050	83.0	10.0	93.0	407.0	32.0	0.0		0.0										28.0	9.0		6.0			0.0	0.0	0.0	0.0		0.0																							0.0	1.0			0.0									0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-2103335	83.0	9.0	92.0	154.0			0.0	4.0										53.0			26.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-2118095	83.0	12.0	95.0	159.0			0.0	1.0										60.0			22.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-2118210	83.0	12.0	95.0	159.0			0.0	1.0										59.0			21.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-5133155	83.0	9.0	94.0	186.0	40.0	1.0	0.0	0.0										18.0			2.0	0.0			0.0	14.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	6.0																																																																																																														
LK-2224095	83.0	7.0	90.0	145.0			0.0	2.0										62.0			19.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0												0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.0	0.0																																																		
LK-6187045	83.0	6.0	89.0	151.0			0.0	4.0										53.0			26.0		0.0		0.0				0.0	0.0	0.0																				0.0																										0.0	0.0								0.0														0.0																							0.0												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																				
LK-4509125	82.0	16.0	99.0	812.0	37.0	1.0		0.0										30.0	1.0		3.0			0.0	0.0	0.0	2.0		0.0																							0.0	4.0			2.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4206090	82.0	6.0	89.0	249.0	44.0	0.0		0.0										22.0			9.0				0.0	0.0			0.0	0.0	0.0										3.0										0.0		1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-4206150	82.0	6.0	89.0	249.0	44.0	0.0		0.0										22.0			9.0				0.0	0.0			0.0	0.0	0.0										3.0										0.0		1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-4209030	82.0	6.0	88.0	248.0	44.0	0.0		0.0										22.0			9.0				0.0	0.0			0.0	0.0	0.0										3.0										0.0		1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-5130015	82.0	9.0	92.0	183.0	39.0	1.0	0.0	0.0										18.0			2.0	0.0			0.0	14.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	5.0																																																																																																														
LK-5133055	82.0	9.0	93.0	185.0	39.0	1.0	0.0	0.0										18.0			2.0	0.0			0.0	14.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	5.0																																																																																																														
LK-5133210	82.0	9.0	92.0	184.0	39.0	1.0	0.0	0.0										18.0			2.0	0.0			0.0	14.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	5.0																																																																																																														
LK-5136010	82.0	9.0	93.0	185.0	39.0	1.0	0.0	0.0										18.0			2.0	0.0			0.0	14.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	5.0																																																																																																														
LK-2224075	82.0	7.0	89.0	142.0			0.0	2.0										61.0			19.0	0.0	0.0		0.0				0.0	0.0	0.0																				0.0	0.0																									0.0									0.0												0.0	0.0	0.0	0.0	0.0							0.0	0.0	0.0	0.0	0.0																																																		
LK-4403070	81.0	13.0	94.0	569.0	43.0	3.0		0.0										19.0			1.0				0.0	0.0			0.0	0.0	0.0										4.0										0.0		1.0	5.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-4409030	81.0	13.0	95.0	572.0	44.0	3.0		0.0										19.0			1.0				0.0	0.0			0.0	0.0	0.0										4.0										0.0		1.0	5.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-4415215	81.0	13.0	95.0	575.0	44.0	3.0		0.0										19.0			1.0				0.0	0.0			0.0	0.0	0.0										4.0										0.0		1.0	5.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-4215090	81.0	6.0	88.0	246.0	43.0	0.0		0.0										21.0			9.0				0.0	0.0			0.0	0.0	0.0										3.0										0.0		1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-8142175	81.0	7.0	88.0	142.0			0.0	3.0										40.0			27.0	0.0	0.0		0.0						0.0											0.0	0.0	0.0	1.0	0.0																																								0.0		9.0												0.0			0.0																																																												
LK-2309105	81.0	13.0	94.0	150.0			0.0	1.0										53.0			24.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0																																											0.0			0.0									0.0		2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																		
LK-4309035	81.0	8.0	89.0	207.0	32.0	1.0		0.0										25.0			7.0				0.0	0.0			0.0	0.0	0.0										8.0										0.0		1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-5239070	81.0	0.0	0.0	0.0	15.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	35.0			29.0	0.0	0.0		0.0	1.0		0.0	0.0	0.0	0.0																				0.0																																			0.0																																																																													
LK-4139070	80.0	12.0	92.0	476.0	15.0	0.0		0.0										58.0	1.0		4.0			0.0	0.0	0.0	0.0		0.0																							0.0	0.0			0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4509135	80.0	16.0	96.0	795.0	37.0	0.0		0.0										29.0	1.0		3.0			0.0	0.0	0.0	2.0		0.0																							0.0	4.0			2.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4512080	80.0	16.0	96.0	790.0	36.0	0.0		0.0										29.0	1.0		3.0			0.0	0.0	0.0	2.0		0.0																							0.0	4.0			2.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4124085	80.0	10.0	90.0	392.0	31.0	0.0		0.0										27.0	9.0		6.0			0.0	0.0	0.0	0.0		0.0																							0.0	1.0			0.0									0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4130060	80.0	12.0	92.0	360.0	42.0	0.0		0.0										15.0	2.0		7.0			1.0	0.0	0.0	3.0		0.0																							0.0	2.0			0.0									0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-7151165	80.0	6.0	86.0	156.0			0.0	5.0										56.0			18.0	0.0	0.0		0.0				0.0	0.0	1.0																																														0.0									0.0																			0.0																																														0.0	0.0	0.0	0.0	0.0	0.0	0.0						
LK-4309025	80.0	8.0	88.0	205.0	32.0	1.0		0.0										25.0			7.0				0.0	0.0			0.0	0.0	0.0										8.0										0.0		1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-5127125	79.0	9.0	90.0	178.0	38.0	1.0	0.0	0.0										17.0			2.0	0.0			0.0	13.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	5.0																																																																																																														
LK-4139060	78.0	12.0	90.0	466.0	15.0	0.0		0.0										56.0	1.0		3.0			0.0	0.0	0.0	0.0		0.0																							0.0	0.0			0.0									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4124020	78.0	9.0	87.0	381.0	30.0	0.0		0.0										27.0	9.0		5.0			0.0	0.0	0.0	0.0		0.0																							0.0	1.0			0.0									0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4127035	78.0	9.0	88.0	384.0	30.0	0.0		0.0										27.0	9.0		5.0			0.0	0.0	0.0	0.0		0.0																							0.0	1.0			0.0									0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4130265	78.0	12.0	90.0	350.0	41.0	0.0		0.0										15.0	2.0		7.0			1.0	0.0	0.0	3.0		0.0																							0.0	2.0			0.0									0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0																																																																																									
LK-4209065	78.0	6.0	84.0	237.0	42.0	0.0		0.0										21.0			9.0				0.0	0.0			0.0	0.0	0.0										3.0										0.0		1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																																			
LK-2118130	78.0	11.0	89.0	149.0			0.0	1.0										56.0			20.0	0.0			0.0			0.0	0.0	0.0	0.0																																														0.0									0.0												0.0	0.0		0.0	0.0							0.0	0.0	0.0	0.0	0.0											0.0																																							
LK-5118120	78.0	9.0	88.0	175.0	37.0	0.0	0.0	0.0										17.0			2.0	0.0			0.0	13.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	5.0																																																																																																														
LK-5127080	78.0	9.0	88.0	175.0	37.0	0.0	0.0	0.0										17.0			2.0	0.0			0.0	13.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	5.0																																																																																																														
LK-5127135	78.0	9.0	87.0	174.0	37.0	0.0	0.0	0.0										17.0			2.0	0.0			0.0	13.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	5.0																																																																																																														
LK-5133085	78.0	9.0	88.0	175.0	37.0	0.0	0.0	0.0										17.0			2.0	0.0			0.0	13.0		0.0	0.0		0.0										0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	5.0																																																																																																														
LK-5218245	78.0	0.0	0.0	0.0	7.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	51.0			18.0	0.0	0.0		0.0	1.0		0.0		0.0																					0.0																																			0.0																																																																													
