entity_id	valid	rejected	polled	electors	I-AMI	UPF	DNM	SLNF	USP	AACAAKO	SEP	FSP	SLLP	NDF	ULPP	I-AP	JSP	NSH	PNF	UPFA	ONF	NSSP	ULGC
LK-2212215	344.0	4.0	348.0	447.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	145.0	0.0	0.0	0.0	0.0	1.0	196.0	1.0	0.0	0.0
LK-3318055	344.0	3.0	347.0	430.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.0	0.0	0.0	0.0	0.0	1.0	224.0	0.0	0.0	0.0
LK-3321050	344.0	3.0	347.0	429.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.0	0.0	0.0	0.0	0.0	1.0	222.0	1.0	0.0	0.0
LK-6172260	344.0	3.0	347.0	447.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	167.0	0.0	0.0	0.0	0.0	0.0	174.0	0.0	0.0	0.0
LK-4306065	344.0	6.0	351.0	510.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	259.0	1.0	0.0	0.0	0.0	1.0	78.0	1.0	0.0	0.0
LK-6157165	344.0	3.0	346.0	440.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	186.0	0.0	0.0	0.0	0.0	0.0	155.0	0.0	0.0	0.0
LK-2139325	344.0	4.0	349.0	438.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	202.0	0.0	0.0	0.0	0.0	0.0	138.0	0.0	0.0	0.0
LK-2209225	344.0	4.0	348.0	431.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	132.0	0.0	0.0	0.0	0.0	1.0	207.0	1.0	0.0	0.0
LK-2118225	344.0	4.0	347.0	430.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.0	0.0	0.0	0.0	0.0	1.0	203.0	1.0	0.0	0.0
LK-2103140	344.0	3.0	347.0	446.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	163.0	0.0	0.0	0.0	0.0	1.0	176.0	1.0	0.0	0.0
LK-2124405	344.0	5.0	348.0	438.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	171.0	0.0	0.0	0.0	0.0	1.0	167.0	1.0	0.0	0.0
LK-5212130	343.0	2.0	345.0	444.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131.0	0.0	0.0	0.0	0.0	1.0	209.0	0.0	0.0	0.0
LK-1212250	343.0	3.0	346.0	440.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	160.0	0.0	0.0	0.0	0.0	0.0	181.0	0.0	0.0	0.0
LK-3318240	343.0	3.0	346.0	428.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.0	0.0	0.0	0.0	0.0	1.0	223.0	0.0	0.0	0.0
LK-1209405	343.0	3.0	346.0	430.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	159.0	0.0	0.0	0.0	0.0	0.0	182.0	0.0	0.0	0.0
LK-6103070	343.0	3.0	345.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.0	0.0	0.0	0.0	0.0	1.0	204.0	0.0	0.0	0.0
LK-7118065	343.0	3.0	346.0	444.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	163.0	0.0	0.0	0.0	0.0	1.0	177.0	0.0	0.0	0.0
LK-6115100	343.0	3.0	346.0	451.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149.0	0.0	0.0	0.0	0.0	1.0	190.0	1.0	0.0	0.0
LK-7166045	343.0	3.0	346.0	456.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.0	0.0	0.0	0.0	0.0	1.0	178.0	0.0	0.0	0.0
LK-3330260	343.0	3.0	347.0	433.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.0	0.0	0.0	0.0	0.0	1.0	219.0	1.0	0.0	0.0
LK-7121045	343.0	3.0	346.0	462.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	158.0	0.0	0.0	0.0	0.0	1.0	181.0	1.0	0.0	0.0
LK-6166150	343.0	2.0	346.0	443.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	163.0	0.0	0.0	0.0	0.0	0.0	178.0	0.0	0.0	0.0
LK-4509150	343.0	12.0	356.0	504.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	247.0	1.0	0.0	0.0	1.0	1.0	85.0	1.0	0.0	0.0
LK-4203065	343.0	6.0	349.0	509.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	292.0	1.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0
LK-7130100	343.0	3.0	345.0	449.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	159.0	0.0	0.0	0.0	0.0	1.0	181.0	1.0	0.0	0.0
LK-2134045	343.0	3.0	346.0	444.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	162.0	0.0	0.0	0.0	0.0	1.0	176.0	1.0	0.0	0.0
LK-2134220	343.0	3.0	346.0	444.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	162.0	0.0	0.0	0.0	0.0	1.0	176.0	1.0	0.0	0.0
LK-4139140	343.0	12.0	355.0	516.0	1.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	2.0	190.0	1.0	0.0	0.0	1.0	1.0	139.0	1.0	1.0	0.0
LK-1224200	342.0	4.0	346.0	425.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	185.0	0.0	0.0	0.0
LK-1227520	342.0	3.0	345.0	429.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	162.0	0.0	0.0	0.0	0.0	0.0	177.0	0.0	0.0	0.0
LK-3333205	342.0	3.0	345.0	427.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.0	0.0	0.0	0.0	0.0	1.0	223.0	0.0	0.0	0.0
LK-6236055	342.0	4.0	346.0	465.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	166.0	0.0	0.0	0.0	0.0	1.0	173.0	0.0	0.0	0.0
LK-3321055	342.0	3.0	344.0	426.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.0	0.0	0.0	0.0	0.0	1.0	221.0	1.0	0.0	0.0
LK-6172285	342.0	3.0	345.0	445.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	166.0	0.0	0.0	0.0	0.0	0.0	173.0	0.0	0.0	0.0
LK-3124100	342.0	4.0	346.0	426.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.0	0.0	0.0	0.0	0.0	1.0	193.0	1.0	0.0	0.0
LK-6181085	342.0	3.0	344.0	431.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150.0	0.0	0.0	0.0	0.0	0.0	189.0	0.0	0.0	0.0
LK-2218070	342.0	4.0	346.0	453.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	194.0	1.0	0.0	0.0	0.0	1.0	143.0	0.0	0.0	0.0
LK-2136015	342.0	4.0	346.0	436.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	175.0	0.0	0.0	0.0	0.0	0.0	164.0	0.0	0.0	0.0
LK-6187155	342.0	2.0	344.0	441.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	162.0	0.0	0.0	0.0	0.0	0.0	177.0	0.0	0.0	0.0
LK-5230015	342.0	2.0	344.0	482.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	307.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0
LK-7133025	342.0	3.0	345.0	449.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	158.0	0.0	0.0	0.0	0.0	1.0	180.0	1.0	0.0	0.0
LK-4121125	342.0	9.0	350.0	581.0	1.0	2.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	269.0	1.0	1.0	0.0	1.0	1.0	58.0	1.0	1.0	0.0
LK-4103030	342.0	12.0	353.0	514.0	1.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	2.0	190.0	1.0	0.0	0.0	1.0	1.0	139.0	1.0	1.0	0.0
LK-1318220	341.0	3.0	344.0	413.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150.0	0.0	0.0	0.0	0.0	0.0	189.0	0.0	0.0	0.0
LK-4303060	341.0	6.0	348.0	506.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	257.0	1.0	0.0	0.0	0.0	1.0	77.0	1.0	0.0	0.0
LK-2230130	341.0	5.0	346.0	449.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	180.0	1.0	0.0	0.0	0.0	1.0	155.0	1.0	0.0	0.0
LK-3151165	341.0	3.0	345.0	427.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	137.0	0.0	0.0	0.0	0.0	0.0	201.0	0.0	0.0	0.0
LK-7154045	341.0	3.0	345.0	455.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	160.0	0.0	0.0	0.0	0.0	1.0	177.0	0.0	0.0	0.0
LK-6145228	341.0	2.0	343.0	437.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.0	0.0	0.0	0.0	0.0	0.0	190.0	0.0	0.0	0.0
LK-6145290	341.0	2.0	343.0	437.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.0	0.0	0.0	0.0	0.0	0.0	190.0	0.0	0.0	0.0
LK-9203015	341.0	3.0	344.0	440.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	153.0	0.0	0.0	0.0	0.0	1.0	184.0	1.0	0.0	0.0
LK-9203320	341.0	3.0	344.0	440.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	153.0	0.0	0.0	0.0	0.0	1.0	185.0	1.0	0.0	0.0
LK-6230010	340.0	4.0	344.0	463.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	165.0	0.0	0.0	0.0	0.0	1.0	172.0	0.0	0.0	0.0
LK-1339070	340.0	4.0	345.0	427.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	145.0	0.0	0.0	0.0	0.0	1.0	191.0	1.0	0.0	0.0
LK-6121200	340.0	3.0	343.0	447.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.0	0.0	0.0	0.0	0.0	1.0	188.0	1.0	0.0	0.0
LK-2139245	340.0	4.0	344.0	433.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	200.0	0.0	0.0	0.0	0.0	0.0	137.0	0.0	0.0	0.0
LK-4503065	340.0	12.0	352.0	499.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	245.0	1.0	0.0	0.0	1.0	1.0	84.0	1.0	0.0	0.0
LK-6163200	340.0	3.0	343.0	455.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	155.0	0.0	0.0	0.0	0.0	1.0	182.0	1.0	0.0	0.0
LK-5318020	340.0	3.0	343.0	482.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	161.0	0.0	0.0	0.0	0.0	1.0	174.0	0.0	0.0	0.0
LK-4412125	340.0	8.0	348.0	485.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	269.0	1.0	0.0	0.0	1.0	1.0	60.0	1.0	1.0	0.0
LK-8109085	340.0	7.0	347.0	443.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	131.0	0.0	0.0	0.0	0.0	1.0	203.0	1.0	0.0	0.0
LK-4115130	340.0	11.0	350.0	838.0	1.0	2.0	1.0	0.0	1.0	1.0	1.0	1.0	2.0	248.0	1.0	1.0	1.0	1.0	1.0	76.0	1.0	1.0	0.0
LK-4124055	340.0	9.0	349.0	550.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	265.0	1.0	1.0	0.0	1.0	1.0	64.0	1.0	1.0	0.0
LK-1227550	339.0	3.0	342.0	426.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.0	0.0	0.0	0.0	0.0	0.0	175.0	0.0	0.0	0.0
LK-7163150	339.0	3.0	341.0	439.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	146.0	0.0	0.0	0.0	0.0	1.0	189.0	0.0	0.0	0.0
LK-6230080	339.0	4.0	343.0	461.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	164.0	0.0	0.0	0.0	0.0	1.0	171.0	0.0	0.0	0.0
LK-9118230	339.0	4.0	343.0	418.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	159.0	0.0	0.0	0.0	0.0	1.0	176.0	1.0	0.0	0.0
LK-6124285	339.0	3.0	341.0	448.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142.0	0.0	0.0	0.0	0.0	0.0	194.0	0.0	0.0	0.0
LK-8212025	339.0	5.0	344.0	447.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	0.0	0.0	1.0	209.0	1.0	0.0	0.0
LK-3124150	339.0	4.0	343.0	422.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	143.0	0.0	0.0	0.0	0.0	1.0	192.0	1.0	0.0	0.0
LK-3148120	339.0	4.0	343.0	423.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	143.0	0.0	0.0	0.0	0.0	1.0	192.0	1.0	0.0	0.0
LK-9206285	339.0	4.0	343.0	443.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196.0	0.0	0.0	0.0	0.0	0.0	140.0	0.0	0.0	0.0
LK-3151080	339.0	3.0	342.0	424.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	136.0	0.0	0.0	0.0	0.0	0.0	200.0	0.0	0.0	0.0
LK-8206045	339.0	4.0	344.0	450.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.0	0.0	0.0	0.0	0.0	1.0	206.0	1.0	0.0	0.0
LK-8206120	339.0	4.0	343.0	450.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.0	0.0	0.0	0.0	0.0	1.0	206.0	1.0	0.0	0.0
LK-2303290	339.0	6.0	344.0	433.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	202.0	1.0	0.0	0.0	0.0	1.0	132.0	1.0	0.0	0.0
LK-6166180	339.0	2.0	342.0	438.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.0	0.0	0.0	0.0	0.0	0.0	176.0	0.0	0.0	0.0
LK-6148135	339.0	2.0	341.0	435.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.0	0.0	0.0	0.0	0.0	0.0	189.0	0.0	0.0	0.0
LK-5218045	339.0	3.0	342.0	493.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	287.0	1.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0
LK-5124080	339.0	4.0	343.0	546.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	277.0	1.0	0.0	0.0	1.0	1.0	51.0	1.0	0.0	0.0
LK-2118140	339.0	3.0	343.0	424.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134.0	0.0	0.0	0.0	0.0	1.0	200.0	1.0	0.0	0.0
LK-2134120	339.0	3.0	342.0	439.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.0	0.0	0.0	0.0	0.0	1.0	174.0	1.0	0.0	0.0
LK-6221005	338.0	4.0	342.0	460.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	164.0	0.0	0.0	0.0	0.0	1.0	171.0	0.0	0.0	0.0
LK-6124220	338.0	3.0	341.0	447.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142.0	0.0	0.0	0.0	0.0	0.0	194.0	0.0	0.0	0.0
LK-6127210	338.0	3.0	341.0	447.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142.0	0.0	0.0	0.0	0.0	0.0	194.0	0.0	0.0	0.0
LK-8212060	338.0	5.0	342.0	445.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	0.0	0.0	1.0	208.0	1.0	0.0	0.0
LK-3321160	338.0	3.0	341.0	421.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.0	0.0	0.0	0.0	0.0	1.0	218.0	1.0	0.0	0.0
LK-1339140	338.0	4.0	342.0	425.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.0	0.0	0.0	0.0	0.0	1.0	190.0	1.0	0.0	0.0
LK-4306100	338.0	6.0	344.0	500.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	254.0	1.0	0.0	0.0	0.0	1.0	76.0	1.0	0.0	0.0
LK-3103175	338.0	3.0	341.0	425.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	134.0	0.0	0.0	0.0	0.0	1.0	200.0	1.0	0.0	0.0
LK-6154015	338.0	3.0	341.0	433.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	184.0	0.0	0.0	0.0	0.0	0.0	152.0	0.0	0.0	0.0
LK-2303125	338.0	6.0	344.0	432.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	201.0	1.0	0.0	0.0	0.0	1.0	132.0	1.0	0.0	0.0
LK-7121105	338.0	3.0	340.0	455.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	155.0	0.0	0.0	0.0	0.0	1.0	179.0	1.0	0.0	0.0
LK-4206020	338.0	6.0	344.0	502.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	288.0	1.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0
LK-5230040	338.0	2.0	340.0	477.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	304.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0
LK-2134245	338.0	3.0	341.0	439.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	160.0	0.0	0.0	0.0	0.0	1.0	174.0	1.0	0.0	0.0
LK-5239020	337.0	3.0	339.0	487.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	261.0	1.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0	0.0
LK-9118055	337.0	4.0	341.0	415.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	158.0	0.0	0.0	0.0	0.0	1.0	174.0	1.0	0.0	0.0
LK-6127065	337.0	3.0	340.0	446.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141.0	0.0	0.0	0.0	0.0	0.0	193.0	0.0	0.0	0.0
LK-3115155	337.0	3.0	340.0	412.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139.0	0.0	0.0	0.0	0.0	1.0	194.0	0.0	0.0	0.0
LK-3324045	337.0	3.0	340.0	420.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.0	0.0	0.0	0.0	0.0	1.0	218.0	1.0	0.0	0.0
LK-3325160	337.0	3.0	340.0	420.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.0	0.0	0.0	0.0	0.0	1.0	218.0	1.0	0.0	0.0
LK-3230055	337.0	3.0	340.0	426.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.0	0.0	0.0	0.0	0.0	1.0	216.0	1.0	0.0	0.0
LK-6154215	337.0	3.0	340.0	432.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	183.0	0.0	0.0	0.0	0.0	0.0	152.0	0.0	0.0	0.0
LK-3154215	337.0	3.0	340.0	422.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	135.0	0.0	0.0	0.0	0.0	0.0	199.0	0.0	0.0	0.0
LK-3236185	337.0	3.0	340.0	432.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.0	0.0	0.0	0.0	0.0	1.0	212.0	0.0	0.0	0.0
LK-3245170	337.0	3.0	339.0	439.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134.0	0.0	0.0	0.0	0.0	0.0	200.0	0.0	0.0	0.0
LK-6187015	337.0	2.0	339.0	435.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	159.0	0.0	0.0	0.0	0.0	0.0	175.0	0.0	0.0	0.0
LK-3136145	337.0	3.0	339.0	440.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.0	0.0	0.0	0.0	0.0	0.0	204.0	0.0	0.0	0.0
LK-4139065	337.0	11.0	348.0	506.0	1.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	2.0	187.0	1.0	0.0	0.0	1.0	1.0	137.0	1.0	1.0	0.0
LK-2206155	336.0	4.0	339.0	436.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141.0	0.0	0.0	0.0	0.0	1.0	191.0	1.0	0.0	0.0
LK-3324200	336.0	3.0	339.0	419.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.0	0.0	0.0	0.0	0.0	1.0	217.0	1.0	0.0	0.0
LK-3148200	336.0	4.0	340.0	419.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142.0	0.0	0.0	0.0	0.0	1.0	190.0	1.0	0.0	0.0
LK-4312085	336.0	6.0	342.0	498.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	253.0	1.0	0.0	0.0	0.0	1.0	76.0	1.0	0.0	0.0
LK-3218040	336.0	3.0	339.0	424.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139.0	0.0	0.0	0.0	0.0	1.0	194.0	1.0	0.0	0.0
LK-6154260	336.0	3.0	339.0	430.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	182.0	0.0	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0
LK-6157220	336.0	3.0	339.0	431.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	183.0	0.0	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0
LK-8136090	336.0	5.0	341.0	430.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	169.0	0.0	0.0	0.0	0.0	1.0	162.0	1.0	0.0	0.0
LK-2139600	336.0	4.0	340.0	427.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	197.0	0.0	0.0	0.0	0.0	0.0	135.0	0.0	0.0	0.0
LK-2309005	336.0	6.0	342.0	433.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	170.0	1.0	0.0	0.0	0.0	1.0	160.0	1.0	0.0	0.0
LK-2306080	336.0	7.0	343.0	443.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	160.0	1.0	0.0	0.0	0.0	1.0	171.0	1.0	0.0	0.0
LK-2306650	336.0	7.0	342.0	442.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	160.0	1.0	0.0	0.0	0.0	1.0	170.0	1.0	0.0	0.0
LK-5221100	336.0	2.0	338.0	474.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	302.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0
LK-8142100	336.0	6.0	341.0	442.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	195.0	1.0	0.0	0.0	0.0	1.0	134.0	1.0	0.0	0.0
LK-8118205	336.0	6.0	342.0	449.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	183.0	1.0	0.0	0.0	0.0	1.0	144.0	1.0	0.0	0.0
LK-4412135	336.0	8.0	344.0	479.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	266.0	1.0	0.0	0.0	1.0	1.0	59.0	1.0	1.0	0.0
LK-8115030	336.0	7.0	343.0	437.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	129.0	0.0	0.0	0.0	0.0	1.0	200.0	1.0	0.0	0.0
LK-2212070	335.0	4.0	339.0	436.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141.0	0.0	0.0	0.0	0.0	1.0	190.0	1.0	0.0	0.0
LK-2212155	335.0	4.0	339.0	436.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141.0	0.0	0.0	0.0	0.0	1.0	190.0	1.0	0.0	0.0
LK-2212205	335.0	4.0	338.0	435.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141.0	0.0	0.0	0.0	0.0	1.0	190.0	1.0	0.0	0.0
LK-3315245	335.0	3.0	338.0	419.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.0	0.0	0.0	0.0	0.0	1.0	219.0	0.0	0.0	0.0
LK-3321095	335.0	3.0	338.0	418.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.0	0.0	0.0	0.0	0.0	1.0	217.0	1.0	0.0	0.0
LK-6115110	335.0	3.0	338.0	441.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	146.0	0.0	0.0	0.0	0.0	1.0	186.0	1.0	0.0	0.0
LK-6118085	335.0	3.0	338.0	440.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	146.0	0.0	0.0	0.0	0.0	1.0	186.0	1.0	0.0	0.0
LK-2136025	335.0	4.0	339.0	427.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	172.0	0.0	0.0	0.0	0.0	0.0	160.0	0.0	0.0	0.0
LK-3327135	335.0	3.0	338.0	422.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118.0	0.0	0.0	0.0	0.0	1.0	213.0	1.0	0.0	0.0
LK-3330085	335.0	3.0	338.0	422.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118.0	0.0	0.0	0.0	0.0	1.0	213.0	1.0	0.0	0.0
LK-6187050	335.0	2.0	337.0	432.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	158.0	0.0	0.0	0.0	0.0	0.0	174.0	0.0	0.0	0.0
LK-2209120	335.0	3.0	339.0	420.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.0	0.0	0.0	0.0	0.0	1.0	202.0	1.0	0.0	0.0
LK-4412070	335.0	8.0	343.0	478.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	265.0	1.0	0.0	0.0	1.0	1.0	59.0	1.0	1.0	0.0
