entity_id	valid	rejected	polled	electors	TULF	EPDP	UNP	JVP	JSP	NLF	PA	RJP	SLPF	SLMK	SLMC	SU	SMBP	IND1	IND2	IND3	IND5	IND6	IND7	IND8	IND9	IND10	IND11	IND12	IND13	IND14	IND15	LP	ESMS	DUNF	MULF	SLNF	IND4	ELPP	USP	DPLF	INDP	DLF	Ind10	ULF	PFF	NDP	IND 3	SEP
LK-5224130	316.0	14.0	330.0	413.0	83.0	10.0	32.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	163.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-7154080	316.0	19.0	334.0	446.0			163.0	27.0	0.0	3.0	122.0	0.0	0.0			0.0		0.0	0.0														0.0			0.0									0.0		0.0	
LK-8203190	316.0	28.0	344.0	437.0			141.0	34.0		4.0	135.0		0.0			0.0		0.0	0.0	0.0	0.0	0.0										0.0				0.0	0.0							0.0	0.0			
LK-2303265	316.0	25.0	341.0	424.0			202.0	10.0	0.0	2.0	98.0		0.0			0.0		0.0	0.0	0.0	0.0	0.0														0.0	0.0		1.0			0.0			0.0	2.0		
LK-2139195	316.0	20.0	336.0	436.0			186.0	19.0	0.0	2.0	106.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		0.0	0.0	0.0								0.0			
LK-2309050	316.0	35.0	351.0	437.0			173.0	14.0	0.0	2.0	122.0		0.0			0.0		0.0	0.0	0.0	0.0	0.0														0.0	0.0		1.0			1.0			0.0	0.0		
LK-3327120	316.0	15.0	331.0	431.0			125.0	57.0		2.0	130.0		0.0			1.0		0.0	0.0	0.0													0.0			0.0								0.0	0.0			
LK-6212035	316.0	17.0	333.0	481.0			145.0	26.0	0.0	3.0	141.0	0.0	0.0			0.0		0.0	0.0	0.0													0.0	0.0	0.0	0.0												
LK-3127265	316.0	20.0	336.0	410.0			139.0	29.0		2.0	143.0		0.0			1.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		0.0	0.0			
LK-6236210	316.0	15.0	331.0	453.0			157.0	19.0	0.0	2.0	135.0	0.0	0.0			2.0		0.0	0.0	0.0													0.0	0.0	0.0	0.0												
LK-6112110	316.0	14.0	330.0	434.0			153.0	30.0	0.0	2.0	130.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-1230300	316.0	12.0	327.0	410.0			129.0	34.0		1.0	149.0	0.0	0.0	0.0		2.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-2203260	316.0	23.0	339.0	453.0			151.0	31.0	0.0	3.0	130.0	0.0		0.0																		0.0	0.0			0.0					0.0			1.0	0.0			
LK-7133035	315.0	20.0	335.0	451.0			141.0	40.0	0.0	3.0	130.0	0.0	0.0			0.0		0.0	0.0														0.0			0.0									0.0		0.0	
LK-2306205	315.0	39.0	353.0	446.0			191.0	19.0	0.0	2.0	101.0		0.0			0.0		0.0	0.0	0.0	0.0	0.0														0.0	0.0		1.0			0.0			0.0	0.0		
LK-2306440	315.0	39.0	353.0	446.0			191.0	19.0	0.0	2.0	101.0		0.0			0.0		0.0	0.0	0.0	0.0	0.0														0.0	0.0		1.0			0.0			0.0	0.0		
LK-5221085	315.0	14.0	328.0	411.0	82.0	10.0	31.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	162.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-7106125	315.0	16.0	331.0	456.0			137.0	32.0	0.0	4.0	141.0	0.0	0.0			0.0		0.0	0.0														0.0			0.0									0.0		0.0	
LK-5218035	315.0	15.0	330.0	403.0	53.0	7.0	9.0	0.0	0.0	1.0	41.0	0.0	0.0	0.0	147.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-6187005	315.0	14.0	330.0	427.0			158.0	21.0	0.0	1.0	132.0	0.0	0.0	0.0		2.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6187255	315.0	14.0	330.0	427.0			158.0	21.0	0.0	1.0	132.0	0.0	0.0	0.0		2.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6187335	315.0	14.0	329.0	426.0			158.0	21.0	0.0	1.0	132.0	0.0	0.0	0.0		2.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-2136195	315.0	16.0	331.0	424.0			159.0	21.0	0.0	2.0	130.0	0.0	0.0			3.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		0.0	0.0	0.0								0.0			
LK-1315010	315.0	23.0	338.0	423.0			154.0	25.0	0.0	1.0	131.0	0.0				1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												1.0	0.0	0.0		2.0									
LK-2233060	315.0	25.0	340.0	443.0			168.0	19.0	0.0	3.0	123.0	0.0		0.0																		0.0	0.0			0.0					0.0			1.0	0.0			
LK-6121210	315.0	19.0	334.0	441.0			157.0	24.0	0.0	1.0	131.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-9145115	315.0	24.0	340.0	416.0			162.0	20.0		3.0	129.0		0.0			1.0		0.0	0.0	0.0	0.0											0.0	0.0			0.0	0.0		1.0						0.0			
LK-3325260	315.0	17.0	333.0	433.0			136.0	56.0		3.0	119.0		0.0			1.0		0.0	0.0	0.0													0.0			0.0								0.0	0.0			
LK-6184205	315.0	12.0	327.0	411.0			149.0	27.0	0.0	1.0	136.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6184245	315.0	12.0	327.0	411.0			149.0	27.0	0.0	1.0	136.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6184290	315.0	12.0	327.0	411.0			149.0	27.0	0.0	1.0	136.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-3124025	315.0	20.0	335.0	409.0			138.0	29.0		2.0	143.0		0.0			1.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		0.0	0.0			
LK-1230540	315.0	11.0	326.0	409.0			128.0	34.0		1.0	149.0	0.0	0.0	0.0		2.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-3333155	315.0	13.0	328.0	417.0			113.0	79.0		2.0	119.0		0.0			1.0		0.0	0.0	0.0													0.0			0.0								0.0	0.0			
LK-2206060	315.0	23.0	338.0	452.0			150.0	31.0	0.0	3.0	129.0	0.0		0.0																		0.0	0.0			0.0					0.0			1.0	0.0			
LK-1215325	315.0	12.0	327.0	419.0			132.0	39.0		1.0	139.0	0.0	0.0	0.0		3.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-1227185	315.0	14.0	328.0	418.0			117.0	37.0		1.0	156.0	0.0	0.0	0.0		3.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-2133415	315.0	24.0	339.0	439.0			185.0	26.0	0.0	2.0	99.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		0.0	0.0	0.0								0.0			
LK-4130225	314.0	27.0	341.0	1180.0	213.0	48.0	26.0	0.0		1.0					1.0	0.0																							1.0	2.0	23.0	1.0						
LK-4104005	314.0	12.0	326.0	780.0	66.0	235.0	12.0	0.0		0.0					0.0	0.0																							0.0	0.0	0.0	0.0						
LK-2103170	314.0	19.0	332.0	448.0			167.0	16.0	0.0	2.0	126.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		0.0	0.0	0.0								0.0			
LK-2112150	314.0	23.0	337.0	503.0			146.0	15.0	0.0	2.0	149.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		0.0	0.0	0.0								0.0			
LK-2309545	314.0	35.0	349.0	435.0			172.0	14.0	0.0	2.0	121.0		0.0			0.0		0.0	0.0	0.0	0.0	0.0														0.0	0.0		1.0			1.0			0.0	0.0		
LK-6157215	314.0	13.0	327.0	432.0			163.0	28.0	0.0	1.0	118.0	0.0	0.0	0.0		3.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-2230045	314.0	25.0	340.0	443.0			168.0	19.0	0.0	3.0	123.0	0.0		0.0																		0.0	0.0			0.0					0.0			1.0	0.0			
LK-6133015	314.0	19.0	333.0	476.0			160.0	26.0	0.0	2.0	124.0	0.0	0.0	0.0		2.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-3136360	314.0	14.0	328.0	424.0			133.0	34.0		1.0	142.0		0.0			2.0		0.0	0.0	0.0	0.0											0.0	0.0	0.0		0.0	0.0		0.0			0.0		0.0	0.0			
LK-6115030	314.0	19.0	333.0	440.0			157.0	24.0	0.0	1.0	131.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-5327015	314.0	16.0	330.0	395.0	81.0	1.0	166.0	1.0	0.0	1.0	63.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0										0.0	0.0	0.0	0.0	0.0	0.0											
LK-3142015	314.0	14.0	328.0	407.0			138.0	30.0		1.0	142.0		0.0			1.0		0.0	0.0	0.0	0.0											0.0	0.0	0.0		0.0	0.0		0.0			0.0		0.0	0.0			
LK-6212015	314.0	16.0	331.0	479.0			144.0	26.0	0.0	3.0	140.0	0.0	0.0			0.0		0.0	0.0	0.0													0.0	0.0	0.0	0.0												
LK-6106105	314.0	15.0	329.0	432.0			145.0	26.0	0.0	2.0	140.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6184010	314.0	12.0	326.0	409.0			148.0	27.0	0.0	1.0	135.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-3124020	314.0	20.0	334.0	407.0			138.0	29.0		2.0	142.0		0.0			1.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		0.0	0.0			
LK-6236090	314.0	15.0	329.0	450.0			156.0	19.0	0.0	2.0	134.0	0.0	0.0			2.0		0.0	0.0	0.0													0.0	0.0	0.0	0.0												
LK-2212040	314.0	23.0	337.0	450.0			150.0	31.0	0.0	3.0	129.0	0.0		0.0																		0.0	0.0			0.0					0.0			1.0	0.0			
LK-1212405	314.0	14.0	328.0	419.0			139.0	42.0		1.0	129.0	0.0	0.0	0.0		2.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-1227575	314.0	14.0	328.0	417.0			116.0	37.0		1.0	155.0	0.0	0.0	0.0		3.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-1227715	314.0	14.0	328.0	417.0			116.0	37.0		1.0	155.0	0.0	0.0	0.0		3.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-5239010	314.0	17.0	331.0	402.0	100.0	12.0	33.0	3.0	0.0	1.0	48.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-2121210	313.0	36.0	349.0	458.0			162.0	16.0	0.0	3.0	131.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0	0.0	0.0											1.0		0.0	0.0	0.0								0.0			
LK-2121215	313.0	36.0	349.0	458.0			162.0	16.0	0.0	3.0	131.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0	0.0	0.0											1.0		0.0	0.0	0.0								0.0			
LK-6163435	313.0	21.0	334.0	448.0			142.0	31.0	0.0	2.0	136.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-2112125	313.0	23.0	336.0	502.0			145.0	15.0	0.0	2.0	148.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		0.0	0.0	0.0								0.0			
LK-7218105	313.0	22.0	335.0	433.0			139.0	44.0		3.0	126.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0														0.0			0.0											
LK-6203085	313.0	24.0	337.0	497.0			201.0	8.0	0.0	2.0	101.0	0.0	0.0			1.0		0.0	0.0	0.0													0.0	0.0	0.0	0.0												
LK-6215020	313.0	24.0	337.0	497.0			201.0	8.0	0.0	2.0	101.0	0.0	0.0			1.0		0.0	0.0	0.0													0.0	0.0	0.0	0.0												
LK-6209085	313.0	16.0	330.0	477.0			144.0	26.0	0.0	3.0	139.0	0.0	0.0			0.0		0.0	0.0	0.0													0.0	0.0	0.0	0.0												
LK-6109045	313.0	14.0	327.0	430.0			144.0	26.0	0.0	2.0	139.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-3148080	313.0	20.0	332.0	405.0			137.0	29.0		2.0	142.0		0.0			1.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		0.0	0.0			
LK-6127020	313.0	14.0	326.0	430.0			151.0	30.0	0.0	2.0	129.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-1118025	313.0	15.0	328.0	415.0	0.0	0.0	145.0	32.0	0.0	1.0	129.0	0.0	0.0	0.0		2.0	0.0	0.0	0.0	0.0																0.0	0.0		0.0			1.0		0.0				0.0
LK-1212635	313.0	14.0	326.0	417.0			138.0	42.0		1.0	128.0	0.0	0.0	0.0		2.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-1215220	313.0	12.0	325.0	416.0			132.0	39.0		1.0	138.0	0.0	0.0	0.0		3.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-1227585	313.0	14.0	327.0	416.0			116.0	37.0		1.0	155.0	0.0	0.0	0.0		3.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-5242115	313.0	17.0	330.0	401.0	99.0	12.0	33.0	3.0	0.0	1.0	48.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-4115080	312.0	17.0	330.0	1232.0	171.0	107.0	24.0	1.0		1.0					1.0	0.0																							1.0	1.0	4.0	1.0						
LK-4133025	312.0	9.0	321.0	1087.0	191.0	74.0	32.0	0.0		0.0					5.0	0.0																							1.0	3.0	4.0	1.0						
LK-4118120	312.0	19.0	331.0	867.0	177.0	89.0	25.0	1.0		1.0					1.0	0.0																							1.0	5.0	3.0	10.0						
LK-2103250	312.0	19.0	330.0	445.0			166.0	15.0	0.0	2.0	126.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		0.0	0.0	0.0								0.0			
LK-8142095	312.0	28.0	340.0	438.0			187.0	15.0			104.0	0.0	0.0			1.0		0.0	0.0	5.0	0.0															0.0	0.0									0.0		
LK-6163555	312.0	21.0	332.0	446.0			141.0	31.0	0.0	2.0	135.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-7154030	312.0	18.0	330.0	440.0			161.0	26.0	0.0	3.0	120.0	0.0	0.0			0.0		0.0	0.0														0.0			0.0									0.0		0.0	
LK-7106055	312.0	16.0	327.0	451.0			135.0	32.0	0.0	4.0	140.0	0.0	0.0			0.0		0.0	0.0														0.0			0.0									0.0		0.0	
LK-2139260	312.0	20.0	332.0	430.0			183.0	19.0	0.0	2.0	104.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		0.0	0.0	0.0								0.0			
LK-2309535	312.0	35.0	347.0	433.0			172.0	14.0	0.0	2.0	121.0		0.0			0.0		0.0	0.0	0.0	0.0	0.0														0.0	0.0		1.0			1.0			0.0	0.0		
LK-3218015	312.0	16.0	328.0	410.0			130.0	47.0	0.0	2.0	130.0		0.0			1.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		1.0						0.0			
LK-6169220	312.0	18.0	330.0	424.0			158.0	21.0	0.0	1.0	129.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-1336170	312.0	25.0	336.0	428.0			148.0	33.0	0.0	2.0	125.0	0.0				1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												1.0	0.0	0.0		1.0									
LK-6236145	312.0	15.0	327.0	447.0			155.0	19.0	0.0	2.0	134.0	0.0	0.0			2.0		0.0	0.0	0.0													0.0	0.0	0.0	0.0												
LK-6124135	312.0	14.0	326.0	428.0			151.0	30.0	0.0	2.0	129.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-2212140	312.0	23.0	335.0	447.0			149.0	30.0	0.0	3.0	128.0	0.0		0.0																		0.0	0.0			0.0					0.0			1.0	0.0			
LK-7212085	312.0	23.0	335.0	424.0			151.0	28.0		3.0	129.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0														0.0			0.0											
LK-2106260	312.0	23.0	335.0	435.0			183.0	26.0	0.0	2.0	98.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		0.0	0.0	0.0								0.0			
LK-2133230	312.0	23.0	335.0	435.0			183.0	26.0	0.0	2.0	98.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		0.0	0.0	0.0								0.0			
LK-2124025	311.0	32.0	343.0	433.0			158.0	19.0	0.0	3.0	129.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0	0.0	0.0											1.0		0.0	0.0	0.0								0.0			
LK-2103060	311.0	19.0	329.0	444.0			166.0	15.0	0.0	2.0	125.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		0.0	0.0	0.0								0.0			
LK-9233110	311.0	23.0	334.0	429.0			156.0	24.0	0.0	3.0	126.0		0.0			1.0	0.0	0.0	0.0	0.0												0.0	0.0				0.0								0.0			
LK-9203060	311.0	15.0	326.0	428.0			151.0	26.0	0.0	2.0	129.0		0.0			2.0	0.0	0.0	0.0	0.0												0.0	0.0				0.0								0.0			
LK-6163080	311.0	20.0	331.0	444.0			141.0	31.0	0.0	2.0	135.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6163405	311.0	21.0	332.0	445.0			141.0	31.0	0.0	2.0	135.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-7121060	311.0	17.0	328.0	444.0			147.0	32.0	0.0	3.0	128.0	0.0	0.0			0.0		0.0	0.0														0.0			0.0									0.0		0.0	
LK-7127060	311.0	17.0	327.0	444.0			147.0	32.0	0.0	3.0	128.0	0.0	0.0			0.0		0.0	0.0														0.0			0.0									0.0		0.0	
LK-5224125	311.0	14.0	324.0	406.0	81.0	9.0	31.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	160.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-7106080	311.0	16.0	326.0	449.0			135.0	32.0	0.0	4.0	139.0	0.0	0.0			0.0		0.0	0.0														0.0			0.0									0.0		0.0	
LK-2303235	311.0	24.0	336.0	418.0			199.0	10.0	0.0	2.0	97.0		0.0			0.0		0.0	0.0	0.0	0.0	0.0														0.0	0.0		1.0			0.0			0.0	2.0		
LK-2139525	311.0	20.0	331.0	429.0			183.0	19.0	0.0	2.0	104.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		0.0	0.0	0.0								0.0			
LK-2139580	311.0	20.0	331.0	429.0			183.0	19.0	0.0	2.0	104.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		0.0	0.0	0.0								0.0			
LK-4309105	311.0	30.0	341.0	609.0	154.0	7.0	45.0	3.0		1.0	26.0	0.0				0.0		1.0	0.0	0.0	0.0	0.0	17.0	0.0													0.0	0.0	1.0	53.0								
LK-6187120	311.0	14.0	325.0	420.0			156.0	20.0	0.0	1.0	130.0	0.0	0.0	0.0		2.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6239065	311.0	12.0	323.0	456.0			145.0	21.0	0.0	2.0	141.0	0.0	0.0			2.0		0.0	0.0	0.0													0.0	0.0	0.0	0.0												
LK-6157065	311.0	13.0	324.0	428.0			161.0	28.0	0.0	1.0	116.0	0.0	0.0	0.0		3.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6203035	311.0	23.0	335.0	494.0			200.0	8.0	0.0	2.0	100.0	0.0	0.0			1.0		0.0	0.0	0.0													0.0	0.0	0.0	0.0												
LK-6121070	311.0	19.0	330.0	436.0			155.0	24.0	0.0	1.0	130.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-9118245	311.0	24.0	335.0	410.0			155.0	21.0		3.0	129.0		0.0			1.0		0.0	0.0	0.0	0.0											0.0	0.0			0.0	0.0		1.0						0.0			
LK-6230155	311.0	15.0	326.0	446.0			155.0	19.0	0.0	2.0	133.0	0.0	0.0			2.0		0.0	0.0	0.0													0.0	0.0	0.0	0.0												
LK-6236135	311.0	15.0	326.0	445.0			154.0	19.0	0.0	2.0	133.0	0.0	0.0			2.0		0.0	0.0	0.0													0.0	0.0	0.0	0.0												
LK-4133010	310.0	9.0	319.0	1081.0	190.0	74.0	32.0	0.0		0.0					5.0	0.0																							1.0	3.0	3.0	1.0						
LK-4203015	310.0	23.0	333.0	916.0	206.0	23.0	38.0	1.0		2.0	20.0	0.0				0.0		6.0	0.0	0.0	0.0	0.0	1.0	0.0													0.0	0.0	1.0	14.0								
LK-7130050	310.0	20.0	330.0	443.0			139.0	40.0	0.0	3.0	128.0	0.0	0.0			0.0		0.0	0.0														0.0			0.0									0.0		0.0	
LK-7160005	310.0	20.0	330.0	444.0			139.0	40.0	0.0	3.0	128.0	0.0	0.0			0.0		0.0	0.0														0.0			0.0									0.0		0.0	
LK-2227045	310.0	21.0	331.0	438.0			125.0	17.0	0.0	3.0	163.0	0.0		0.0																		0.0	0.0			0.0					0.0			0.0	0.0			
LK-7166170	310.0	18.0	328.0	437.0			160.0	26.0	0.0	3.0	119.0	0.0	0.0			0.0		0.0	0.0														0.0			0.0									0.0		0.0	
LK-2139285	310.0	20.0	330.0	428.0			183.0	19.0	0.0	2.0	104.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		0.0	0.0	0.0								0.0			
LK-2154120	310.0	23.0	332.0	439.0			133.0	17.0	0.0	3.0	154.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		0.0	0.0	0.0								0.0			
LK-6151050	310.0	13.0	323.0	426.0			161.0	28.0	0.0	1.0	116.0	0.0	0.0	0.0		3.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-3233045	310.0	17.0	327.0	429.0			130.0	38.0	0.0	2.0	137.0		0.0			1.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		1.0						0.0			
LK-2230190	310.0	25.0	335.0	437.0			166.0	19.0	0.0	3.0	121.0	0.0		0.0																		0.0	0.0			0.0					0.0			1.0	0.0			
LK-6115010	310.0	19.0	329.0	434.0			155.0	24.0	0.0	1.0	130.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-3212040	310.0	21.0	331.0	430.0			129.0	39.0	0.0	3.0	136.0		0.0			1.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		1.0						0.0			
LK-3230105	310.0	21.0	331.0	430.0			129.0	39.0	0.0	3.0	136.0		0.0			1.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		1.0						0.0			
LK-1327060	310.0	22.0	332.0	426.0			142.0	37.0	0.0	1.0	125.0	0.0				3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												1.0	0.0	0.0		1.0									
LK-6124175	310.0	14.0	324.0	427.0			150.0	30.0	0.0	2.0	128.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-6127135	310.0	14.0	324.0	426.0			150.0	29.0	0.0	2.0	128.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-1212380	310.0	14.0	324.0	414.0			137.0	42.0		1.0	127.0	0.0	0.0	0.0		2.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-1224035	310.0	10.0	320.0	409.0			114.0	45.0		1.0	145.0	0.0	0.0	0.0		4.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-4115120	309.0	17.0	326.0	1217.0	169.0	106.0	23.0	1.0		1.0					1.0	0.0																							1.0	1.0	4.0	1.0						
LK-7136025	309.0	20.0	329.0	442.0			138.0	40.0	0.0	3.0	127.0	0.0	0.0			0.0		0.0	0.0														0.0			0.0									0.0		0.0	
LK-5333035	309.0	16.0	325.0	462.0	37.0	1.0	124.0	29.0	0.0	2.0	114.0		0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0										0.0	0.0	0.0	0.0	0.0	0.0											
LK-9203410	309.0	15.0	325.0	426.0			150.0	26.0	0.0	2.0	128.0		0.0			2.0	0.0	0.0	0.0	0.0												0.0	0.0				0.0								0.0			
LK-7127170	309.0	17.0	326.0	442.0			147.0	32.0	0.0	3.0	127.0	0.0	0.0			0.0		0.0	0.0														0.0			0.0									0.0		0.0	
LK-8206125	309.0	28.0	336.0	427.0			138.0	33.0		4.0	132.0		0.0			0.0		0.0	0.0	0.0	0.0	0.0										0.0				0.0	0.0							0.0	0.0			
LK-2309350	309.0	34.0	343.0	428.0			170.0	14.0	0.0	2.0	119.0		0.0			0.0		0.0	0.0	0.0	0.0	0.0														0.0	0.0		1.0			1.0			0.0	0.0		
LK-6166160	309.0	14.0	323.0	417.0			155.0	20.0	0.0	1.0	129.0	0.0	0.0	0.0		2.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							0.0				
LK-2151185	309.0	23.0	331.0	438.0			133.0	17.0	0.0	3.0	154.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0		0.0	0.0	0.0								0.0			
