entity_id	result_ut	valid	rejected	polled	electors	PA	UNP	SMBP	Ind 1	Ind 2	SLPF
LK-6163025	757394520	292.0	6.0	298.0	406.0	167.0	119.0	1.0	1.0	3.0	1.0
LK-6163030	757394520	399.0	8.0	407.0	554.0	228.0	162.0	2.0	1.0	4.0	2.0
LK-6163035	757394520	235.0	5.0	240.0	327.0	135.0	96.0	1.0	1.0	2.0	1.0
LK-6163040	757394520	319.0	6.0	325.0	443.0	183.0	130.0	1.0	1.0	3.0	2.0
LK-6163045	757394520	382.0	8.0	390.0	531.0	219.0	155.0	2.0	1.0	3.0	2.0
LK-6163050	757394520	143.0	3.0	145.0	198.0	82.0	58.0	1.0	0.0	1.0	1.0
LK-6163055	757394520	304.0	6.0	310.0	423.0	174.0	124.0	1.0	1.0	3.0	1.0
LK-6163060	757394520	281.0	6.0	286.0	390.0	161.0	114.0	1.0	1.0	3.0	1.0
LK-6163065	757394520	302.0	6.0	308.0	420.0	173.0	123.0	1.0	1.0	3.0	1.0
LK-6163070	757394520	583.0	12.0	594.0	810.0	334.0	237.0	2.0	2.0	5.0	3.0
LK-6163075	757394520	326.0	6.0	332.0	452.0	186.0	132.0	1.0	1.0	3.0	2.0
LK-6163080	757394520	266.0	5.0	271.0	370.0	152.0	108.0	1.0	1.0	2.0	1.0
LK-6163085	757394520	424.0	8.0	432.0	588.0	243.0	172.0	2.0	1.0	4.0	2.0
LK-6163090	757394520	279.0	6.0	284.0	387.0	160.0	113.0	1.0	1.0	3.0	1.0
LK-6163095	757394520	298.0	6.0	304.0	414.0	170.0	121.0	1.0	1.0	3.0	1.0
LK-6163100	757394520	211.0	4.0	215.0	293.0	121.0	86.0	1.0	1.0	2.0	1.0
LK-6163105	757394520	371.0	7.0	378.0	515.0	212.0	151.0	1.0	1.0	3.0	2.0
LK-6163110	757394520	350.0	7.0	357.0	487.0	201.0	142.0	1.0	1.0	3.0	2.0
LK-6163115	757394520	316.0	6.0	322.0	439.0	181.0	128.0	1.0	1.0	3.0	2.0
LK-6163120	757394520	723.0	14.0	737.0	1004.0	414.0	294.0	3.0	2.0	7.0	3.0
LK-6163125	757394520	234.0	5.0	239.0	325.0	134.0	95.0	1.0	1.0	2.0	1.0
LK-6163130	757394520	420.0	8.0	428.0	583.0	240.0	171.0	2.0	1.0	4.0	2.0
LK-6163135	757394520	365.0	7.0	372.0	507.0	209.0	148.0	1.0	1.0	3.0	2.0
LK-6163140	757394520	653.0	13.0	666.0	907.0	374.0	265.0	3.0	2.0	6.0	3.0
LK-6163145	757394520	598.0	12.0	610.0	831.0	342.0	243.0	2.0	2.0	5.0	3.0
LK-6163150	757394520	611.0	12.0	623.0	849.0	350.0	249.0	2.0	2.0	6.0	3.0
LK-6163155	757394520	529.0	10.0	539.0	735.0	303.0	215.0	2.0	1.0	5.0	3.0
LK-6163160	757394520	501.0	10.0	511.0	696.0	287.0	204.0	2.0	1.0	5.0	2.0
LK-6163165	757394520	301.0	6.0	307.0	418.0	172.0	122.0	1.0	1.0	3.0	1.0
LK-6163170	757394520	452.0	9.0	461.0	628.0	259.0	184.0	2.0	1.0	4.0	2.0
LK-6163175	757394520	326.0	6.0	333.0	453.0	187.0	133.0	1.0	1.0	3.0	2.0
LK-6163180	757394520	372.0	7.0	379.0	516.0	213.0	151.0	1.0	1.0	3.0	2.0
LK-6163185	757394520	452.0	9.0	461.0	628.0	259.0	184.0	2.0	1.0	4.0	2.0
LK-6163190	757394520	320.0	6.0	326.0	445.0	183.0	130.0	1.0	1.0	3.0	2.0
LK-6163195	757394520	275.0	5.0	280.0	381.0	157.0	112.0	1.0	1.0	3.0	1.0
LK-6163200	757394520	229.0	5.0	234.0	318.0	131.0	93.0	1.0	1.0	2.0	1.0
LK-6163205	757394520	95.0	2.0	97.0	132.0	55.0	39.0	0.0	0.0	1.0	0.0
LK-6163210	757394520	786.0	16.0	801.0	1092.0	450.0	320.0	3.0	2.0	7.0	4.0
LK-6163215	757394520	596.0	12.0	608.0	828.0	341.0	242.0	2.0	2.0	5.0	3.0
LK-6163220	757394520	212.0	4.0	216.0	294.0	121.0	86.0	1.0	1.0	2.0	1.0
LK-6163225	757394520	394.0	8.0	402.0	547.0	226.0	160.0	2.0	1.0	4.0	2.0
LK-6163230	757394520	392.0	8.0	400.0	545.0	225.0	159.0	2.0	1.0	4.0	2.0
LK-6163235	757394520	430.0	9.0	438.0	597.0	246.0	175.0	2.0	1.0	4.0	2.0
LK-6163240	757394520	175.0	3.0	179.0	244.0	100.0	71.0	1.0	0.0	2.0	1.0
LK-6163245	757394520	300.0	6.0	306.0	416.0	172.0	122.0	1.0	1.0	3.0	1.0
LK-6163250	757394520	257.0	5.0	262.0	356.0	147.0	104.0	1.0	1.0	2.0	1.0
LK-6163255	757394520	241.0	5.0	245.0	334.0	138.0	98.0	1.0	1.0	2.0	1.0
LK-6163260	757394520	351.0	7.0	358.0	487.0	201.0	143.0	1.0	1.0	3.0	2.0
LK-6163265	757394520	343.0	7.0	350.0	477.0	196.0	140.0	1.0	1.0	3.0	2.0
LK-6163270	757394520	212.0	4.0	217.0	295.0	122.0	86.0	1.0	1.0	2.0	1.0
LK-6163275	757394520	64.0	1.0	65.0	89.0	37.0	26.0	0.0	0.0	1.0	0.0
LK-6163280	757394520	131.0	3.0	134.0	182.0	75.0	53.0	1.0	0.0	1.0	1.0
LK-6163285	757394520	299.0	6.0	305.0	416.0	171.0	122.0	1.0	1.0	3.0	1.0
LK-6163290	757394520	454.0	9.0	463.0	631.0	260.0	185.0	2.0	1.0	4.0	2.0
LK-6163295	757394520	144.0	3.0	147.0	200.0	83.0	59.0	1.0	0.0	1.0	1.0
LK-6163300	757394520	180.0	4.0	183.0	250.0	103.0	73.0	1.0	1.0	2.0	1.0
LK-6163305	757394520	350.0	7.0	357.0	486.0	200.0	142.0	1.0	1.0	3.0	2.0
LK-6163310	757394520	192.0	4.0	195.0	266.0	110.0	78.0	1.0	1.0	2.0	1.0
LK-6163315	757394520	306.0	6.0	312.0	426.0	175.0	125.0	1.0	1.0	3.0	1.0
LK-6163320	757394520	173.0	3.0	176.0	240.0	99.0	70.0	1.0	0.0	2.0	1.0
LK-6163325	757394520	282.0	6.0	287.0	391.0	161.0	115.0	1.0	1.0	3.0	1.0
LK-6163330	757394520	220.0	4.0	224.0	305.0	126.0	89.0	1.0	1.0	2.0	1.0
LK-6163335	757394520	165.0	3.0	169.0	230.0	95.0	67.0	1.0	0.0	2.0	1.0
LK-6163340	757394520	357.0	7.0	364.0	497.0	205.0	145.0	1.0	1.0	3.0	2.0
LK-6163345	757394520	209.0	4.0	213.0	290.0	120.0	85.0	1.0	1.0	2.0	1.0
LK-6163350	757394520	328.0	6.0	334.0	456.0	188.0	133.0	1.0	1.0	3.0	2.0
LK-6163355	757394520	217.0	4.0	221.0	302.0	124.0	88.0	1.0	1.0	2.0	1.0
LK-6163360	757394520	236.0	5.0	241.0	328.0	135.0	96.0	1.0	1.0	2.0	1.0
LK-6163365	757394520	495.0	10.0	505.0	688.0	283.0	201.0	2.0	1.0	5.0	2.0
LK-6163370	757394520	426.0	8.0	434.0	591.0	244.0	173.0	2.0	1.0	4.0	2.0
LK-6163375	757394520	120.0	2.0	122.0	167.0	69.0	49.0	0.0	0.0	1.0	1.0
LK-6163380	757394520	135.0	3.0	137.0	187.0	77.0	55.0	1.0	0.0	1.0	1.0
LK-6163385	757394520	131.0	3.0	134.0	182.0	75.0	53.0	1.0	0.0	1.0	1.0
LK-6163390	757394520	262.0	5.0	267.0	364.0	150.0	107.0	1.0	1.0	2.0	1.0
LK-6163395	757394520	431.0	9.0	439.0	598.0	247.0	175.0	2.0	1.0	4.0	2.0
LK-6163400	757394520	199.0	4.0	203.0	276.0	114.0	81.0	1.0	1.0	2.0	1.0
LK-6163405	757394520	267.0	5.0	272.0	370.0	153.0	108.0	1.0	1.0	2.0	1.0
LK-6163410	757394520	407.0	8.0	415.0	566.0	233.0	166.0	2.0	1.0	4.0	2.0
LK-6163415	757394520	322.0	6.0	328.0	447.0	184.0	131.0	1.0	1.0	3.0	2.0
LK-6163420	757394520	446.0	9.0	455.0	620.0	256.0	181.0	2.0	1.0	4.0	2.0
LK-6163425	757394520	237.0	5.0	241.0	329.0	136.0	96.0	1.0	1.0	2.0	1.0
LK-6163430	757394520	112.0	2.0	115.0	156.0	64.0	46.0	0.0	0.0	1.0	1.0
LK-6163435	757394520	268.0	5.0	273.0	373.0	154.0	109.0	1.0	1.0	2.0	1.0
LK-6163440	757394520	263.0	5.0	268.0	365.0	150.0	107.0	1.0	1.0	2.0	1.0
LK-6163445	757394520	287.0	6.0	293.0	399.0	164.0	117.0	1.0	1.0	3.0	1.0
LK-6163450	757394520	620.0	12.0	632.0	861.0	355.0	252.0	2.0	2.0	6.0	3.0
LK-6163455	757394520	404.0	8.0	412.0	561.0	231.0	164.0	2.0	1.0	4.0	2.0
LK-6163460	757394520	244.0	5.0	249.0	339.0	140.0	99.0	1.0	1.0	2.0	1.0
LK-6163465	757394520	185.0	4.0	189.0	257.0	106.0	75.0	1.0	1.0	2.0	1.0
LK-6163470	757394520	184.0	4.0	188.0	256.0	105.0	75.0	1.0	1.0	2.0	1.0
LK-6163475	757394520	222.0	4.0	226.0	308.0	127.0	90.0	1.0	1.0	2.0	1.0
LK-6163480	757394520	299.0	6.0	305.0	416.0	171.0	122.0	1.0	1.0	3.0	1.0
LK-6163485	757394520	215.0	4.0	219.0	299.0	123.0	87.0	1.0	1.0	2.0	1.0
LK-6163490	757394520	106.0	2.0	108.0	147.0	61.0	43.0	0.0	0.0	1.0	1.0
LK-6163495	757394520	244.0	5.0	249.0	339.0	140.0	99.0	1.0	1.0	2.0	1.0
LK-6163500	757394520	279.0	6.0	285.0	388.0	160.0	114.0	1.0	1.0	3.0	1.0
LK-6163505	757394520	240.0	5.0	245.0	333.0	137.0	98.0	1.0	1.0	2.0	1.0
LK-6163510	757394520	221.0	4.0	226.0	307.0	127.0	90.0	1.0	1.0	2.0	1.0
LK-6163515	757394520	388.0	8.0	396.0	539.0	222.0	158.0	2.0	1.0	4.0	2.0
LK-6163520	757394520	161.0	3.0	164.0	224.0	92.0	65.0	1.0	0.0	1.0	1.0
LK-6163525	757394520	314.0	6.0	320.0	436.0	180.0	128.0	1.0	1.0	3.0	2.0
LK-6163530	757394520	309.0	6.0	315.0	429.0	177.0	126.0	1.0	1.0	3.0	1.0
LK-6163535	757394520	353.0	7.0	360.0	491.0	202.0	144.0	1.0	1.0	3.0	2.0
LK-6163540	757394520	223.0	4.0	228.0	310.0	128.0	91.0	1.0	1.0	2.0	1.0
LK-6163545	757394520	349.0	7.0	356.0	485.0	200.0	142.0	1.0	1.0	3.0	2.0
LK-6163550	757394520	194.0	4.0	198.0	270.0	111.0	79.0	1.0	1.0	2.0	1.0
LK-6163555	757394520	267.0	5.0	272.0	371.0	153.0	109.0	1.0	1.0	2.0	1.0
LK-6163560	757394520	359.0	7.0	366.0	499.0	206.0	146.0	1.0	1.0	3.0	2.0
LK-6163565	757394520	367.0	7.0	374.0	510.0	210.0	149.0	1.0	1.0	3.0	2.0
LK-6166005	757396020	125.0	2.0	127.0	170.0	72.0	52.0	1.0	0.0	1.0	0.0
LK-6166010	757396020	310.0	5.0	315.0	422.0	177.0	129.0	1.0	1.0	2.0	1.0
LK-6166015	757396020	218.0	3.0	222.0	297.0	125.0	90.0	1.0	1.0	1.0	1.0
LK-6166020	757396020	216.0	3.0	219.0	294.0	123.0	90.0	1.0	1.0	1.0	1.0
LK-6166025	757396020	185.0	3.0	188.0	252.0	106.0	77.0	1.0	0.0	1.0	0.0
LK-6166030	757396020	130.0	2.0	132.0	177.0	74.0	54.0	1.0	0.0	1.0	0.0
LK-6166035	757396020	322.0	5.0	327.0	438.0	184.0	133.0	1.0	1.0	2.0	1.0
LK-6166040	757396020	253.0	4.0	257.0	344.0	144.0	105.0	1.0	1.0	1.0	1.0
LK-6166045	757396020	343.0	5.0	348.0	466.0	196.0	142.0	1.0	1.0	2.0	1.0
LK-6166050	757396020	165.0	3.0	167.0	224.0	94.0	68.0	1.0	0.0	1.0	0.0
LK-6166055	757396020	250.0	4.0	254.0	340.0	143.0	104.0	1.0	1.0	1.0	1.0
LK-6166060	757396020	207.0	3.0	210.0	281.0	118.0	86.0	1.0	1.0	1.0	0.0
LK-6166065	757396020	215.0	3.0	218.0	292.0	122.0	89.0	1.0	1.0	1.0	1.0
LK-6166070	757396020	515.0	8.0	523.0	701.0	294.0	214.0	2.0	1.0	3.0	1.0
LK-6166075	757396020	331.0	5.0	336.0	450.0	189.0	137.0	1.0	1.0	2.0	1.0
LK-6166080	757396020	251.0	4.0	255.0	342.0	144.0	104.0	1.0	1.0	1.0	1.0
LK-6166085	757396020	237.0	4.0	240.0	322.0	135.0	98.0	1.0	1.0	1.0	1.0
LK-6166090	757396020	243.0	4.0	247.0	331.0	139.0	101.0	1.0	1.0	1.0	1.0
LK-6166095	757396020	330.0	5.0	335.0	449.0	188.0	137.0	1.0	1.0	2.0	1.0
LK-6166100	757396020	217.0	3.0	220.0	295.0	124.0	90.0	1.0	1.0	1.0	1.0
LK-6166105	757396020	374.0	6.0	380.0	509.0	214.0	155.0	2.0	1.0	2.0	1.0
LK-6166110	757396020	147.0	2.0	149.0	200.0	84.0	61.0	1.0	0.0	1.0	0.0
LK-6166115	757396020	274.0	4.0	278.0	373.0	157.0	114.0	1.0	1.0	1.0	1.0
LK-6166120	757396020	387.0	6.0	393.0	526.0	221.0	160.0	2.0	1.0	2.0	1.0
LK-6166125	757396020	170.0	3.0	172.0	231.0	97.0	70.0	1.0	0.0	1.0	0.0
LK-6166130	757396020	464.0	7.0	471.0	632.0	265.0	192.0	2.0	1.0	2.0	1.0
LK-6166135	757396020	659.0	10.0	669.0	896.0	376.0	273.0	3.0	2.0	3.0	2.0
LK-6166140	757396020	293.0	5.0	297.0	399.0	167.0	121.0	1.0	1.0	2.0	1.0
LK-6166145	757396020	343.0	5.0	349.0	467.0	196.0	142.0	1.0	1.0	2.0	1.0
LK-6166150	757396020	235.0	4.0	239.0	320.0	134.0	98.0	1.0	1.0	1.0	1.0
LK-6166155	757396020	418.0	7.0	424.0	569.0	239.0	173.0	2.0	1.0	2.0	1.0
LK-6166160	757396020	259.0	4.0	263.0	353.0	148.0	108.0	1.0	1.0	1.0	1.0
LK-6166165	757396020	198.0	3.0	201.0	269.0	113.0	82.0	1.0	1.0	1.0	0.0
LK-6166170	757396020	189.0	3.0	192.0	258.0	108.0	79.0	1.0	0.0	1.0	0.0
LK-6166175	757396020	301.0	5.0	306.0	410.0	172.0	125.0	1.0	1.0	2.0	1.0
LK-6166180	757396020	232.0	4.0	236.0	316.0	133.0	96.0	1.0	1.0	1.0	1.0
LK-6166185	757396020	177.0	3.0	179.0	240.0	101.0	73.0	1.0	0.0	1.0	0.0
LK-6166190	757396020	207.0	3.0	210.0	282.0	118.0	86.0	1.0	1.0	1.0	0.0
LK-6169005	757399260	450.0	7.0	456.0	584.0	250.0	194.0	1.0	1.0	2.0	1.0
LK-6169010	757399260	458.0	7.0	465.0	594.0	254.0	197.0	1.0	1.0	3.0	1.0
LK-6169015	757399260	531.0	8.0	539.0	689.0	295.0	229.0	2.0	1.0	3.0	1.0
LK-6169020	757399260	348.0	5.0	353.0	451.0	193.0	150.0	1.0	1.0	2.0	1.0
LK-6169025	757399260	443.0	6.0	449.0	575.0	246.0	191.0	1.0	1.0	2.0	1.0
LK-6169030	757399260	283.0	4.0	287.0	367.0	157.0	122.0	1.0	1.0	2.0	1.0
LK-6169035	757399260	547.0	8.0	554.0	709.0	304.0	236.0	2.0	1.0	3.0	1.0
LK-6169040	757399260	983.0	14.0	997.0	1275.0	546.0	424.0	3.0	3.0	5.0	2.0
LK-6169045	757399260	416.0	6.0	422.0	540.0	231.0	179.0	1.0	1.0	2.0	1.0
LK-6169050	757399260	504.0	7.0	511.0	653.0	280.0	217.0	2.0	1.0	3.0	1.0
LK-6169055	757399260	784.0	11.0	795.0	1017.0	435.0	338.0	2.0	2.0	4.0	2.0
LK-6169060	757399260	1536.0	22.0	1558.0	1994.0	853.0	662.0	5.0	4.0	8.0	3.0
LK-6169065	757399260	603.0	9.0	612.0	783.0	335.0	260.0	2.0	2.0	3.0	1.0
LK-6169070	757399260	1026.0	15.0	1041.0	1332.0	570.0	442.0	3.0	3.0	6.0	2.0
LK-6169075	757399260	544.0	8.0	552.0	706.0	302.0	235.0	2.0	1.0	3.0	1.0
LK-6169080	757399260	301.0	4.0	306.0	391.0	167.0	130.0	1.0	1.0	2.0	1.0
LK-6169085	757399260	357.0	5.0	362.0	463.0	198.0	154.0	1.0	1.0	2.0	1.0
LK-6169090	757399260	380.0	6.0	386.0	493.0	211.0	164.0	1.0	1.0	2.0	1.0
LK-6169095	757399260	370.0	5.0	375.0	480.0	205.0	159.0	1.0	1.0	2.0	1.0
LK-6169100	757399260	543.0	8.0	551.0	705.0	302.0	234.0	2.0	1.0	3.0	1.0
LK-6169105	757399260	497.0	7.0	504.0	644.0	276.0	214.0	2.0	1.0	3.0	1.0
LK-6169110	757399260	363.0	5.0	368.0	471.0	202.0	157.0	1.0	1.0	2.0	1.0
LK-6169115	757399260	575.0	8.0	583.0	746.0	319.0	248.0	2.0	2.0	3.0	1.0
LK-6169120	757399260	337.0	5.0	342.0	437.0	187.0	145.0	1.0	1.0	2.0	1.0
LK-6169125	757399260	631.0	9.0	641.0	819.0	351.0	272.0	2.0	2.0	3.0	1.0
LK-6169130	757399260	409.0	6.0	415.0	531.0	227.0	176.0	1.0	1.0	2.0	1.0
LK-6169135	757399260	390.0	6.0	396.0	506.0	217.0	168.0	1.0	1.0	2.0	1.0
LK-6169140	757399260	420.0	6.0	426.0	545.0	233.0	181.0	1.0	1.0	2.0	1.0
LK-6169145	757399260	1152.0	17.0	1169.0	1495.0	640.0	497.0	4.0	3.0	6.0	2.0
LK-6169150	757399260	552.0	8.0	560.0	717.0	307.0	238.0	2.0	2.0	3.0	1.0
LK-6169155	757399260	644.0	9.0	653.0	836.0	358.0	278.0	2.0	2.0	4.0	1.0
LK-6169160	757399260	293.0	4.0	297.0	380.0	163.0	126.0	1.0	1.0	2.0	1.0
LK-6169165	757399260	330.0	5.0	335.0	428.0	183.0	142.0	1.0	1.0	2.0	1.0
LK-6169170	757399260	325.0	5.0	330.0	422.0	181.0	140.0	1.0	1.0	2.0	1.0
LK-6169175	757399260	543.0	8.0	550.0	704.0	301.0	234.0	2.0	1.0	3.0	1.0
LK-6169180	757399260	302.0	4.0	306.0	392.0	168.0	130.0	1.0	1.0	2.0	1.0
LK-6169185	757399260	390.0	6.0	395.0	506.0	217.0	168.0	1.0	1.0	2.0	1.0
LK-6169190	757399260	207.0	3.0	210.0	269.0	115.0	89.0	1.0	1.0	1.0	0.0
LK-6169195	757399260	248.0	4.0	251.0	321.0	138.0	107.0	1.0	1.0	1.0	0.0
LK-6169200	757399260	379.0	5.0	384.0	492.0	210.0	163.0	1.0	1.0	2.0	1.0
LK-6169205	757399260	249.0	4.0	253.0	324.0	139.0	107.0	1.0	1.0	1.0	0.0
LK-6169210	757399260	359.0	5.0	365.0	466.0	200.0	155.0	1.0	1.0	2.0	1.0
LK-6169215	757399260	414.0	6.0	420.0	538.0	230.0	179.0	1.0	1.0	2.0	1.0
LK-6169220	757399260	273.0	4.0	277.0	354.0	152.0	118.0	1.0	1.0	2.0	1.0
LK-6169225	757399260	265.0	4.0	269.0	344.0	147.0	114.0	1.0	1.0	1.0	1.0
LK-6172005	757399260	184.0	3.0	186.0	238.0	102.0	79.0	1.0	1.0	1.0	0.0
LK-6172010	757399260	613.0	9.0	622.0	795.0	340.0	264.0	2.0	2.0	3.0	1.0
LK-6172015	757399260	200.0	3.0	203.0	260.0	111.0	86.0	1.0	1.0	1.0	0.0
LK-6172020	757399260	583.0	8.0	592.0	757.0	324.0	251.0	2.0	2.0	3.0	1.0
LK-6172025	757399260	646.0	9.0	656.0	839.0	359.0	279.0	2.0	2.0	4.0	1.0
LK-6172030	757399260	372.0	5.0	378.0	483.0	207.0	161.0	1.0	1.0	2.0	1.0
LK-6172035	757399260	432.0	6.0	439.0	561.0	240.0	186.0	1.0	1.0	2.0	1.0
LK-6172040	757399260	675.0	10.0	685.0	876.0	375.0	291.0	2.0	2.0	4.0	1.0
LK-6172045	757399260	595.0	9.0	604.0	773.0	331.0	257.0	2.0	2.0	3.0	1.0
LK-6172050	757399260	880.0	13.0	893.0	1142.0	489.0	379.0	3.0	2.0	5.0	2.0
LK-6172055	757399260	449.0	7.0	455.0	582.0	249.0	193.0	1.0	1.0	2.0	1.0
LK-6172060	757399260	578.0	8.0	586.0	750.0	321.0	249.0	2.0	2.0	3.0	1.0
LK-6172065	757399260	424.0	6.0	430.0	551.0	236.0	183.0	1.0	1.0	2.0	1.0
LK-6172070	757399260	542.0	8.0	550.0	704.0	301.0	234.0	2.0	1.0	3.0	1.0
LK-6172075	757399260	460.0	7.0	467.0	597.0	256.0	198.0	1.0	1.0	3.0	1.0
LK-6172080	757399260	685.0	10.0	695.0	888.0	380.0	295.0	2.0	2.0	4.0	1.0
LK-6172085	757399260	364.0	5.0	370.0	473.0	202.0	157.0	1.0	1.0	2.0	1.0
LK-6172090	757399260	649.0	9.0	659.0	843.0	361.0	280.0	2.0	2.0	4.0	1.0
LK-6172095	757399260	940.0	14.0	954.0	1220.0	522.0	405.0	3.0	3.0	5.0	2.0
LK-6172100	757399260	843.0	12.0	855.0	1094.0	468.0	363.0	3.0	2.0	5.0	2.0
LK-6172105	757399260	420.0	6.0	426.0	545.0	233.0	181.0	1.0	1.0	2.0	1.0
LK-6172110	757399260	506.0	7.0	513.0	657.0	281.0	218.0	2.0	1.0	3.0	1.0
LK-6172115	757399260	477.0	7.0	484.0	619.0	265.0	206.0	1.0	1.0	3.0	1.0
LK-6172120	757399260	471.0	7.0	478.0	612.0	262.0	203.0	1.0	1.0	3.0	1.0
LK-6172125	757399260	305.0	4.0	309.0	396.0	169.0	131.0	1.0	1.0	2.0	1.0
LK-6172130	757399260	621.0	9.0	630.0	806.0	345.0	268.0	2.0	2.0	3.0	1.0
LK-6172135	757399260	256.0	4.0	260.0	333.0	142.0	110.0	1.0	1.0	1.0	0.0
LK-6172140	757399260	678.0	10.0	688.0	880.0	377.0	292.0	2.0	2.0	4.0	1.0
LK-6172145	757399260	468.0	7.0	475.0	607.0	260.0	202.0	1.0	1.0	3.0	1.0
LK-6172150	757399260	480.0	7.0	487.0	623.0	267.0	207.0	2.0	1.0	3.0	1.0
LK-6172155	757399260	433.0	6.0	439.0	562.0	240.0	187.0	1.0	1.0	2.0	1.0
LK-6172160	757399260	393.0	6.0	399.0	511.0	219.0	170.0	1.0	1.0	2.0	1.0
LK-6172165	757399260	354.0	5.0	359.0	459.0	196.0	152.0	1.0	1.0	2.0	1.0
LK-6172170	757399260	392.0	6.0	398.0	509.0	218.0	169.0	1.0	1.0	2.0	1.0
LK-6172175	757399260	552.0	8.0	560.0	717.0	307.0	238.0	2.0	2.0	3.0	1.0
LK-6172180	757399260	521.0	8.0	529.0	676.0	289.0	225.0	2.0	1.0	3.0	1.0
LK-6172185	757399260	532.0	8.0	540.0	690.0	296.0	229.0	2.0	1.0	3.0	1.0
LK-6172190	757399260	432.0	6.0	438.0	560.0	240.0	186.0	1.0	1.0	2.0	1.0
LK-6172195	757399260	488.0	7.0	495.0	633.0	271.0	210.0	2.0	1.0	3.0	1.0
LK-6172200	757399260	292.0	4.0	296.0	378.0	162.0	126.0	1.0	1.0	2.0	1.0
LK-6172205	757399260	830.0	12.0	842.0	1077.0	461.0	358.0	3.0	2.0	5.0	2.0
LK-6172210	757399260	421.0	6.0	427.0	546.0	234.0	181.0	1.0	1.0	2.0	1.0
LK-6172215	757399260	486.0	7.0	493.0	630.0	270.0	209.0	2.0	1.0	3.0	1.0
LK-6172220	757399260	469.0	7.0	476.0	609.0	261.0	202.0	1.0	1.0	3.0	1.0
LK-6172225	757399260	393.0	6.0	399.0	511.0	219.0	170.0	1.0	1.0	2.0	1.0
LK-6172230	757399260	559.0	8.0	567.0	726.0	311.0	241.0	2.0	2.0	3.0	1.0
LK-6172235	757399260	286.0	4.0	290.0	372.0	159.0	123.0	1.0	1.0	2.0	1.0
LK-6172240	757399260	480.0	7.0	487.0	623.0	267.0	207.0	2.0	1.0	3.0	1.0
LK-6172245	757399260	566.0	8.0	574.0	734.0	314.0	244.0	2.0	2.0	3.0	1.0
LK-6172250	757399260	425.0	6.0	431.0	552.0	236.0	183.0	1.0	1.0	2.0	1.0
LK-6172255	757399260	149.0	2.0	151.0	193.0	83.0	64.0	0.0	0.0	1.0	0.0
LK-6172260	757399260	238.0	3.0	241.0	308.0	132.0	102.0	1.0	1.0	1.0	0.0
LK-6172265	757399260	376.0	5.0	381.0	487.0	209.0	162.0	1.0	1.0	2.0	1.0
LK-6172270	757399260	584.0	8.0	592.0	757.0	324.0	252.0	2.0	2.0	3.0	1.0
LK-6172275	757399260	525.0	8.0	533.0	681.0	292.0	226.0	2.0	1.0	3.0	1.0
LK-6172280	757399260	592.0	9.0	600.0	768.0	329.0	255.0	2.0	2.0	3.0	1.0
LK-6172285	757399260	236.0	3.0	240.0	307.0	131.0	102.0	1.0	1.0	1.0	0.0
LK-6172290	757399260	377.0	5.0	383.0	490.0	210.0	163.0	1.0	1.0	2.0	1.0
LK-6172295	757399260	312.0	5.0	316.0	405.0	173.0	134.0	1.0	1.0	2.0	1.0
LK-6172300	757399260	308.0	4.0	312.0	399.0	171.0	133.0	1.0	1.0	2.0	1.0
LK-6172305	757399260	220.0	3.0	224.0	286.0	122.0	95.0	1.0	1.0	1.0	0.0
LK-6172310	757399260	240.0	3.0	243.0	311.0	133.0	103.0	1.0	1.0	1.0	0.0
LK-6172315	757399260	297.0	4.0	301.0	385.0	165.0	128.0	1.0	1.0	2.0	1.0
LK-6172320	757399260	282.0	4.0	286.0	366.0	157.0	121.0	1.0	1.0	2.0	1.0
LK-6172325	757399260	465.0	7.0	472.0	604.0	259.0	201.0	1.0	1.0	3.0	1.0
LK-6172330	757399260	264.0	4.0	268.0	343.0	147.0	114.0	1.0	1.0	1.0	1.0
LK-6172335	757399260	386.0	6.0	391.0	501.0	214.0	166.0	1.0	1.0	2.0	1.0
LK-6172340	757399260	443.0	6.0	450.0	575.0	246.0	191.0	1.0	1.0	2.0	1.0
LK-6175005	757398000	397.0	4.0	401.0	507.0	227.0	165.0	1.0	1.0	2.0	1.0
LK-6175010	757398000	505.0	5.0	510.0	645.0	289.0	210.0	1.0	1.0	2.0	1.0
LK-6175015	757398000	417.0	4.0	421.0	532.0	238.0	173.0	1.0	1.0	2.0	1.0
LK-6175020	757398000	288.0	3.0	291.0	368.0	165.0	120.0	1.0	1.0	1.0	1.0
LK-6175025	757398000	382.0	4.0	386.0	489.0	219.0	159.0	1.0	1.0	2.0	1.0
LK-6175030	757398000	367.0	4.0	371.0	469.0	210.0	153.0	1.0	1.0	2.0	1.0
LK-6175035	757398000	800.0	8.0	807.0	1021.0	458.0	333.0	2.0	2.0	4.0	2.0
LK-6175040	757398000	347.0	3.0	350.0	443.0	198.0	144.0	1.0	1.0	2.0	1.0
LK-6175045	757398000	514.0	5.0	519.0	657.0	294.0	214.0	1.0	1.0	3.0	1.0
LK-6175050	757398000	313.0	3.0	316.0	399.0	179.0	130.0	1.0	1.0	2.0	1.0
LK-6175055	757398000	613.0	6.0	619.0	783.0	351.0	255.0	1.0	1.0	3.0	1.0
LK-6175060	757398000	782.0	8.0	790.0	999.0	448.0	326.0	2.0	2.0	4.0	2.0
LK-6175065	757398000	426.0	4.0	430.0	544.0	244.0	177.0	1.0	1.0	2.0	1.0
