entity_id	valid	rejected	polled	electors	UNP	PA	JVP	Ind 2	Liberal	Ind 1	SMBP	LDA	PLSF	SLMP	Ind 3	DUNF	PFF
LK-1212375	205.0	5.0	209.0	276.0	81.0	108.0	12.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-3333110	205.0	4.0	209.0	288.0	73.0	97.0	32.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9115110	205.0	4.0	209.0	256.0	92.0	102.0	6.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6230050	205.0	4.0	210.0	294.0	89.0	107.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6233040	205.0	4.0	210.0	294.0	89.0	107.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3127245	205.0	4.0	209.0	261.0	78.0	116.0	8.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2233365	205.0	6.0	211.0	278.0	88.0	106.0	6.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-2309345	205.0	6.0	210.0	265.0	98.0	96.0	5.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-6157130	205.0	5.0	210.0	278.0	94.0	99.0	7.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-6166025	205.0	4.0	209.0	279.0	92.0	103.0	6.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6187240	205.0	4.0	209.0	279.0	92.0	103.0	6.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2215125	205.0	6.0	211.0	296.0	93.0	100.0	6.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-2215135	205.0	6.0	211.0	296.0	93.0	100.0	6.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-5118095	205.0	4.0	210.0	355.0	162.0	36.0	0.0	2.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-2124215	205.0	5.0	211.0	268.0	89.0	107.0	5.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2124435	205.0	5.0	210.0	267.0	88.0	107.0	5.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-4124065	205.0	11.0	217.0	1070.0	108.0	77.0	1.0	2.0	2.0	2.0	1.0	7.0	1.0	2.0	1.0	1.0	1.0
LK-6112045	204.0	4.0	208.0	279.0	92.0	100.0	9.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3318070	204.0	4.0	208.0	288.0	72.0	96.0	32.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3333270	204.0	4.0	208.0	287.0	72.0	96.0	32.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8218150	204.0	6.0	209.0	273.0	78.0	112.0	9.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3324140	204.0	5.0	209.0	298.0	81.0	94.0	24.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2306405	204.0	6.0	210.0	238.0	75.0	119.0	6.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6206020	204.0	5.0	209.0	333.0	111.0	86.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-2303415	204.0	5.0	210.0	270.0	96.0	101.0	4.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2118270	204.0	5.0	209.0	266.0	93.0	103.0	4.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7136075	204.0	4.0	208.0	274.0	84.0	106.0	9.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-4127155	204.0	11.0	216.0	1064.0	107.0	77.0	1.0	2.0	2.0	2.0	1.0	6.0	1.0	2.0	1.0	1.0	1.0
LK-5212110	203.0	3.0	207.0	264.0	86.0	105.0	7.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5251035	203.0	3.0	207.0	271.0	84.0	114.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-8218120	203.0	6.0	208.0	271.0	78.0	111.0	9.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3236075	203.0	4.0	206.0	284.0	72.0	116.0	12.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3245050	203.0	4.0	207.0	280.0	77.0	104.0	19.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2136180	203.0	6.0	210.0	274.0	93.0	101.0	6.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6187030	203.0	4.0	207.0	275.0	91.0	102.0	6.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7121025	203.0	3.0	207.0	278.0	84.0	109.0	7.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5124050	203.0	4.0	207.0	351.0	160.0	36.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-8124020	203.0	7.0	211.0	272.0	96.0	95.0	7.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5309015	203.0	3.0	207.0	310.0	78.0	112.0	8.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5321010	203.0	3.0	207.0	310.0	78.0	112.0	8.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2118170	203.0	5.0	208.0	264.0	92.0	103.0	4.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7130005	203.0	4.0	207.0	273.0	84.0	106.0	9.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7136050	203.0	4.0	207.0	273.0	84.0	106.0	9.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7160080	203.0	4.0	207.0	274.0	84.0	106.0	9.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2134240	203.0	4.0	207.0	272.0	96.0	98.0	5.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8112105	203.0	7.0	210.0	278.0	93.0	95.0	7.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
LK-8115010	203.0	7.0	210.0	278.0	93.0	95.0	7.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
LK-4130270	203.0	18.0	221.0	893.0	126.0	58.0	1.0	2.0	2.0	1.0	1.0	6.0	1.0	3.0	1.0	1.0	1.0
LK-4103040	203.0	11.0	214.0	1354.0	95.0	90.0	1.0	3.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	1.0
LK-4139150	203.0	11.0	214.0	1353.0	95.0	90.0	1.0	3.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	1.0
LK-5233040	202.0	3.0	206.0	269.0	84.0	113.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-1227435	202.0	5.0	207.0	264.0	56.0	133.0	9.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-6230105	202.0	4.0	207.0	290.0	88.0	106.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6233030	202.0	4.0	206.0	289.0	88.0	105.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6236095	202.0	4.0	207.0	290.0	88.0	106.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3321080	202.0	5.0	207.0	296.0	81.0	93.0	24.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3321200	202.0	5.0	207.0	295.0	81.0	93.0	24.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3324135	202.0	5.0	207.0	296.0	81.0	93.0	24.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2309055	202.0	6.0	207.0	262.0	97.0	95.0	5.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-6151035	202.0	5.0	206.0	273.0	93.0	98.0	7.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-6157040	202.0	5.0	206.0	274.0	93.0	98.0	7.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-6157160	202.0	5.0	207.0	274.0	93.0	98.0	7.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-5221045	202.0	3.0	205.0	260.0	86.0	112.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-5221115	202.0	3.0	205.0	260.0	86.0	112.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-6163300	202.0	6.0	208.0	282.0	86.0	100.0	12.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-2103215	202.0	4.0	205.0	270.0	95.0	97.0	5.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2103325	202.0	4.0	206.0	271.0	95.0	97.0	5.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-4118120	202.0	8.0	210.0	830.0	84.0	93.0	1.0	5.0	4.0	2.0	2.0	5.0	1.0	2.0	2.0	1.0	1.0
LK-4130085	202.0	18.0	220.0	889.0	125.0	57.0	1.0	2.0	2.0	1.0	1.0	6.0	1.0	3.0	1.0	1.0	1.0
LK-6233015	201.0	4.0	205.0	288.0	87.0	105.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9218260	201.0	4.0	205.0	264.0	90.0	101.0	7.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2233075	201.0	6.0	207.0	272.0	86.0	103.0	6.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-6187220	201.0	4.0	205.0	273.0	91.0	101.0	6.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9203010	201.0	4.0	205.0	266.0	77.0	112.0	9.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5127075	201.0	4.0	205.0	348.0	158.0	35.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-5127110	201.0	4.0	206.0	348.0	158.0	35.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-5133010	201.0	4.0	206.0	348.0	158.0	35.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-5133070	201.0	4.0	206.0	348.0	158.0	35.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-2124115	201.0	5.0	207.0	263.0	87.0	105.0	5.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2124450	201.0	5.0	206.0	262.0	87.0	105.0	5.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-4212150	201.0	4.0	205.0	538.0	126.0	69.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-4412	201.0	1.0	207.0	8983.0	67.0	128.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2315120	200.0	6.0	205.0	261.0	106.0	85.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-9115250	200.0	4.0	204.0	250.0	90.0	100.0	6.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1339275	200.0	4.0	204.0	271.0	87.0	99.0	10.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3127090	200.0	4.0	204.0	254.0	76.0	113.0	8.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9103055	200.0	4.0	205.0	262.0	82.0	107.0	5.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
LK-6172005	200.0	3.0	203.0	267.0	94.0	98.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2309320	200.0	6.0	205.0	259.0	96.0	94.0	5.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-6149010	200.0	4.0	204.0	272.0	90.0	101.0	6.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2215270	200.0	6.0	206.0	288.0	91.0	98.0	6.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-5221055	200.0	3.0	203.0	258.0	86.0	111.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-5309005	200.0	3.0	203.0	304.0	77.0	110.0	8.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-4303080	200.0	5.0	205.0	479.0	152.0	38.0	2.0	1.0	2.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0
LK-2118280	200.0	5.0	205.0	261.0	91.0	101.0	4.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7130125	200.0	4.0	205.0	270.0	83.0	105.0	9.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2103020	200.0	4.0	204.0	268.0	94.0	97.0	5.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2103225	200.0	4.0	204.0	268.0	94.0	97.0	5.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2134260	200.0	4.0	204.0	268.0	94.0	97.0	5.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-4130130	200.0	18.0	218.0	882.0	124.0	57.0	1.0	2.0	2.0	1.0	1.0	6.0	1.0	3.0	1.0	1.0	1.0
LK-3333105	199.0	4.0	203.0	281.0	71.0	94.0	31.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6233035	199.0	4.0	203.0	284.0	86.0	104.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3124070	199.0	4.0	203.0	253.0	76.0	112.0	8.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6130145	199.0	6.0	205.0	285.0	94.0	93.0	8.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3136185	199.0	3.0	202.0	270.0	75.0	112.0	10.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6157035	199.0	4.0	203.0	269.0	91.0	96.0	7.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-6242110	199.0	4.0	203.0	290.0	81.0	111.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6149145	199.0	4.0	203.0	270.0	90.0	100.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2215090	199.0	6.0	205.0	286.0	90.0	97.0	6.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-2215260	199.0	6.0	205.0	287.0	90.0	97.0	6.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-2124075	199.0	5.0	204.0	259.0	86.0	104.0	5.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6112070	198.0	4.0	202.0	271.0	89.0	97.0	8.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6233235	198.0	4.0	202.0	284.0	86.0	103.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1339220	198.0	4.0	202.0	267.0	86.0	98.0	10.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8218175	198.0	5.0	203.0	265.0	76.0	109.0	9.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3321205	198.0	5.0	203.0	289.0	79.0	91.0	23.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3230035	198.0	4.0	202.0	280.0	73.0	109.0	13.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2309160	198.0	5.0	204.0	257.0	95.0	94.0	5.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-2303225	198.0	5.0	203.0	262.0	93.0	97.0	4.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2215020	198.0	6.0	204.0	285.0	90.0	97.0	6.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-5230065	198.0	3.0	201.0	255.0	85.0	109.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-6163240	198.0	6.0	203.0	275.0	84.0	97.0	11.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-5136210	198.0	4.0	203.0	343.0	156.0	35.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-2124160	198.0	5.0	203.0	259.0	85.0	104.0	5.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-4104045	198.0	11.0	209.0	1325.0	93.0	88.0	1.0	3.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	1.0
LK-2215100	197.0	6.0	203.0	285.0	90.0	96.0	6.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-2224025	197.0	5.0	202.0	251.0	75.0	112.0	5.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7136040	197.0	4.0	201.0	265.0	82.0	103.0	9.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7136080	197.0	4.0	201.0	265.0	82.0	103.0	9.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2134030	197.0	4.0	201.0	264.0	93.0	95.0	5.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8109050	197.0	7.0	203.0	270.0	90.0	92.0	7.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
LK-4139040	197.0	11.0	208.0	1317.0	93.0	87.0	1.0	3.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	1.0
LK-6127080	196.0	4.0	199.0	268.0	88.0	96.0	8.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6221010	196.0	4.0	200.0	281.0	85.0	102.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6118005	196.0	4.0	200.0	272.0	89.0	98.0	7.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3136130	196.0	3.0	198.0	264.0	74.0	110.0	10.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2306045	196.0	6.0	202.0	229.0	72.0	114.0	6.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6166185	196.0	4.0	200.0	266.0	88.0	99.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7154090	196.0	4.0	200.0	257.0	84.0	104.0	5.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7124120	196.0	3.0	199.0	267.0	81.0	105.0	7.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2224145	196.0	5.0	201.0	250.0	75.0	112.0	5.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5118190	196.0	4.0	200.0	339.0	154.0	34.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-5133175	196.0	4.0	201.0	340.0	155.0	34.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-5309035	196.0	3.0	199.0	299.0	76.0	108.0	8.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2212080	195.0	5.0	200.0	264.0	84.0	97.0	9.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2233020	195.0	6.0	201.0	265.0	83.0	100.0	6.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-2151120	195.0	6.0	201.0	261.0	79.0	107.0	5.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2309415	195.0	5.0	200.0	253.0	93.0	92.0	5.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-2309475	195.0	5.0	200.0	253.0	93.0	92.0	5.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-2139475	195.0	5.0	200.0	263.0	92.0	93.0	5.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-6149175	195.0	4.0	199.0	265.0	88.0	98.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-4203190	195.0	4.0	199.0	523.0	122.0	67.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-4206180	195.0	4.0	199.0	522.0	122.0	67.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-4212005	195.0	4.0	199.0	522.0	122.0	67.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-2133025	194.0	6.0	200.0	268.0	93.0	91.0	6.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-1318210	194.0	4.0	197.0	246.0	75.0	107.0	9.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2212105	194.0	5.0	199.0	263.0	83.0	97.0	9.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1115305	194.0	4.0	198.0	262.0	80.0	101.0	9.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-6236180	194.0	4.0	198.0	277.0	84.0	101.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9103135	194.0	4.0	198.0	253.0	79.0	104.0	5.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
LK-2309430	194.0	5.0	200.0	252.0	93.0	92.0	5.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-7124165	194.0	3.0	197.0	265.0	80.0	104.0	7.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2221070	194.0	5.0	199.0	248.0	74.0	111.0	5.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6163320	194.0	6.0	200.0	270.0	83.0	96.0	11.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5133120	194.0	4.0	199.0	336.0	153.0	34.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-9151040	193.0	4.0	197.0	253.0	74.0	99.0	15.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-2212055	193.0	5.0	198.0	262.0	83.0	96.0	9.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1324355	193.0	3.0	196.0	251.0	85.0	99.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3318020	193.0	4.0	197.0	272.0	68.0	91.0	30.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3318175	193.0	4.0	197.0	272.0	68.0	91.0	30.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3127275	193.0	4.0	197.0	246.0	73.0	109.0	8.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9136120	193.0	3.0	196.0	230.0	80.0	105.0	4.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2233080	193.0	6.0	199.0	262.0	82.0	99.0	6.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-6118105	193.0	4.0	197.0	268.0	87.0	96.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2306585	193.0	6.0	199.0	226.0	71.0	112.0	6.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2309185	193.0	5.0	199.0	251.0	93.0	91.0	5.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-5218115	193.0	3.0	196.0	242.0	65.0	123.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-5127015	193.0	4.0	197.0	333.0	152.0	34.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-5130055	193.0	4.0	197.0	334.0	152.0	34.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-8127160	193.0	5.0	197.0	242.0	93.0	90.0	7.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-4136100	193.0	9.0	202.0	1402.0	89.0	94.0	0.0	2.0	1.0	1.0	1.0	4.0	0.0	1.0	0.0	0.0	0.0
LK-5245105	192.0	3.0	195.0	256.0	80.0	107.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
LK-2212095	192.0	5.0	197.0	260.0	83.0	96.0	9.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3318095	192.0	4.0	195.0	270.0	68.0	90.0	30.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2233280	192.0	6.0	198.0	261.0	82.0	99.0	6.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
