entity_id	valid	rejected	polled	electors	SLMC	ITAK	UNP	UPFA	RJP	IP1D	UMPA	EPDP	SMBP	NLF	IP6D	IP5D	JHU	IP2D	IP4D	IP3D	USP	S	DPLF	IP9D	IP7D	IP8D	SLPF	JSP	SLNF	ULF	;P7D	SLMK	UPF	CDUA	TLP	IP1-ED	IP2-ED	IP3-ED	IP4-ED	NPP	DUNF	;P4D	SEP
LK-3333080	161.0	9.0	170.0	221.0			51.0	110.0		0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0													
LK-2124200	160.0	16.0	176.0	232.0			78.0	78.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0											
LK-4212035	160.0	14.0	173.0	366.0		128.0	22.0	1.0	0.0	0.0		2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		5.0	0.0	0.0	0.0																	
LK-4212115	160.0	14.0	174.0	366.0		129.0	22.0	1.0	0.0	0.0		2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		5.0	0.0	0.0	0.0																	
LK-2215040	160.0	14.0	173.0	241.0			83.0	64.0	0.0	0.0			0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0			0.0			0.0					0.0			
LK-2309040	160.0	13.0	173.0	228.0			74.0	67.0	0.0				0.0	0.0			1.0				1.0	0.0					0.0	0.0	0.0				10.0	6.0	0.0	0.0	0.0	0.0	0.0				
LK-4130215	159.0	14.0	174.0	279.0	0.0	150.0			0.0	2.0		6.0		0.0			0.0	0.0			0.0	0.0																					
LK-6163380	159.0	10.0	170.0	235.0			69.0	85.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-2309100	159.0	13.0	172.0	227.0			74.0	67.0	0.0				0.0	0.0			1.0				1.0	0.0					0.0	0.0	0.0				10.0	6.0	0.0	0.0	0.0	0.0	0.0				
LK-3127280	159.0	12.0	171.0	213.0			63.0	92.0	0.0	0.0			0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0													
LK-6230030	159.0	10.0	169.0	245.0			75.0	78.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0											
LK-6236025	159.0	10.0	170.0	245.0			75.0	78.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0											
LK-3318090	159.0	9.0	168.0	218.0			50.0	108.0		0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0													
LK-3318165	159.0	9.0	168.0	218.0			50.0	108.0		0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0													
LK-8109035	158.0	14.0	173.0	242.0			72.0	83.0	0.0	0.0			0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			0.0		0.0	0.0		0.0													
LK-4212045	158.0	14.0	172.0	363.0		127.0	22.0	1.0	0.0	0.0		2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		5.0	0.0	0.0	0.0																	
LK-5309050	158.0	9.0	167.0	240.0	18.0	23.0	39.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0																							
LK-9118050	158.0	11.0	169.0	216.0			70.0	81.0	0.0	0.0			0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0			0.0		0.0	0.0	0.0	0.0													
LK-6236060	158.0	10.0	169.0	244.0			74.0	77.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0											
LK-4104035	157.0	13.0	170.0	527.0	0.0	141.0			0.0	1.0		14.0		0.0			0.0	0.0			0.0	0.0																					
LK-2124460	157.0	15.0	172.0	227.0			76.0	76.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0											
LK-8109030	157.0	14.0	171.0	239.0			72.0	82.0	0.0	0.0			0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			0.0		0.0	0.0		0.0													
LK-4512015	157.0	12.0	169.0	304.0	0.0	155.0			0.0	1.0		1.0		0.0			0.0	0.0			0.0	0.0																					
LK-4209050	157.0	13.0	171.0	361.0		127.0	22.0	1.0	0.0	0.0		2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		5.0	0.0	0.0	0.0																	
LK-2306105	157.0	13.0	170.0	222.0			91.0	61.0	0.0				0.0	0.0			2.0				0.0	0.0					0.0	0.0	0.0				2.0	0.0	0.0	0.0	0.0	0.0	0.0				
LK-2303120	157.0	10.0	167.0	213.0			83.0	52.0	0.0				0.0	0.0			2.0				0.0	0.0					0.0	0.0	0.0				14.0	5.0	0.0	0.0	0.0	0.0	0.0				
LK-2133220	157.0	12.0	169.0	227.0			79.0	64.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0											
LK-4209015	156.0	13.0	170.0	358.0		126.0	22.0	1.0	0.0	0.0		2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		5.0	0.0	0.0	0.0																	
LK-8142180	156.0	14.0	171.0	227.0			88.0	64.0	0.0	0.0			0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0			0.0		0.0	0.0		0.0													
LK-2215245	156.0	13.0	169.0	235.0			81.0	62.0	0.0	0.0			0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0			0.0			0.0					0.0			
LK-2139605	156.0	10.0	166.0	222.0			75.0	69.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0											
LK-3136125	156.0	9.0	165.0	221.0			59.0	89.0	0.0	0.0			0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-2233035	156.0	15.0	171.0	232.0			77.0	69.0	0.0	0.0			0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0			0.0			0.0					0.0			
LK-2233045	156.0	15.0	171.0	232.0			77.0	69.0	0.0	0.0			0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0			0.0			0.0					0.0			
LK-3321145	156.0	12.0	168.0	231.0			61.0	94.0		0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0													
LK-6236020	156.0	10.0	166.0	240.0			73.0	76.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0											
LK-3333160	156.0	9.0	165.0	215.0			49.0	106.0		0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0													
LK-4415190	155.0	10.0	165.0	289.0		150.0	1.0	2.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0																	
LK-4509050	155.0	11.0	166.0	299.0	0.0	153.0			0.0	1.0		1.0		0.0			0.0	0.0			0.0	0.0																					
LK-2209025	155.0	14.0	169.0	222.0			71.0	81.0	0.0	0.0			0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0			0.0			0.0					0.0			
LK-2209135	155.0	14.0	169.0	222.0			71.0	81.0	0.0	0.0			0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0			0.0			0.0					0.0			
LK-2224005	155.0	14.0	168.0	222.0			71.0	80.0	0.0	0.0			0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0			0.0			0.0					0.0			
LK-6163280	155.0	10.0	165.0	229.0			67.0	83.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-6163385	155.0	10.0	165.0	229.0			67.0	83.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-6187090	155.0	7.0	161.0	218.0			65.0	78.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-2309410	155.0	13.0	167.0	220.0			72.0	65.0	0.0				0.0	0.0			1.0				1.0	0.0					0.0	0.0	0.0				10.0	5.0	0.0	0.0	0.0	0.0	0.0				
LK-8106050	155.0	10.0	165.0	221.0			71.0	82.0	0.0	0.0			0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			0.0		0.0	0.0		0.0													
LK-3127175	155.0	12.0	166.0	207.0			61.0	89.0	0.0	0.0			0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0													
LK-1333095	155.0	11.0	167.0	216.0			65.0	83.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0											0.0		
LK-4109060	154.0	13.0	167.0	276.0	78.0	55.0			0.0	0.0		20.0		0.0			0.0	0.0			1.0	0.0																					
LK-4139095	154.0	13.0	166.0	516.0	0.0	138.0			0.0	1.0		14.0		0.0			0.0	0.0			0.0	0.0																					
LK-4503035	154.0	11.0	165.0	297.0	0.0	152.0			0.0	1.0		1.0		0.0			0.0	0.0			0.0	0.0																					
LK-2118160	154.0	17.0	171.0	232.0			69.0	83.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0											
LK-7124055	154.0	8.0	162.0	230.0			64.0	87.0	0.0	0.0			0.0	0.0		0.0	2.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0														
LK-5218215	154.0	10.0	164.0	203.0	57.0	29.0	5.0	61.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0		0.0													
LK-6149110	154.0	7.0	160.0	216.0			65.0	78.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-6133155	154.0	9.0	163.0	234.0			71.0	75.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-5130030	154.0	8.0	163.0	196.0	2.0	147.0	2.0	1.0	0.0	0.0	0.0	2.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0														
LK-5133025	154.0	8.0	162.0	195.0	2.0	146.0	2.0	1.0	0.0	0.0	0.0	2.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0														
LK-4509160	153.0	11.0	164.0	296.0	0.0	151.0			0.0	1.0		1.0		0.0			0.0	0.0			0.0	0.0																					
LK-2118275	153.0	17.0	170.0	231.0			69.0	82.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0											
LK-7130115	153.0	10.0	162.0	223.0			60.0	89.0	0.0	0.0			0.0	0.0		0.0	3.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0														
LK-6166030	153.0	7.0	160.0	216.0			65.0	78.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-6187080	153.0	7.0	159.0	215.0			65.0	77.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-3136085	153.0	9.0	162.0	218.0			58.0	88.0	0.0	0.0			0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-3321135	153.0	12.0	165.0	228.0			60.0	92.0		0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0													
LK-5127090	153.0	8.0	161.0	194.0	2.0	145.0	2.0	1.0	0.0	0.0	0.0	2.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0														
LK-3333200	153.0	9.0	162.0	210.0			48.0	104.0		0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0													
LK-7151065	152.0	9.0	162.0	222.0			60.0	88.0	0.0	0.0			0.0	0.0		0.0	3.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0														
LK-5312025	152.0	9.0	161.0	231.0	17.0	23.0	38.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0																							
LK-5330010	152.0	9.0	161.0	232.0	17.0	23.0	38.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0																							
LK-2306335	152.0	13.0	165.0	215.0			88.0	59.0	0.0				0.0	0.0			2.0				0.0	0.0					0.0	0.0	0.0				2.0	0.0	0.0	0.0	0.0	0.0	0.0				
LK-7121155	152.0	8.0	160.0	226.0			63.0	86.0	0.0	0.0			0.0	0.0		0.0	2.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0														
LK-6187135	152.0	7.0	158.0	214.0			64.0	77.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-2309060	152.0	12.0	164.0	216.0			70.0	64.0	0.0				0.0	0.0			1.0				1.0	0.0					0.0	0.0	0.0				10.0	5.0	0.0	0.0	0.0	0.0	0.0				
LK-2309420	152.0	12.0	164.0	216.0			70.0	64.0	0.0				0.0	0.0			1.0				1.0	0.0					0.0	0.0	0.0				10.0	5.0	0.0	0.0	0.0	0.0	0.0				
LK-3136090	152.0	9.0	160.0	216.0			57.0	87.0	0.0	0.0			0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0													
LK-2124110	151.0	15.0	166.0	219.0			74.0	73.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0											
LK-7160045	151.0	9.0	161.0	220.0			60.0	88.0	0.0	0.0			0.0	0.0		0.0	3.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0														
LK-7160075	151.0	9.0	160.0	220.0			60.0	88.0	0.0	0.0			0.0	0.0		0.0	3.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0														
LK-2224120	151.0	13.0	164.0	215.0			69.0	78.0	0.0	0.0			0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0			0.0			0.0					0.0			
LK-2215265	151.0	13.0	164.0	228.0			79.0	60.0	0.0	0.0			0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0			0.0			0.0					0.0			
LK-9115090	151.0	10.0	161.0	206.0			67.0	77.0	0.0	0.0			0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0			0.0		0.0	0.0	0.0	0.0													
LK-2124080	150.0	15.0	164.0	216.0			73.0	72.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0											
LK-8115005	150.0	14.0	163.0	229.0			69.0	79.0	0.0	0.0			0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			0.0		0.0	0.0		0.0													
LK-4512030	150.0	11.0	161.0	291.0	0.0	148.0			0.0	1.0		1.0		0.0			0.0	0.0			0.0	0.0																					
LK-4212060	150.0	13.0	163.0	343.0		120.0	21.0	1.0	0.0	0.0		2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		4.0	0.0	0.0	0.0																	
LK-7130010	150.0	9.0	160.0	219.0			60.0	87.0	0.0	0.0			0.0	0.0		0.0	3.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0														
LK-7160055	150.0	9.0	159.0	219.0			59.0	87.0	0.0	0.0			0.0	0.0		0.0	2.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0														
LK-2215185	150.0	13.0	163.0	227.0			78.0	60.0	0.0	0.0			0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0			0.0			0.0					0.0			
LK-3230045	150.0	11.0	160.0	219.0			51.0	94.0		0.0			0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0			0.0		0.0	0.0	0.0						0.0								
LK-3306015	150.0	10.0	160.0	209.0			55.0	94.0		0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0													
LK-2118125	149.0	16.0	166.0	225.0			67.0	80.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0											
LK-7130030	149.0	9.0	159.0	218.0			59.0	87.0	0.0	0.0			0.0	0.0		0.0	2.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0														
LK-5333030	149.0	9.0	158.0	227.0	17.0	22.0	37.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0																							
LK-2215235	149.0	13.0	161.0	225.0			77.0	59.0	0.0	0.0			0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0			0.0			0.0					0.0			
LK-6187275	149.0	6.0	155.0	210.0			63.0	75.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-2148080	149.0	12.0	161.0	222.0			82.0	60.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0											
LK-4503020	148.0	11.0	159.0	287.0	0.0	146.0			0.0	1.0		1.0		0.0			0.0	0.0			0.0	0.0																					
LK-2118180	148.0	16.0	165.0	224.0			67.0	80.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0											
LK-2121045	148.0	16.0	165.0	224.0			67.0	80.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0											
LK-2303195	148.0	9.0	157.0	201.0			79.0	49.0	0.0				0.0	0.0			2.0				0.0	0.0					0.0	0.0	0.0				13.0	5.0	0.0	0.0	0.0	0.0	0.0				
LK-6187070	148.0	6.0	155.0	209.0			63.0	75.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-6154160	148.0	6.0	154.0	211.0			66.0	67.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-5130100	148.0	8.0	156.0	188.0	2.0	141.0	2.0	1.0	0.0	0.0	0.0	2.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0														
LK-6233045	148.0	10.0	158.0	229.0			70.0	72.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0											
LK-6236065	148.0	10.0	157.0	228.0			69.0	72.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0											
LK-2212210	148.0	14.0	162.0	219.0			60.0	83.0	0.0	0.0			0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0			0.0			0.0					0.0			
LK-2118035	147.0	16.0	163.0	222.0			66.0	79.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0											
LK-6166005	147.0	6.0	154.0	208.0			62.0	75.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-2309115	147.0	12.0	159.0	209.0			68.0	62.0	0.0				0.0	0.0			1.0				1.0	0.0					0.0	0.0	0.0				9.0	5.0	0.0	0.0	0.0	0.0	0.0				
LK-2309325	147.0	12.0	159.0	209.0			68.0	62.0	0.0				0.0	0.0			1.0				1.0	0.0					0.0	0.0	0.0				9.0	5.0	0.0	0.0	0.0	0.0	0.0				
LK-3124035	147.0	11.0	158.0	196.0			58.0	85.0	0.0	0.0			0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0													
LK-4412115	146.0	10.0	156.0	274.0		142.0	1.0	2.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0																	
LK-2118310	146.0	16.0	163.0	221.0			66.0	79.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0											
LK-2134115	146.0	11.0	157.0	213.0			71.0	68.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0											
LK-8119015	146.0	15.0	161.0	217.0			86.0	57.0	0.0	0.0			0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			0.0		0.0	0.0		0.0													
LK-7151160	146.0	9.0	155.0	212.0			58.0	85.0	0.0	0.0			0.0	0.0		0.0	2.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0														
LK-8142040	146.0	13.0	159.0	212.0			82.0	60.0	0.0	0.0			0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0			0.0		0.0	0.0		0.0													
LK-7127115	146.0	8.0	154.0	217.0			60.0	83.0	0.0	0.0			0.0	0.0		0.0	2.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0														
LK-2303315	146.0	9.0	155.0	199.0			78.0	49.0	0.0				0.0	0.0			2.0				0.0	0.0					0.0	0.0	0.0				13.0	5.0	0.0	0.0	0.0	0.0	0.0				
LK-6187320	146.0	6.0	153.0	206.0			62.0	74.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			0.0								
LK-4306035	146.0	13.0	158.0	259.0		91.0	28.0	12.0	0.0	0.0		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		13.0	0.0	0.0	0.0																	
LK-3324025	146.0	11.0	157.0	217.0			57.0	88.0		0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0													
LK-5130070	146.0	8.0	153.0	185.0	2.0	138.0	2.0	1.0	0.0	0.0	0.0	2.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0														
LK-6221090	146.0	10.0	156.0	225.0			69.0	71.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0											
LK-4139030	145.0	12.0	157.0	488.0	0.0	131.0			0.0	0.0		13.0		0.0			0.0	0.0			0.0	0.0																					
LK-2103300	145.0	11.0	156.0	212.0			71.0	67.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0											
LK-7151085	145.0	9.0	154.0	212.0			57.0	84.0	0.0	0.0			0.0	0.0		0.0	2.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0														
LK-7151205	145.0	9.0	154.0	211.0			57.0	84.0	0.0	0.0			0.0	0.0		0.0	2.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0														
LK-2306600	145.0	12.0	157.0	205.0			84.0	56.0	0.0				0.0	0.0			2.0				0.0	0.0					0.0	0.0	0.0				2.0	0.0	0.0	0.0	0.0	0.0	0.0				
LK-2233065	145.0	14.0	159.0	215.0			71.0	64.0	0.0	0.0			0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0			0.0			0.0					0.0			
LK-5245110	145.0	8.0	153.0	188.0	52.0	49.0	9.0	34.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0		0.0													
LK-2124040	144.0	14.0	158.0	208.0			70.0	70.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0											
LK-4415055	144.0	10.0	154.0	270.0		140.0	1.0	2.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0																	
LK-7151050	144.0	9.0	153.0	210.0			57.0	84.0	0.0	0.0			0.0	0.0		0.0	2.0	0.0	0.0	0.0	1.0	0.0					0.0	0.0	0.0														
